geoid,year,qoz_2018,population,population_source_code,poverty_universe,poverty_universe_source_code,poverty_count,poverty_count_source_code,median_household_income,median_household_income_source_code,median_gross_rent,median_gross_rent_source_code,civilian_labor_force,civilian_labor_force_source_code,unemployed,unemployed_source_code,workplace_jobs
25009261000,2018,0,3738,,3690,,319,,66157,,1150,,2143,,57,,1086
25009261000,2019,0,3790,,3725,,310,,65580,,1176,,2187,,66,,1056
25009261101,2018,0,4555,,4456,,155,,104835,,1529,,2630,,104,,329
25009261101,2019,0,4601,,4501,,198,,106653,,1848,,2787,,155,,508
25009261102,2018,0,4873,,4873,,798,,71584,,1177,,2859,,107,,4363
25009261102,2019,0,5567,,5567,,1419,,74470,,1184,,3246,,134,,4345
25009262100,2018,0,6839,,6797,,387,,83508,,1094,,3921,,260,,894
25009262100,2019,0,6890,,6809,,231,,84609,,1102,,3916,,105,,965
25009263100,2018,0,4581,,4570,,309,,138403,,2013,,2550,,140,,758
25009263100,2019,0,4631,,4621,,202,,149167,,1671,,2568,,166,,803
25009264100,2018,0,6749,,6749,,169,,97109,,1337,,3803,,106,,1249
25009264100,2019,0,6780,,6780,,189,,103125,,1337,,3928,,99,,1229
25009265101,2018,0,3811,,3800,,160,,108750,,1073,,2150,,79,,1323
25009265101,2019,0,3753,,3743,,192,,111625,,870,,2101,,88,,1358
25009265102,2018,0,4838,,4838,,45,,141034,,2129,,2886,,65,,1399
25009265102,2019,0,4942,,4942,,81,,142561,,2106,,2846,,48,,1733
25009266100,2018,0,4257,,4220,,164,,110764,,1183,,2571,,74,,1422
25009266100,2019,0,4368,,4327,,217,,106600,,1237,,2559,,69,,1414
25009266200,2018,0,5609,,5508,,530,,78577,,1123,,3367,,71,,468
25009266200,2019,0,5401,,5294,,506,,81381,,1210,,3261,,98,,495
25009266300,2018,0,3730,,3636,,190,,70063,,1206,,2069,,121,,1875
25009266300,2019,0,3774,,3681,,204,,71492,,1147,,2104,,113,,1831
25009266400,2018,0,3782,,3782,,184,,72685,,1144,,2248,,80,,979
25009266400,2019,0,3891,,3891,,158,,80216,,1178,,2307,,92,,1007
25009267101,2018,0,3731,,3731,,319,,73750,,1231,,1858,,104,,0
25009267101,2019,0,3785,,3785,,225,,74983,,1310,,1969,,79,,0
25009267102,2018,0,5478,,5453,,350,,88693,,1770,,3043,,127,,2908
25009267102,2019,0,5575,,5549,,351,,95000,,1576,,3190,,89,,2917
25009268100,2018,0,2825,,2814,,47,,154653,,,-666666666,1644,,18,,229
25009268100,2019,0,2865,,2865,,50,,160625,,1708,,1661,,30,,267
25009268200,2018,0,6554,,6336,,560,,104028,,1196,,3774,,230,,6820
25009268200,2019,0,6777,,6585,,626,,104561,,1193,,3817,,160,,6987
25009268300,2018,0,4228,,4228,,229,,76552,,1202,,2345,,61,,3295
25009268300,2019,0,4123,,4123,,189,,81667,,1268,,2223,,41,,3414
25009268400,2018,0,4383,,4326,,92,,110510,,1433,,2528,,148,,890
25009268400,2019,0,4312,,4256,,194,,124318,,1686,,2563,,131,,961
25009269100,2018,0,7031,,6965,,478,,93000,,1250,,3940,,159,,1585
25009269100,2019,0,7060,,6997,,624,,101875,,1077,,3619,,144,,1685
25009270100,2018,0,6298,,6211,,266,,114063,,1261,,3577,,130,,2888
25009270100,2019,0,6372,,6285,,274,,115909,,1361,,3703,,118,,2870
25009990100,2018,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,0
25009990100,2019,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,0
25011040100,2018,1,4511,,4481,,602,,56865,,958,,2283,,106,,840
25011040100,2019,1,4501,,4464,,543,,62691,,946,,2290,,86,,880
25011040200,2018,0,4351,,4332,,316,,67620,,925,,2581,,121,,1378
25011040200,2019,0,4370,,4342,,337,,67428,,1012,,2464,,108,,1455
25011040300,2018,0,2997,,2964,,105,,72083,,827,,1727,,94,,485
25011040300,2019,0,2981,,2956,,130,,75875,,775,,1675,,71,,445
25011040400,2018,1,3425,,3387,,362,,56713,,863,,1808,,112,,702
25011040400,2019,1,3398,,3359,,334,,60313,,834,,1772,,99,,632
25011040501,2018,1,3970,,3970,,506,,55559,,907,,2086,,198,,974
25011040501,2019,1,3866,,3866,,368,,56923,,953,,2062,,172,,952
25011040502,2018,1,3712,,3663,,294,,41276,,756,,1739,,82,,684
25011040502,2019,1,3778,,3705,,393,,47768,,746,,1733,,52,,692
25011040600,2018,0,4820,,4811,,351,,82286,,1168,,2679,,126,,436
25011040600,2019,0,4765,,4758,,335,,80274,,1217,,2590,,134,,453
25011040701,2018,1,3962,,3828,,629,,39145,,876,,2028,,96,,1523
25011040701,2019,1,3884,,3764,,565,,38528,,928,,2108,,121,,1628
25011040702,2018,0,4372,,4372,,271,,63885,,736,,2477,,88,,972
25011040702,2019,0,4395,,4395,,345,,67220,,807,,2645,,120,,1005
25011040800,2018,0,5092,,5053,,536,,62016,,1395,,3319,,100,,2479
25011040800,2019,0,5231,,5185,,585,,60417,,1470,,3310,,130,,2537
25011040900,2018,0,5046,,4893,,448,,76250,,951,,2716,,112,,4282
25011040900,2019,0,5017,,4855,,364,,83295,,1020,,2705,,117,,4025
25011041000,2018,0,3262,,3148,,445,,69830,,635,,1710,,43,,1738
25011041000,2019,0,3065,,2959,,401,,68521,,617,,1548,,43,,1756
25011041100,2018,0,3706,,3639,,210,,65406,,878,,2060,,49,,1487
25011041100,2019,0,3830,,3759,,171,,67431,,936,,2069,,51,,1555
25011041200,2018,0,3237,,3225,,299,,63214,,998,,1883,,51,,1135
25011041200,2019,0,3128,,3117,,239,,61975,,1022,,1870,,48,,1164
25011041300,2018,1,4604,,4564,,762,,32462,,845,,2600,,266,,0
25011041300,2019,1,4725,,4712,,746,,40098,,950,,2596,,208,,0
25011041400,2018,1,2659,,2231,,506,,36184,,948,,1188,,145,,998
25011041400,2019,1,2627,,2216,,361,,31964,,901,,1178,,119,,999
25011041501,2018,0,3419,,3383,,169,,79688,,1010,,2069,,73,,603
25011041501,2019,0,3417,,3389,,166,,80000,,961,,2049,,92,,550
25011041502,2018,0,3790,,3761,,415,,57202,,857,,2038,,147,,1080
25011041502,2019,0,3599,,3574,,347,,62697,,886,,1973,,138,,1065
25013800101,2018,0,3787,,3787,,761,,43337,,1078,,1878,,159,,477
25013800101,2019,0,4037,,4037,,833,,45045,,1219,,2019,,132,,489
25013800102,2018,0,4475,,4475,,981,,39052,,899,,2011,,264,,916
25013800102,2019,0,4439,,4439,,980,,41406,,931,,2052,,200,,996
25013800201,2018,0,7031,,7019,,1678,,36638,,916,,3168,,368,,3246
25013800201,2019,0,6546,,6534,,1034,,40074,,913,,3399,,448,,3134
25013800202,2018,0,1372,,1366,,270,,37500,,897,,664,,53,,8192
25013800202,2019,0,1482,,1482,,225,,44563,,906,,732,,56,,8725
25013800300,2018,0,4255,,4255,,337,,47733,,1120,,2183,,146,,1320
25013800300,2019,0,4408,,4408,,446,,52423,,936,,2230,,77,,1315
25013800400,2018,0,6356,,6183,,1821,,39176,,990,,2563,,256,,847
25013800400,2019,0,6367,,6232,,1343,,47734,,1024,,2876,,186,,873
25013800500,2018,0,3766,,3679,,712,,49667,,1023,,2218,,229,,1000
25013800500,2019,0,4051,,3958,,836,,55147,,1081,,2171,,181,,1129
25013800600,2018,1,2529,,2509,,1541,,15545,,730,,985,,297,,1521
25013800600,2019,1,2374,,2357,,1384,,14307,,717,,887,,194,,1425
25013800700,2018,0,4291,,4291,,2259,,17313,,467,,1382,,319,,1144
25013800700,2019,0,4263,,4263,,2160,,18233,,462,,1417,,286,,1095
25013800800,2018,0,2125,,2125,,1187,,14250,,552,,694,,213,,1054
25013800800,2019,0,2123,,2123,,1171,,14068,,558,,645,,209,,1013
25013800900,2018,1,4278,,4278,,1815,,19874,,491,,1578,,226,,4388
25013800900,2019,1,4250,,4250,,2027,,18750,,474,,1335,,193,,3922
25013801101,2018,1,1865,,1865,,1124,,14018,,705,,677,,79,,21645
25013801101,2019,1,1710,,1710,,894,,17346,,775,,576,,21,,24623
25013801102,2018,0,1146,,1054,,242,,37969,,1027,,539,,34,,1620
25013801102,2019,0,1186,,1114,,329,,30069,,1072,,549,,31,,1640
25013801200,2018,1,2474,,2303,,1434,,14538,,646,,1028,,206,,2797
25013801200,2019,1,2498,,2334,,1436,,13288,,677,,1049,,244,,3074
25013801300,2018,0,5012,,5003,,1852,,24772,,748,,1813,,194,,2492
25013801300,2019,0,5143,,5134,,1495,,31901,,884,,2024,,135,,2609
25013801401,2018,0,3837,,3487,,1492,,21467,,736,,1407,,116,,1213
25013801401,2019,0,3785,,3419,,1404,,23333,,816,,1411,,105,,1206
25013801402,2018,0,2048,,2001,,440,,42257,,467,,1170,,182,,340
25013801402,2019,0,2003,,1950,,361,,47143,,736,,1048,,162,,389
25013801501,2018,0,5349,,5279,,837,,53723,,733,,2674,,396,,4628
25013801501,2019,0,5420,,5328,,1047,,54464,,673,,2567,,295,,4976
25013801502,2018,0,2955,,2930,,672,,31250,,662,,1080,,48,,938
25013801502,2019,0,3169,,3161,,766,,30568,,714,,1153,,82,,1194
25013801503,2018,0,4234,,4227,,914,,39067,,1108,,1874,,110,,3354
25013801503,2019,0,4460,,4453,,927,,41413,,1134,,2086,,147,,3215
25013801601,2018,0,4771,,3921,,581,,52572,,1310,,2365,,199,,1156
25013801601,2019,0,4746,,3855,,490,,50701,,1477,,2210,,130,,1174
25013801602,2018,0,4767,,4693,,1043,,49792,,719,,2204,,131,,1296
25013801602,2019,0,4951,,4854,,960,,54464,,530,,2396,,110,,1305
25013801603,2018,0,3732,,3732,,335,,58528,,1065,,2062,,93,,666
25013801603,2019,0,3696,,3696,,389,,54320,,821,,1971,,67,,658
25013801604,2018,0,3906,,3794,,159,,71875,,1673,,2127,,96,,346
25013801604,2019,0,3831,,3759,,168,,75552,,,-666666666,2116,,98,,355
25013801605,2018,0,5085,,4943,,1192,,50496,,401,,2259,,157,,1857
25013801605,2019,0,5114,,5008,,1370,,53736,,385,,2243,,146,,1899
25013801700,2018,1,7832,,5479,,1608,,29821,,1066,,3076,,272,,2694
25013801700,2019,1,7677,,5307,,1484,,31995,,1069,,3067,,209,,2897
25013801800,2018,1,4099,,3753,,1474,,30234,,960,,1520,,178,,878
25013801800,2019,1,4222,,3870,,1598,,29057,,938,,1590,,122,,933
25013801901,2018,0,4101,,4055,,2064,,22917,,774,,1519,,142,,1347
25013801901,2019,0,3708,,3660,,2022,,21596,,785,,1260,,104,,883
25013801902,2018,1,3561,,3509,,1657,,22234,,619,,1403,,198,,5806
25013801902,2019,1,3630,,3556,,1338,,22210,,693,,1419,,115,,6044
25013802000,2018,0,3083,,3083,,1637,,19130,,787,,1034,,180,,1514
25013802000,2019,0,2963,,2963,,1726,,18241,,734,,877,,166,,1500
25013802100,2018,0,6108,,5958,,1604,,41901,,810,,2850,,191,,0
25013802100,2019,0,6271,,6074,,1598,,44003,,831,,2701,,139,,0
25013802200,2018,0,3193,,3132,,1263,,30577,,901,,1444,,304,,515
25013802200,2019,0,2887,,2858,,1097,,31108,,941,,1362,,255,,480
25013802300,2018,0,7168,,7168,,2894,,30213,,983,,3183,,288,,480
25013802300,2019,0,6868,,6868,,2110,,32461,,996,,3296,,150,,502
25013802400,2018,0,3846,,3846,,271,,73531,,1259,,2090,,35,,329
25013802400,2019,0,3852,,3852,,273,,79934,,969,,2112,,34,,320
25013802500,2018,0,6639,,6608,,902,,63639,,1329,,3763,,140,,458
25013802500,2019,0,6487,,6471,,974,,63675,,1326,,3435,,196,,499
25013802601,2018,0,7555,,7555,,1492,,52529,,1147,,3590,,271,,601
25013802601,2019,0,7547,,7547,,1123,,54257,,1169,,3945,,211,,610
25013802602,2018,0,1965,,1957,,230,,67500,,1275,,1114,,56,,42
25013802602,2019,0,1975,,1965,,284,,74732,,1342,,1057,,53,,58
25013810100,2018,0,6268,,6149,,471,,65152,,773,,3867,,205,,3189
25013810100,2019,0,6342,,6291,,465,,65587,,882,,3924,,265,,3194
25013810200,2018,0,2376,,2353,,202,,61136,,990,,1307,,22,,769
25013810200,2019,0,2364,,2364,,178,,56250,,990,,1262,,23,,818
25013810300,2018,1,3607,,3607,,840,,55938,,924,,1663,,173,,742
25013810300,2019,1,3531,,3531,,736,,65266,,974,,1707,,153,,664
25013810403,2018,1,4018,,4002,,791,,46218,,873,,1910,,91,,1650
25013810403,2019,1,4109,,4093,,700,,50341,,868,,1964,,114,,1580
25013810404,2018,0,3817,,3817,,114,,66365,,992,,1970,,127,,511
25013810404,2019,0,3795,,3795,,104,,69302,,1024,,2089,,108,,520
25013810412,2018,0,6240,,6192,,191,,80714,,1056,,3582,,180,,1225
25013810412,2019,0,6287,,6185,,319,,83519,,1145,,3570,,154,,1195
25013810414,2018,0,7261,,6596,,298,,90703,,1194,,3520,,154,,3719
25013810414,2019,0,7100,,6443,,654,,86442,,1164,,3470,,125,,3903
25013810601,2018,0,4115,,4081,,622,,43770,,830,,2024,,185,,5289
25013810601,2019,0,4235,,4201,,700,,46386,,868,,2158,,174,,5354
25013810602,2018,0,2729,,2665,,132,,81277,,,-666666666,1600,,109,,1604
25013810602,2019,0,2712,,2651,,104,,79808,,1088,,1660,,102,,1785
25013810700,2018,0,6787,,6754,,1019,,57645,,1053,,3235,,208,,1406
25013810700,2019,0,6334,,6300,,647,,64128,,1107,,3171,,158,,1388
25013810800,2018,1,3876,,3869,,596,,41481,,888,,2024,,234,,1331
25013810800,2019,1,3856,,3846,,503,,43491,,816,,1853,,214,,1447
25013810901,2018,0,2012,,2012,,626,,27285,,873,,1041,,89,,1414
25013810901,2019,0,1963,,1963,,544,,28693,,886,,992,,83,,1517
25013810902,2018,0,4237,,3770,,547,,48125,,874,,2038,,153,,1237
25013810902,2019,0,4375,,3919,,521,,53500,,835,,2117,,85,,1251
25013811000,2018,0,4461,,4461,,408,,58901,,929,,2457,,178,,517
25013811000,2019,0,4354,,4354,,307,,70694,,935,,2487,,143,,484
25013811101,2018,0,4973,,4798,,1415,,32500,,928,,2532,,264,,1368
25013811101,2019,0,4802,,4617,,1357,,32361,,918,,2531,,259,,1612
25013811102,2018,0,6023,,6023,,1446,,35133,,771,,3006,,187,,1495
25013811102,2019,0,6281,,6265,,1228,,51278,,732,,3482,,168,,1462
25013811200,2018,0,4871,,4851,,450,,63029,,940,,2590,,95,,681
25013811200,2019,0,4717,,4717,,367,,66771,,920,,2441,,44,,696
25013811301,2018,0,5954,,5954,,426,,55185,,1007,,3068,,69,,949
25013811301,2019,0,6050,,6050,,493,,47792,,1009,,2812,,75,,955
25013811302,2018,0,5623,,5576,,710,,51000,,992,,2807,,140,,2521
25013811302,2019,0,5742,,5730,,791,,52889,,1201,,2741,,174,,2143
25013811400,2018,1,2531,,2531,,1375,,16544,,580,,794,,122,,1223
25013811400,2019,1,2335,,2335,,1332,,17741,,565,,697,,61,,1298
25013811500,2018,0,2301,,2301,,1460,,17097,,633,,651,,201,,1097
25013811500,2019,0,2197,,2197,,1340,,18333,,669,,627,,123,,1143
25013811600,2018,0,3693,,3677,,2098,,18321,,694,,1294,,219,,1300
25013811600,2019,0,3952,,3933,,1957,,22807,,730,,1327,,134,,1319
25013811700,2018,1,2030,,2030,,965,,16370,,552,,658,,92,,3867
25013811700,2019,1,2217,,2208,,1089,,18687,,837,,581,,73,,3950
25013811800,2018,0,4436,,4413,,1750,,36929,,882,,2153,,217,,678
25013811800,2019,0,4085,,4062,,1316,,41694,,892,,1968,,106,,803
25013811900,2018,0,3628,,3628,,85,,83224,,1205,,2067,,106,,239
25013811900,2019,0,3603,,3603,,69,,81094,,1233,,1995,,60,,249
25013812001,2018,0,3205,,3180,,1115,,27120,,795,,1368,,205,,1036
25013812001,2019,0,3370,,3328,,1337,,22687,,809,,1310,,107,,1071
25013812002,2018,0,4561,,4301,,957,,53889,,966,,2210,,97,,2762
25013812002,2019,0,4590,,4333,,977,,51742,,910,,2105,,114,,2534
25013812101,2018,0,5340,,4977,,274,,76037,,1039,,2841,,60,,3168
25013812101,2019,0,5524,,5186,,297,,68785,,1103,,3058,,84,,2879
25013812103,2018,0,4043,,3616,,858,,47684,,1010,,1515,,10,,5377
25013812103,2019,0,3932,,3519,,1005,,43155,,991,,1411,,30,,4804
25013812104,2018,0,4608,,4562,,693,,55163,,927,,2812,,220,,1749
25013812104,2019,0,4436,,4395,,752,,49625,,920,,2543,,169,,1775
25013812201,2018,0,4805,,4800,,833,,44719,,867,,2730,,262,,6122
25013812201,2019,0,4594,,4589,,828,,45656,,840,,2346,,294,,6011
25013812202,2018,0,3879,,3779,,489,,44088,,805,,2181,,154,,5228
25013812202,2019,0,3862,,3750,,375,,47188,,844,,2211,,136,,5068
25013812300,2018,1,5522,,5447,,1213,,32308,,914,,2374,,105,,5541
25013812300,2019,1,5458,,5435,,1155,,34688,,909,,2446,,102,,5618
25013812401,2018,0,6596,,6596,,160,,90636,,,-666666666,3681,,102,,239
25013812401,2019,0,6451,,6451,,227,,91136,,1675,,3704,,70,,236
25013812403,2018,0,3845,,3835,,326,,48904,,871,,2117,,158,,562
25013812403,2019,0,4127,,4115,,357,,50703,,930,,2275,,143,,382
25013812404,2018,0,4019,,4019,,308,,81411,,,-666666666,2351,,203,,94
25013812404,2019,0,4117,,4117,,285,,94714,,,-666666666,2569,,129,,127
25013812500,2018,0,7731,,7605,,673,,63516,,991,,4330,,332,,4827
25013812500,2019,0,7870,,7742,,626,,70574,,972,,4188,,282,,4713
25013812600,2018,0,6543,,6443,,292,,85306,,1290,,3746,,187,,2411
25013812600,2019,0,6275,,6219,,300,,87078,,1325,,3539,,151,,2387
25013812701,2018,0,4064,,3838,,591,,46066,,959,,2061,,82,,1439
25013812701,2019,0,4385,,4167,,640,,46659,,1025,,2292,,131,,1501
25013812702,2018,1,5729,,5418,,770,,42934,,862,,2847,,222,,3057
25013812702,2019,1,5274,,4930,,495,,42746,,858,,2448,,183,,2797
25013812800,2018,0,6717,,6717,,172,,65649,,900,,3889,,93,,4348
25013812800,2019,0,6749,,6749,,412,,68967,,986,,3749,,42,,4350
25013812901,2018,0,3487,,3487,,114,,71509,,937,,2066,,152,,397
25013812901,2019,0,3440,,3440,,123,,75895,,953,,2088,,46,,348
25013812902,2018,0,4486,,4471,,175,,74335,,1075,,2545,,143,,288
25013812902,2019,0,4655,,4655,,156,,86509,,1056,,2530,,107,,264
25013812903,2018,0,2842,,76,,0,,192955,,,-666666666,932,,0,,1002
25013812903,2019,0,2801,,59,,0,,195625,,,-666666666,854,,0,,2
25013813000,2018,0,7129,,7075,,508,,77114,,1091,,4023,,177,,0
25013813000,2019,0,7064,,7015,,526,,78364,,1053,,3951,,146,,0
25013813101,2018,0,5933,,5849,,623,,66156,,972,,2705,,73,,1845
25013813101,2019,0,5989,,5917,,657,,59028,,1100,,2875,,124,,1863
25013813102,2018,0,3794,,3794,,109,,89688,,,-666666666,2099,,94,,963
25013813102,2019,0,3731,,3731,,84,,85118,,,-666666666,2098,,87,,1057
25013813204,2018,0,3226,,3226,,44,,101806,,314,,1839,,92,,226
25013813204,2019,0,3169,,3169,,56,,106719,,,-666666666,1816,,69,,223
25013813205,2018,0,7115,,6980,,523,,72647,,993,,4011,,117,,4462
25013813205,2019,0,7273,,7142,,474,,77120,,1045,,4145,,80,,4186
25013813206,2018,0,4092,,4078,,231,,63398,,850,,2110,,60,,1153
25013813206,2019,0,3920,,3920,,254,,70217,,679,,2145,,60,,1200
25013813207,2018,1,4962,,4717,,535,,53526,,935,,2779,,86,,2214
25013813207,2019,1,4982,,4761,,572,,54770,,1017,,2798,,144,,2244
25013813208,2018,0,3008,,3008,,214,,71250,,1037,,1796,,91,,1576
25013813208,2019,0,3162,,3162,,248,,70731,,1195,,1813,,77,,1437
25013813209,2018,0,6341,,5940,,709,,60028,,1423,,2784,,101,,2398
25013813209,2019,0,6190,,5820,,615,,59392,,1399,,2892,,121,,2499
25013813301,2018,0,7314,,6790,,153,,101161,,1415,,3670,,91,,1939
25013813301,2019,0,7317,,6849,,154,,111875,,1508,,3802,,93,,2004
25013813303,2018,0,4393,,4201,,178,,129375,,,-666666666,1873,,137,,1768
25013813303,2019,0,4374,,4186,,136,,143235,,528,,1882,,99,,1731
25013813304,2018,0,4123,,4123,,62,,125104,,,-666666666,2081,,32,,593
25013813304,2019,0,4100,,4100,,47,,128750,,,-666666666,2041,,16,,612
25013813401,2018,0,5254,,5138,,407,,74063,,947,,2696,,197,,2791
25013813401,2019,0,5278,,5163,,449,,69500,,963,,2578,,159,,2924
25013813403,2018,0,3927,,3917,,181,,77963,,1654,,1904,,47,,2702
25013813403,2019,0,3870,,3861,,154,,80878,,1600,,1884,,48,,2795
25013813404,2018,0,7019,,6715,,63,,100125,,680,,3487,,75,,2801
25013813404,2019,0,7094,,6799,,148,,101607,,694,,3416,,74,,2865
25013813500,2018,0,5191,,5091,,235,,85943,,1105,,2810,,209,,1009
25013813500,2019,0,5178,,5079,,130,,91646,,1121,,2916,,221,,1057
25013813601,2018,0,8264,,7980,,268,,90615,,767,,4200,,60,,5376
25013813601,2019,0,8333,,8028,,277,,91078,,551,,4056,,72,,5630
25013813602,2018,0,6340,,6306,,120,,125871,,,-666666666,3773,,57,,832
25013813602,2019,0,6305,,6268,,117,,132262,,1214,,3919,,39,,836
25013813701,2018,0,3593,,3593,,138,,81929,,817,,2197,,137,,851
25013813701,2019,0,3606,,3606,,187,,81724,,824,,2203,,178,,910
25013813702,2018,0,5218,,5085,,334,,82930,,951,,2808,,127,,646
25013813702,2019,0,5173,,5051,,324,,84128,,909,,2875,,85,,707
25013813801,2018,0,4656,,4631,,263,,70764,,1089,,2587,,171,,412
25013813801,2019,0,4718,,4697,,273,,75682,,1077,,2638,,155,,368
25013813802,2018,0,3739,,3709,,107,,84471,,1043,,2064,,174,,603
25013813802,2019,0,3658,,3631,,210,,70063,,703,,1874,,168,,597
25015820101,2018,0,6337,,6307,,865,,65015,,1078,,3006,,189,,1280
25015820101,2019,0,6056,,6056,,641,,73046,,1161,,3015,,178,,1342
25015820102,2018,1,3501,,3470,,646,,40617,,913,,1782,,99,,1050
25015820102,2019,1,3745,,3709,,657,,39192,,886,,1868,,87,,1074
25015820202,2018,0,1306,,1306,,60,,93958,,1489,,750,,35,,0
25015820202,2019,0,1283,,1281,,68,,94479,,1479,,726,,14,,0
25015820203,2018,0,8287,,8228,,523,,86169,,916,,4910,,211,,0
25015820203,2019,0,8237,,8208,,515,,79738,,940,,4735,,269,,0
25015820204,2018,0,6680,,6626,,261,,115232,,1194,,4091,,148,,0
25015820204,2019,0,6768,,6719,,392,,113077,,993,,4304,,109,,0
25015820300,2018,1,6708,,6588,,2104,,45316,,1218,,4256,,216,,456
25015820300,2019,1,7057,,6943,,2161,,49923,,1312,,4215,,191,,556
25015820400,2018,0,13056,,307,,201,,2499,,1271,,5811,,1064,,780
25015820400,2019,0,13198,,313,,210,,2499,,1213,,5391,,1030,,958
25015820500,2018,0,6425,,5885,,1971,,50326,,1371,,3492,,99,,16519
25015820500,2019,0,6203,,5668,,1760,,55938,,1351,,3434,,158,,16237
25015820600,2018,0,1813,,64,,17,,83958,,1141,,874,,78,,375
25015820600,2019,0,1788,,44,,0,,,-666666666,1333,,818,,74,,427
25015820700,2018,0,4966,,4966,,1487,,67604,,1336,,2775,,223,,753
25015820700,2019,0,4890,,4890,,1491,,69583,,1359,,2887,,224,,782
25015820801,2018,0,5583,,5583,,1335,,54265,,1334,,2872,,95,,1120
25015820801,2019,0,5525,,5505,,804,,69557,,1535,,2969,,69,,1112
25015820802,2018,0,1190,,0,,0,,,-666666666,,-666666666,655,,96,,787
25015820802,2019,0,1153,,0,,0,,,-666666666,,-666666666,590,,71,,53
25015820900,2018,0,6333,,6284,,239,,95987,,809,,3871,,124,,942
25015820900,2019,0,6322,,6322,,238,,96979,,843,,4026,,231,,877
25015821000,2018,0,4383,,4260,,322,,69787,,890,,2316,,163,,1621
25015821000,2019,0,4296,,4171,,308,,71199,,1091,,2248,,135,,1547
25015821100,2018,1,7045,,6993,,915,,54843,,944,,4153,,288,,0
25015821100,2019,1,7004,,6951,,912,,57834,,981,,4053,,168,,0
25015821200,2018,0,2378,,225,,13,,117000,,1139,,1394,,104,,1768
25015821200,2019,0,2393,,229,,13,,137614,,1163,,1334,,93,,1496
25015821300,2018,0,3957,,3814,,203,,87537,,993,,2059,,62,,729
25015821300,2019,0,4010,,3865,,229,,90799,,1053,,2019,,69,,815
25015821400,2018,0,5310,,5180,,299,,64276,,1174,,2756,,52,,5520
25015821400,2019,0,5319,,5197,,349,,74364,,1252,,2749,,46,,5346
25015821500,2018,0,3292,,3292,,207,,64619,,1117,,1932,,38,,2183
25015821500,2019,0,3274,,3274,,213,,66929,,1069,,1876,,53,,2116
25015821601,2018,0,3149,,3013,,568,,52557,,1288,,1550,,140,,3201
25015821601,2019,0,3344,,3210,,500,,50893,,1312,,1690,,104,,3197
25015821602,2018,1,3721,,3596,,741,,53029,,926,,1803,,92,,3580
25015821602,2019,1,3664,,3548,,623,,57083,,855,,1974,,61,,3745
25015821700,2018,0,3602,,3341,,571,,73125,,969,,1829,,157,,1747
25015821700,2019,0,3516,,3251,,429,,78073,,953,,1738,,59,,1855
25015821901,2018,0,3873,,3369,,360,,76786,,1349,,2345,,100,,906
25015821901,2019,0,3640,,3113,,196,,89940,,1376,,2165,,72,,1006
25015821903,2018,1,3030,,2754,,614,,43836,,952,,1631,,132,,4220
25015821903,2019,1,3282,,2999,,530,,52721,,1048,,1831,,91,,4019
25015821904,2018,0,2631,,2594,,357,,68092,,1268,,1831,,20,,3335
25015821904,2019,0,2630,,2587,,340,,64438,,1297,,1835,,5,,3501
25015822000,2018,0,2371,,237,,14,,70208,,1241,,1278,,59,,1892
25015822000,2019,0,2416,,229,,9,,69375,,1260,,1142,,63,,1525
25015822200,2018,0,6191,,6154,,839,,80589,,1174,,3313,,212,,1239
25015822200,2019,0,6024,,5984,,780,,82423,,1193,,3151,,124,,1238
25015822300,2018,0,4777,,4738,,374,,44943,,1025,,2890,,100,,721
25015822300,2019,0,4842,,4804,,406,,56801,,989,,2901,,142,,823
25015822401,2018,0,5939,,5922,,247,,89362,,913,,3482,,115,,263
25015822401,2019,0,5851,,5843,,206,,92823,,902,,3410,,121,,293
25015822402,2018,1,5307,,5297,,907,,55145,,978,,3210,,322,,3626
25015822402,2019,1,5267,,5256,,857,,58775,,1043,,3177,,402,,3814
25015822500,2018,0,6140,,6127,,212,,93854,,1010,,3595,,174,,1101
25015822500,2019,0,6144,,6124,,152,,104577,,903,,3668,,163,,1185
25015822601,2018,0,2025,,2025,,177,,59881,,947,,1160,,25,,422
25015822601,2019,0,2058,,2058,,184,,63618,,940,,1168,,25,,437
25015822603,2018,0,1825,,1825,,69,,89545,,1131,,1094,,53,,373
25015822603,2019,0,1858,,1858,,64,,88313,,1171,,1120,,39,,360
25015822605,2018,0,1355,,1351,,71,,74010,,1164,,771,,71,,0
25015822605,2019,0,1234,,1229,,55,,74353,,1200,,698,,31,,0
25015822606,2018,0,3526,,3526,,307,,79867,,1075,,2184,,108,,0
25015822606,2019,0,3489,,3489,,277,,83958,,1145,,2183,,39,,0
25015822700,2018,0,3147,,3137,,253,,64635,,815,,1799,,56,,658
25015822700,2019,0,3252,,3241,,231,,66677,,838,,1878,,44,,717
25017300100,2018,0,3215,,3183,,148,,101357,,1175,,1812,,90,,418
25017300100,2019,0,3220,,3191,,151,,97958,,1101,,1861,,69,,407
25017301101,2018,0,4142,,4105,,237,,78510,,884,,2332,,82,,949
25017301101,2019,0,4124,,4091,,204,,84904,,920,,2274,,64,,1026
25017301102,2018,0,5313,,5239,,188,,98990,,1022,,2978,,150,,1146
25017301102,2019,0,5349,,5315,,152,,99830,,1047,,3044,,124,,1119
