geoid,year,qoz_2018,population,population_source_code,poverty_universe,poverty_universe_source_code,poverty_count,poverty_count_source_code,median_household_income,median_household_income_source_code,median_gross_rent,median_gross_rent_source_code,civilian_labor_force,civilian_labor_force_source_code,unemployed,unemployed_source_code,workplace_jobs
25017352800,2018,0,2304,,2304,,230,,107946,,1978,,1693,,18,,652
25017352800,2019,0,2332,,2332,,180,,115000,,2143,,1695,,48,,709
25017352900,2018,0,3056,,3046,,74,,121625,,1868,,2217,,154,,1599
25017352900,2019,0,2916,,2894,,134,,136310,,2058,,2059,,129,,292
25017353000,2018,0,3770,,3761,,563,,74038,,2132,,2420,,69,,3945
25017353000,2019,0,3803,,3803,,771,,89702,,2252,,2608,,101,,3742
25017353101,2018,0,2526,,2119,,415,,104167,,2299,,1625,,86,,6790
25017353101,2019,0,2647,,2238,,364,,120732,,2622,,1823,,71,,7346
25017353102,2018,0,4806,,516,,101,,105263,,2875,,2641,,118,,28506
25017353102,2019,0,4888,,566,,104,,88750,,3184,,2784,,120,,30692
25017353200,2018,0,5263,,3969,,714,,102891,,1970,,3512,,192,,2903
25017353200,2019,0,5219,,3931,,653,,99375,,2214,,3362,,186,,3167
25017353300,2018,0,4113,,4113,,332,,112632,,2281,,2897,,41,,535
25017353300,2019,0,4452,,4452,,344,,125542,,2513,,3163,,47,,525
25017353400,2018,0,3046,,3046,,417,,79615,,1894,,2087,,77,,0
25017353400,2019,0,3180,,3180,,449,,82238,,1859,,2102,,85,,0
25017353500,2018,0,2790,,2790,,156,,89219,,1876,,1734,,41,,0
25017353500,2019,0,2797,,2797,,116,,96236,,2053,,1761,,76,,0
25017353600,2018,0,4956,,3066,,185,,103708,,2050,,2970,,150,,2223
25017353600,2019,0,4857,,2961,,280,,111357,,2213,,2791,,132,,2194
25017353700,2018,0,5883,,3038,,437,,73750,,2006,,3131,,171,,18948
25017353700,2019,0,5858,,3109,,373,,80238,,2044,,3149,,155,,25633
25017353800,2018,0,4694,,4592,,723,,83433,,2198,,3083,,201,,813
25017353800,2019,0,4527,,4426,,558,,82990,,2293,,2993,,173,,884
25017353900,2018,0,6117,,2518,,670,,46413,,2045,,3332,,216,,569
25017353900,2019,0,6039,,2679,,693,,61184,,2189,,3335,,176,,616
25017354000,2018,0,4509,,3155,,546,,78459,,2119,,2746,,37,,678
25017354000,2019,0,4414,,3126,,486,,86042,,2213,,2718,,61,,678
25017354100,2018,0,2855,,2517,,205,,109505,,2171,,1681,,72,,4778
25017354100,2019,0,2921,,2586,,208,,114087,,2310,,1746,,63,,4431
25017354200,2018,0,3456,,3408,,37,,167375,,2525,,1761,,76,,4021
25017354200,2019,0,3219,,3170,,26,,182328,,2640,,1635,,58,,4041
25017354300,2018,0,3404,,3301,,191,,96447,,2118,,1906,,68,,1132
25017354300,2019,0,3475,,3373,,217,,113984,,2147,,2018,,33,,1069
25017354400,2018,0,1837,,1825,,124,,149479,,2320,,1092,,51,,198
25017354400,2019,0,1732,,1720,,68,,168313,,2426,,1103,,36,,215
25017354500,2018,0,2571,,2571,,256,,108561,,2184,,1552,,61,,383
25017354500,2019,0,2935,,2935,,209,,126198,,2303,,1694,,55,,376
25017354600,2018,0,5880,,5757,,469,,93897,,2142,,3526,,306,,0
25017354600,2019,0,6133,,6009,,369,,109879,,2319,,3829,,263,,0
25017354700,2018,0,2922,,2922,,282,,146250,,2377,,1823,,68,,1666
25017354700,2019,0,2854,,2854,,291,,136071,,2441,,1875,,82,,1646
25017354800,2018,0,2416,,2373,,130,,124565,,2124,,1699,,30,,350
25017354800,2019,0,2506,,2459,,169,,128558,,2298,,1747,,40,,334
25017354900,2018,1,7803,,7803,,1956,,71250,,1364,,4834,,405,,0
25017354900,2019,1,8069,,8069,,1943,,92575,,2083,,5052,,320,,0
25017355000,2018,0,3309,,3309,,390,,99453,,1484,,2039,,41,,1716
25017355000,2019,0,3121,,3121,,418,,102500,,1858,,2048,,54,,1607
25017356100,2018,0,3161,,3161,,54,,133929,,1906,,2175,,76,,300
25017356100,2019,0,3262,,3262,,75,,129669,,1978,,2178,,82,,252
25017356300,2018,0,5374,,5374,,292,,82839,,1636,,3283,,196,,1249
25017356300,2019,0,5355,,5355,,242,,98564,,1728,,3339,,134,,1285
25017356400,2018,0,7785,,7785,,372,,135785,,1491,,4276,,174,,587
25017356400,2019,0,7791,,7791,,384,,134014,,1850,,4267,,156,,617
25017356500,2018,0,7313,,7278,,337,,110313,,1538,,3989,,160,,1276
25017356500,2019,0,7321,,7287,,375,,105380,,1559,,3962,,182,,1303
25017356601,2018,0,4625,,4560,,324,,92865,,1511,,2546,,73,,926
25017356601,2019,0,4610,,4610,,315,,102798,,1608,,2582,,96,,913
25017356602,2018,0,4197,,4028,,116,,129408,,1620,,2546,,42,,873
25017356602,2019,0,4270,,4104,,206,,119600,,1639,,2591,,43,,784
25017356701,2018,0,5695,,5695,,443,,92072,,1704,,3516,,101,,1373
25017356701,2019,0,5634,,5634,,363,,95577,,1767,,3617,,59,,1244
25017356702,2018,0,6997,,6963,,467,,109783,,1648,,3776,,141,,0
25017356702,2019,0,7061,,7028,,405,,103346,,1707,,3719,,110,,0
25017357100,2018,0,4302,,4302,,103,,121429,,1946,,2154,,59,,644
25017357100,2019,0,4442,,4442,,120,,132708,,2120,,2276,,65,,725
25017357200,2018,0,3345,,3321,,101,,174514,,2377,,1848,,68,,846
25017357200,2019,0,3275,,3275,,106,,170909,,2402,,1759,,88,,901
25017357300,2018,0,3150,,3150,,30,,122841,,1855,,1881,,29,,372
25017357300,2019,0,3189,,3189,,57,,133920,,1960,,1880,,31,,352
25017357400,2018,0,2344,,2335,,47,,153750,,2006,,1254,,107,,472
25017357400,2019,0,2325,,2317,,82,,181544,,2245,,1260,,86,,418
25017357500,2018,0,2161,,2161,,170,,110500,,2081,,1267,,55,,201
25017357500,2019,0,2232,,2232,,188,,139432,,2172,,1303,,48,,228
25017357600,2018,0,2929,,2918,,192,,90096,,1887,,1521,,153,,340
25017357600,2019,0,2774,,2764,,230,,98158,,1979,,1440,,91,,337
25017357700,2018,0,3875,,3667,,428,,73005,,1724,,1882,,113,,3668
25017357700,2019,0,3960,,3760,,375,,83615,,1754,,2018,,94,,3730
25017357800,2018,0,3937,,3921,,368,,151484,,1709,,1820,,32,,1824
25017357800,2019,0,3916,,3902,,388,,151875,,1823,,1874,,50,,1833
25017358100,2018,0,5456,,5292,,142,,175313,,1819,,2782,,55,,2305
25017358100,2019,0,5449,,5306,,109,,203094,,1843,,2694,,38,,2391
25017358300,2018,0,5905,,5867,,367,,164514,,2495,,2707,,215,,5768
25017358300,2019,0,5822,,5785,,274,,170664,,2827,,2667,,152,,5576
25017358400,2018,0,5263,,5243,,287,,146767,,2317,,2691,,141,,4374
25017358400,2019,0,5119,,5099,,251,,161607,,2034,,2598,,117,,4300
25017358500,2018,0,5501,,5370,,125,,188542,,1959,,2651,,95,,830
25017358500,2019,0,5521,,5404,,131,,194593,,2230,,2741,,81,,777
25017358600,2018,0,6021,,6021,,169,,186250,,2537,,3255,,115,,9843
25017358600,2019,0,5931,,5931,,204,,185568,,2605,,3263,,97,,9570
25017358700,2018,0,5334,,5329,,107,,184013,,2488,,2587,,116,,579
25017358700,2019,0,5498,,5489,,102,,212875,,2597,,2713,,122,,618
25017359100,2018,0,6584,,6305,,209,,125152,,1811,,3604,,254,,15358
25017359100,2019,0,6572,,6280,,235,,114464,,1812,,3495,,185,,15110
25017359300,2018,0,7542,,7443,,248,,134602,,1861,,3909,,218,,0
25017359300,2019,0,7570,,7492,,159,,136447,,1892,,3850,,218,,0
25017360100,2018,0,1975,,1972,,0,,97604,,2789,,385,,33,,0
25017360100,2019,0,1973,,1966,,0,,108056,,3143,,366,,18,,0
25017360200,2018,0,4751,,4751,,232,,142550,,1849,,2428,,87,,0
25017360200,2019,0,4857,,4857,,307,,141875,,1745,,2327,,94,,0
25017361100,2018,0,5746,,5499,,163,,144825,,1915,,2490,,104,,5216
25017361100,2019,0,5756,,5506,,133,,146909,,1817,,2525,,78,,5666
25017361200,2018,0,7201,,5962,,323,,121364,,2005,,2916,,137,,2519
25017361200,2019,0,7193,,6135,,206,,126979,,2186,,2956,,122,,2619
25017361300,2018,0,6376,,6114,,357,,159917,,2142,,3046,,35,,4612
25017361300,2019,0,6167,,5939,,287,,180000,,2365,,2897,,32,,4491
25017362100,2018,0,5186,,5186,,153,,171625,,1059,,2575,,137,,784
25017362100,2019,0,5224,,5193,,178,,195889,,1125,,2689,,115,,831
25017363102,2018,0,6798,,6654,,514,,113359,,1380,,3681,,139,,0
25017363102,2019,0,6690,,6548,,488,,104837,,1431,,3689,,196,,0
25017363103,2018,0,3601,,3601,,8,,134669,,1348,,1782,,103,,757
25017363103,2019,0,3653,,3653,,34,,146979,,1347,,1878,,119,,629
25017363104,2018,0,6094,,6094,,112,,149702,,1782,,3567,,112,,2727
25017363104,2019,0,6235,,6235,,122,,157153,,2049,,3534,,129,,2660
25017363201,2018,0,3181,,3181,,128,,152361,,647,,1691,,80,,543
25017363201,2019,0,3179,,3179,,101,,152750,,967,,1684,,50,,609
25017363202,2018,0,3887,,3887,,80,,140064,,1318,,2081,,59,,2021
25017363202,2019,0,3870,,3870,,22,,137301,,1461,,1977,,50,,2088
25017364101,2018,0,5698,,5657,,384,,104570,,1013,,3368,,57,,1196
25017364101,2019,0,5584,,5538,,302,,105313,,1100,,3322,,60,,1143
25017364102,2018,0,4902,,4902,,164,,98153,,1461,,2904,,16,,2324
25017364102,2019,0,5170,,5170,,105,,105172,,1370,,3013,,18,,2331
25017365100,2018,0,8110,,8110,,305,,183988,,,-666666666,3899,,98,,1547
25017365100,2019,0,8129,,8129,,285,,193864,,846,,4074,,132,,1689
25017365201,2018,0,5969,,5863,,128,,182857,,1082,,3256,,152,,2446
25017365201,2019,0,6106,,6006,,58,,197821,,1168,,3358,,126,,2171
25017365202,2018,0,4861,,4778,,119,,148947,,994,,2277,,105,,2309
25017365202,2019,0,4887,,4804,,127,,163125,,1584,,2325,,92,,2407
25017366100,2018,0,4891,,4853,,135,,139010,,783,,2619,,38,,1289
25017366100,2019,0,4789,,4733,,116,,151136,,777,,2521,,48,,1263
25017366201,2018,0,3625,,3625,,202,,228977,,1865,,1963,,9,,193
25017366201,2019,0,3634,,3634,,215,,236181,,,-666666666,1982,,12,,220
25017366202,2018,0,5204,,5204,,77,,170820,,1211,,2578,,39,,2492
25017366202,2019,0,5379,,5379,,80,,183906,,1236,,2686,,43,,2613
25017367100,2018,0,4378,,4345,,209,,207361,,,-666666666,1979,,44,,1861
25017367100,2019,0,4417,,4386,,203,,245599,,,-666666666,1980,,37,,1885
25017367200,2018,0,7689,,6974,,582,,157923,,1743,,3188,,131,,3325
25017367200,2019,0,7695,,6983,,663,,181528,,1738,,3089,,166,,3244
25017368101,2018,0,6420,,6368,,883,,111113,,2369,,3822,,303,,1207
25017368101,2019,0,6515,,6447,,604,,127014,,2367,,4162,,72,,1628
25017368102,2018,0,3846,,3846,,125,,121375,,1470,,2341,,82,,8246
25017368102,2019,0,3991,,3991,,172,,136667,,1706,,2526,,74,,8010
25017368200,2018,0,4326,,4317,,164,,112750,,1870,,2735,,125,,26403
25017368200,2019,0,4270,,4261,,163,,116048,,1800,,2681,,100,,25877
25017368300,2018,0,5164,,5161,,443,,74813,,1386,,3537,,113,,3516
25017368300,2019,0,5007,,5005,,491,,78850,,1538,,3470,,130,,3308
25017368400,2018,0,8454,,5411,,888,,84811,,1770,,4810,,275,,8955
25017368400,2019,0,8153,,5108,,393,,97766,,1960,,4868,,207,,9000
25017368500,2018,0,2861,,2861,,456,,61967,,1397,,1892,,73,,1179
25017368500,2019,0,2983,,2983,,458,,65787,,1471,,2065,,78,,1199
25017368600,2018,0,5521,,5521,,989,,80445,,1304,,3645,,136,,1680
25017368600,2019,0,5585,,5585,,911,,83859,,1504,,3742,,75,,1537
25017368700,2018,0,2567,,2567,,287,,66111,,1421,,1809,,51,,1635
25017368700,2019,0,2489,,2489,,198,,64875,,1479,,1766,,41,,1593
25017368800,2018,0,5006,,4922,,438,,75929,,1405,,3053,,110,,3080
25017368800,2019,0,5329,,5253,,501,,92338,,1715,,3408,,44,,3488
25017368901,2018,0,7218,,4609,,290,,80313,,1629,,3707,,157,,1882
25017368901,2019,0,7297,,4679,,280,,98036,,1660,,3779,,138,,2027
25017368902,2018,0,4646,,3660,,643,,70357,,1766,,2648,,112,,1922
25017368902,2019,0,4312,,3324,,501,,69853,,1955,,2561,,101,,1921
25017369000,2018,0,1657,,1388,,306,,90368,,1922,,797,,37,,1745
25017369000,2019,0,1596,,1329,,289,,88750,,1785,,782,,53,,1594
25017369100,2018,0,5293,,5283,,196,,107500,,1460,,3234,,63,,4252
25017369100,2019,0,5250,,5240,,222,,109531,,1563,,3178,,46,,4542
25017370101,2018,0,7387,,7365,,865,,103219,,1700,,4432,,229,,377
25017370101,2019,0,7459,,7440,,918,,104211,,1711,,4450,,185,,390
25017370102,2018,0,8199,,8199,,767,,86319,,1966,,5800,,236,,0
25017370102,2019,0,8573,,8573,,626,,98702,,2039,,6132,,178,,0
25017370201,2018,0,3787,,3787,,203,,118340,,1829,,2434,,102,,208
25017370201,2019,0,3700,,3700,,173,,135966,,1878,,2316,,109,,158
25017370202,2018,0,4424,,4415,,178,,106094,,1887,,2810,,93,,796
25017370202,2019,0,4249,,4240,,191,,104250,,2003,,2741,,82,,950
25017370300,2018,0,5756,,5756,,435,,84107,,1689,,3481,,100,,0
25017370300,2019,0,5955,,5955,,402,,88182,,1738,,3619,,93,,0
25017370400,2018,0,5550,,5395,,308,,100956,,1719,,3707,,123,,0
25017370400,2019,0,5465,,5323,,374,,98516,,1785,,3595,,159,,0
25017373100,2018,0,5027,,5017,,130,,92500,,1842,,2890,,128,,3626
25017373100,2019,0,4968,,4958,,95,,115825,,1917,,3001,,168,,3348
25017373200,2018,0,4850,,4838,,235,,85833,,1642,,3011,,51,,3758
25017373200,2019,0,5115,,5100,,224,,92097,,1740,,3148,,39,,3772
25017373300,2018,0,3141,,3141,,236,,116094,,1865,,1782,,71,,4378
25017373300,2019,0,3287,,3287,,259,,131591,,1922,,1898,,67,,3944
25017373400,2018,0,3490,,3490,,92,,130547,,2008,,1862,,36,,979
25017373400,2019,0,3581,,3581,,89,,138542,,2246,,1868,,19,,936
25017373500,2018,0,5880,,5014,,218,,180694,,2407,,2792,,179,,478
25017373500,2019,0,5913,,5045,,230,,179155,,2514,,2878,,172,,485
25017373600,2018,0,6333,,2691,,268,,200250,,1490,,2796,,93,,7888
25017373600,2019,0,6474,,2797,,358,,171750,,1631,,2951,,87,,7787
25017373700,2018,0,3691,,3691,,81,,221750,,2802,,2031,,15,,2242
25017373700,2019,0,3826,,3826,,77,,236167,,3000,,2064,,20,,2570
25017373800,2018,0,5930,,5776,,295,,156505,,2021,,3186,,72,,2645
25017373800,2019,0,5932,,5785,,119,,164808,,2028,,3217,,72,,2636
25017373900,2018,0,6503,,6483,,248,,159525,,2394,,3116,,51,,0
25017373900,2019,0,6396,,6359,,245,,161567,,2541,,3023,,42,,0
25017374000,2018,0,5238,,4407,,332,,129848,,281,,2786,,85,,5681
25017374000,2019,0,4987,,4241,,289,,147724,,343,,2687,,77,,5685
25017374100,2018,0,4966,,4880,,128,,116094,,1942,,2813,,74,,5374
25017374100,2019,0,4922,,4838,,171,,132333,,2103,,2751,,44,,5417
25017374200,2018,0,4430,,4430,,87,,146094,,1722,,2468,,85,,934
25017374200,2019,0,4357,,4357,,134,,162639,,1860,,2367,,80,,867
25017374300,2018,0,3636,,3636,,79,,232875,,2253,,1973,,41,,4452
25017374300,2019,0,3567,,3567,,51,,236354,,2141,,1872,,40,,4395
25017374400,2018,0,5643,,5499,,324,,182813,,838,,2675,,45,,1017
25017374400,2019,0,5544,,5402,,300,,221789,,,-666666666,2808,,77,,858
25017374500,2018,0,4616,,4513,,169,,125192,,1621,,2417,,81,,1853
25017374500,2019,0,4597,,4497,,239,,128705,,1769,,2410,,54,,1820
25017374600,2018,0,5296,,5296,,119,,132813,,1914,,3224,,64,,1239
25017374600,2019,0,5357,,5357,,101,,139625,,2016,,3232,,49,,1314
25017374700,2018,0,4895,,4895,,329,,119149,,1898,,2803,,87,,2031
25017374700,2019,0,4745,,4745,,421,,123833,,2006,,2730,,78,,1770
25017374800,2018,0,5095,,3487,,96,,129028,,1731,,2743,,138,,6821
25017374800,2019,0,5025,,3395,,120,,125833,,1755,,2643,,133,,6819
25017382100,2018,0,5251,,5065,,54,,121591,,1536,,2739,,80,,3633
25017382100,2019,0,5262,,5071,,16,,134406,,1654,,2718,,97,,3837
25017382200,2018,0,5435,,5435,,192,,118897,,1686,,3284,,66,,4802
25017382200,2019,0,5365,,5365,,291,,116543,,1787,,3158,,19,,4963
25017382300,2018,0,6035,,5964,,138,,156875,,1442,,3193,,39,,2402
25017382300,2019,0,6065,,5997,,110,,160263,,1425,,3341,,60,,2329
25017382400,2018,0,5217,,5217,,130,,114207,,1076,,2973,,120,,496
25017382400,2019,0,5294,,5294,,119,,125000,,1158,,2952,,124,,551
25017382500,2018,0,4917,,4895,,132,,100580,,1757,,3032,,227,,3235
25017382500,2019,0,5070,,5048,,133,,102109,,1866,,3135,,221,,3362
25017382601,2018,0,4748,,4659,,207,,82153,,1507,,2965,,26,,626
25017382601,2019,0,4578,,4495,,147,,92917,,1551,,3001,,8,,614
25017382602,2018,0,4480,,4480,,165,,110592,,519,,2348,,99,,6699
25017382602,2019,0,4494,,4494,,220,,108984,,540,,2340,,95,,6422
25017383101,2018,1,3686,,3475,,900,,40271,,1302,,2239,,107,,2811
25017383101,2019,1,3557,,3261,,628,,41397,,1305,,2127,,96,,2476
25017383102,2018,1,5872,,5847,,1316,,39518,,1098,,3280,,469,,767
25017383102,2019,1,5642,,5612,,1267,,42117,,1146,,3008,,504,,644
25017383200,2018,0,6428,,6208,,773,,65385,,1193,,3955,,242,,810
25017383200,2019,0,6141,,5927,,650,,69748,,1156,,3926,,213,,769
25017383300,2018,0,3235,,3021,,224,,67426,,1207,,1803,,29,,2381
25017383300,2019,0,3154,,2951,,165,,83924,,1323,,1768,,28,,2432
25017383400,2018,0,5983,,5883,,727,,59359,,1178,,3870,,239,,0
25017383400,2019,0,7047,,6946,,638,,70901,,1205,,4195,,242,,0
25017383501,2018,0,4996,,4986,,754,,46125,,1514,,2791,,170,,2450
25017383501,2019,0,5083,,5083,,637,,62917,,1600,,3050,,259,,2375
25017383502,2018,0,3585,,2085,,178,,82115,,1364,,2237,,101,,2260
25017383502,2019,0,3657,,2242,,151,,76667,,1375,,2296,,75,,2307
25017383600,2018,0,6274,,5906,,444,,90143,,1586,,3854,,99,,11678
25017383600,2019,0,6192,,5835,,327,,98235,,1614,,3906,,122,,11169
25017383700,2018,0,4974,,4951,,159,,92130,,1620,,3499,,98,,8320
25017383700,2019,0,5031,,4980,,186,,93160,,1762,,3279,,79,,8214
25017383800,2018,0,5989,,5977,,213,,119747,,1453,,3548,,198,,347
25017383800,2019,0,6191,,6134,,186,,121792,,1811,,3893,,227,,362
25017383901,2018,0,8192,,8090,,279,,111412,,341,,4568,,202,,0
25017383901,2019,0,8032,,7916,,498,,100364,,,-666666666,4371,,151,,0
25017383902,2018,0,5411,,5398,,60,,153731,,1401,,3147,,27,,360
25017383902,2019,0,5423,,5410,,45,,157969,,1650,,3127,,63,,367
25017384001,2018,0,1531,,1502,,104,,108281,,1469,,951,,107,,0
25017384001,2019,0,1501,,1471,,125,,111552,,1570,,899,,50,,0
25017384002,2018,0,5493,,5471,,551,,68576,,1573,,3398,,171,,0
25017384002,2019,0,5657,,5636,,327,,77462,,1718,,3527,,66,,0
25017385100,2018,0,7145,,7109,,289,,131635,,969,,4176,,96,,0
25017385100,2019,0,7389,,7354,,341,,140938,,1333,,4340,,81,,0
25017385201,2018,0,2576,,2568,,80,,77059,,1474,,1464,,22,,602
25017385201,2019,0,2644,,2635,,61,,81625,,1576,,1591,,0,,532
25017385202,2018,0,7855,,7844,,273,,112000,,2178,,4821,,173,,0
25017385202,2019,0,7677,,7666,,280,,107133,,1831,,4622,,152,,0
25017386100,2018,0,4301,,4301,,142,,180769,,1447,,2302,,43,,615
25017386100,2019,0,4316,,4316,,252,,198681,,1173,,2359,,75,,620
25017387100,2018,0,4171,,4171,,63,,123245,,564,,2468,,78,,4217
25017387100,2019,0,4216,,4216,,96,,133773,,607,,2409,,102,,4047
25017387201,2018,0,6176,,6150,,71,,117009,,1204,,3443,,143,,2187
25017387201,2019,0,6260,,6234,,141,,124722,,1134,,3618,,172,,2232
25017387202,2018,0,4287,,4267,,89,,147396,,1109,,2348,,64,,347
25017387202,2019,0,4248,,4222,,64,,160000,,1301,,2298,,51,,355
25017388100,2018,0,5794,,5794,,314,,108207,,1097,,3439,,217,,3538
25017388100,2019,0,5561,,5561,,249,,115395,,1166,,3289,,151,,4065
25017388200,2018,0,7598,,6101,,391,,70542,,944,,3297,,177,,2778
25017388200,2019,0,7633,,6162,,278,,76875,,810,,3615,,225,,3002
25017388300,2018,0,6204,,4093,,2296,,14836,,450,,2405,,271,,5531
25017388300,2019,0,6036,,3941,,1923,,15500,,483,,2440,,262,,5221
25017980000,2018,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,0
25017980000,2019,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,0
25019950100,2018,0,1448,,1398,,192,,99167,,1852,,792,,42,,1936
25019950100,2019,0,1649,,1597,,225,,89097,,1724,,906,,56,,1850
25019950200,2018,0,5220,,5206,,486,,86630,,1674,,3420,,66,,0
25019950200,2019,0,5270,,5230,,441,,103983,,1699,,3292,,42,,0
25019950307,2018,0,510,,502,,39,,100588,,,-666666666,327,,36,,230
25019950307,2019,0,518,,503,,63,,78636,,,-666666666,328,,33,,214
25019950400,2018,0,2807,,2807,,168,,124189,,2117,,1557,,18,,1274
25019950400,2019,0,2680,,2680,,157,,123780,,2093,,1559,,24,,1408
25019950500,2018,0,1116,,1082,,62,,106648,,1813,,558,,21,,598
25019950500,2019,0,1051,,1012,,74,,109803,,1750,,526,,38,,597
25019990000,2018,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,0
25019990000,2019,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,0
25021400100,2018,0,5305,,5088,,1008,,109318,,2051,,3316,,197,,2263
25021400100,2019,0,5021,,4801,,1084,,105884,,2121,,2964,,142,,1885
25021400200,2018,0,6251,,6237,,1654,,71475,,2185,,3192,,23,,0
25021400200,2019,0,6600,,6585,,1692,,83875,,2233,,3273,,19,,0
25021400300,2018,0,4294,,4247,,388,,123359,,2176,,2830,,33,,760
25021400300,2019,0,4203,,4156,,395,,122882,,2205,,2718,,69,,775
25021400400,2018,0,5565,,5479,,434,,107096,,1988,,3182,,95,,0
25021400400,2019,0,5786,,5702,,446,,115662,,2111,,3353,,113,,0
25021400500,2018,0,5128,,5128,,543,,129712,,2370,,3715,,159,,841
25021400500,2019,0,5042,,5042,,502,,133220,,2452,,3531,,75,,832
25021400600,2018,0,5283,,5223,,230,,135893,,2415,,3372,,104,,775
25021400600,2019,0,5365,,5305,,219,,156797,,2471,,3503,,107,,503
25021400700,2018,0,3477,,3477,,275,,148333,,2525,,2059,,56,,3600
25021400700,2019,0,3356,,3356,,179,,150700,,2719,,2067,,75,,3875
25021400800,2018,0,5481,,5243,,615,,100046,,2313,,2997,,45,,1397
25021400800,2019,0,5349,,5139,,696,,87139,,2270,,2805,,54,,1388
25021400900,2018,0,4164,,4164,,707,,80045,,2041,,2277,,47,,1566
25021400900,2019,0,4089,,4069,,715,,85833,,2081,,2341,,21,,1919
25021401000,2018,0,3373,,3359,,347,,117286,,1868,,1933,,122,,827
25021401000,2019,0,3307,,3291,,301,,123295,,2025,,1949,,119,,838
25021401100,2018,0,4033,,3858,,255,,167361,,1628,,2004,,84,,771
25021401100,2019,0,3967,,3780,,208,,189643,,1833,,1802,,63,,788
25021401200,2018,0,6880,,6200,,405,,153182,,2290,,3151,,104,,0
25021401200,2019,0,7095,,6424,,626,,174667,,2373,,3287,,79,,0
25021402101,2018,0,3485,,3473,,113,,91477,,1511,,2144,,80,,1870
25021402101,2019,0,3584,,3584,,95,,101759,,1732,,2185,,60,,1897
25021402102,2018,0,4338,,4326,,529,,78281,,1530,,2705,,165,,1093
25021402102,2019,0,4276,,4264,,445,,87611,,1598,,2634,,110,,1090
25021402200,2018,0,2293,,2287,,76,,93920,,1553,,1440,,51,,430
25021402200,2019,0,2292,,2279,,93,,115682,,1797,,1432,,40,,345
25021402300,2018,0,4537,,4313,,66,,119722,,2389,,2431,,87,,1013
25021402300,2019,0,4645,,4431,,68,,127390,,2581,,2468,,102,,1004
25021402400,2018,0,6577,,6577,,272,,92442,,1803,,3798,,208,,8567
25021402400,2019,0,6381,,6381,,235,,91863,,1785,,3711,,200,,8789
25021402500,2018,0,4147,,3405,,117,,121650,,1332,,1621,,26,,4935
25021402500,2019,0,4105,,3379,,148,,127734,,1410,,1729,,5,,5018
25021403100,2018,0,6863,,6863,,3,,172500,,,-666666666,3548,,197,,1890
25021403100,2019,0,6858,,6858,,81,,188711,,,-666666666,3520,,138,,882
25021403300,2018,0,4214,,4044,,36,,169214,,1761,,2106,,70,,3072
25021403300,2019,0,4347,,4186,,55,,178750,,1853,,2194,,66,,3105
25021403400,2018,0,6857,,6412,,223,,135161,,431,,3310,,88,,1893
25021403400,2019,0,6903,,6464,,156,,142734,,479,,3308,,88,,2085
25021403500,2018,0,6665,,6509,,427,,122871,,1937,,3515,,259,,0
25021403500,2019,0,6596,,6432,,391,,128686,,1707,,3408,,211,,0
25021404100,2018,0,4347,,4347,,340,,158561,,2507,,1953,,132,,7092
25021404100,2019,0,4164,,4164,,361,,192450,,1922,,1921,,116,,7257
25021404201,2018,0,3714,,3706,,123,,202857,,1826,,1396,,63,,913
25021404201,2019,0,3698,,3672,,132,,250001,,1973,,1385,,52,,865
25021404202,2018,0,5083,,3086,,121,,205074,,2082,,2293,,109,,3427
25021404202,2019,0,5051,,3003,,122,,186923,,2417,,2299,,89,,3185
25021404301,2018,0,5622,,5622,,202,,250001,,3257,,2568,,118,,466
25021404301,2019,0,5509,,5509,,219,,250001,,3086,,2523,,98,,501
25021404302,2018,0,3793,,3694,,47,,158485,,2317,,1966,,115,,2796
25021404302,2019,0,3811,,3713,,61,,175500,,2375,,1924,,85,,2818
25021404400,2018,0,6642,,4212,,177,,176071,,796,,3265,,177,,4154
25021404400,2019,0,6514,,4057,,155,,160125,,1281,,3217,,171,,5028
25021405100,2018,0,5987,,5987,,56,,224784,,2783,,2735,,47,,869
25021405100,2019,0,6044,,6044,,53,,250001,,2181,,2755,,47,,877
25021406101,2018,0,6035,,5997,,237,,142837,,1324,,2993,,121,,2295
25021406101,2019,0,6070,,6024,,248,,149321,,1346,,2998,,103,,2402
25021406102,2018,0,6713,,6713,,179,,160633,,1198,,3334,,131,,1010
25021406102,2019,0,6771,,6771,,156,,164375,,1356,,3347,,67,,1007
25021407100,2018,0,8202,,8165,,172,,106336,,1659,,4421,,126,,0
25021407100,2019,0,8233,,8198,,127,,106164,,1776,,4518,,100,,0
25021408101,2018,0,8071,,7966,,385,,136741,,1093,,4760,,209,,0
25021408101,2019,0,8170,,8070,,244,,152847,,1301,,4802,,154,,0
25021408102,2018,0,5173,,5170,,363,,105163,,1023,,3119,,60,,1502
25021408102,2019,0,5155,,5142,,385,,104902,,1141,,2990,,60,,1530
25021409101,2018,0,6347,,4028,,84,,136500,,1236,,2268,,67,,2685
25021409101,2019,0,6260,,3971,,26,,146932,,1210,,2226,,79,,2319
25021409102,2018,0,5401,,5401,,99,,151193,,,-666666666,2960,,106,,891
