geoid,latitude,longitude,population,population_source_code,population_moe,population_moe_source_code,poverty_population,poverty_population_source_code,poverty_count,poverty_count_source_code,poverty_count_moe,poverty_count_moe_source_code,median_household_income,median_household_income_source_code,median_income_moe,median_income_moe_source_code,workers,workers_source_code,public_transit_workers,public_transit_workers_source_code,median_gross_rent,median_gross_rent_source_code,median_rent_moe,median_rent_moe_source_code
25009263100,42.7995647,-70.9644283,4536,,28.0,,4520,,101,,57.0,,189048.0,,41082.0,,2450,,43,,1809.0,,510.0,
25009264100,42.7539,-71.0159351,6747,,24.0,,6719,,283,,136.0,,135521.0,,12884.0,,3753,,18,,1815.0,,857.0,
25009265101,42.7120075,-70.9992963,4048,,411.0,,4034,,127,,89.0,,135536.0,,20973.0,,2125,,26,,1547.0,,879.0,
25009265102,42.733822,-70.9600766,4406,,415.0,,4406,,146,,76.0,,168906.0,,26581.0,,2170,,18,,2239.0,,311.0,
25009266100,42.8479814,-70.9663149,4502,,395.0,,4415,,191,,128.0,,101088.0,,17383.0,,2503,,49,,1613.0,,485.0,
25009266200,42.8682432,-70.940087,5402,,618.0,,5292,,284,,161.0,,107232.0,,21455.0,,2674,,34,,1656.0,,129.0,
25009266300,42.843075,-70.9245699,3787,,431.0,,3713,,259,,172.0,,112819.0,,13493.0,,2309,,12,,1525.0,,328.0,
25009266400,42.8627607,-70.9122909,3586,,498.0,,3576,,451,,310.0,,80313.0,,18334.0,,1856,,22,,1473.0,,198.0,
25009267102,42.8573247,-70.8761968,5451,,404.0,,5431,,250,,121.0,,122083.0,,22524.0,,3017,,2,,1691.0,,769.0,
25009267103,42.8451703,-70.8178768,1662,,269.0,,1662,,106,,67.0,,112546.0,,23452.0,,919,,12,,1403.0,,201.0,
25009267104,42.8310588,-70.8395072,2104,,355.0,,2104,,98,,80.0,,83983.0,,4381.0,,1112,,11,,2091.0,,880.0,
25009268100,42.8179785,-70.9242637,2615,,347.0,,2615,,148,,135.0,,234167.0,,61677.0,,1405,,36,,3375.0,,726.0,
25009268200,42.8117773,-70.9054643,7174,,1003.0,,6980,,308,,164.0,,123221.0,,25428.0,,3375,,132,,1461.0,,196.0,
25009268300,42.8105345,-70.8771864,4122,,596.0,,4122,,200,,120.0,,114097.0,,57505.0,,2185,,92,,1208.0,,368.0,
25009268400,42.8054407,-70.8329685,4533,,654.0,,4484,,266,,231.0,,148500.0,,32425.0,,2319,,22,,2218.0,,610.0,
25009269100,42.770406,-70.8724166,6729,,19.0,,6712,,339,,156.0,,176196.0,,54418.0,,4022,,0,,1899.0,,724.0,
25009270100,42.7214946,-70.8866372,6214,,14.0,,6183,,88,,76.0,,117177.0,,40154.0,,3627,,13,,1424.0,,506.0,
25009990100,42.5067478,-70.6171303,0,,14.0,,0,,0,,14.0,,,-666666666,,-222222222,0,,0,,,-666666666,,-222222222
25011040100,42.6595093,-72.8432645,4443,,254.0,,4424,,369,,89.0,,77043.0,,9349.0,,2167,,0,,1042.0,,77.0,
25011040200,42.6725412,-72.5669105,4560,,240.0,,4549,,307,,93.0,,85069.0,,7677.0,,2468,,0,,1219.0,,442.0,
25011040300,42.677091,-72.4538758,2875,,21.0,,2857,,241,,112.0,,102470.0,,14042.0,,1596,,0,,1189.0,,329.0,
25011040400,42.6121275,-72.3739696,3316,,239.0,,3312,,265,,72.0,,76250.0,,5229.0,,1684,,12,,1173.0,,230.0,
25011040501,42.6028688,-72.3152174,4031,,377.0,,4025,,833,,360.0,,53468.0,,7479.0,,1681,,18,,983.0,,105.0,
25011040502,42.6448538,-72.2600207,3552,,378.0,,3550,,778,,430.0,,56384.0,,8349.0,,1403,,63,,569.0,,54.0,
25011040600,42.4603034,-72.3843581,4629,,283.0,,4621,,343,,90.0,,100820.0,,7806.0,,2359,,7,,1278.0,,132.0,
25011040701,42.5969337,-72.5611665,3904,,282.0,,3800,,439,,176.0,,54700.0,,8483.0,,2090,,30,,1159.0,,66.0,
25011040702,42.5525397,-72.5144492,4597,,284.0,,4597,,428,,160.0,,89342.0,,18431.0,,2392,,0,,1462.0,,299.0,
25011040800,42.4541064,-72.6107838,5174,,256.0,,5112,,810,,206.0,,71798.0,,8359.0,,3064,,199,,1614.0,,101.0,
25011040900,42.5179668,-72.6131394,5136,,19.0,,5098,,367,,186.0,,103110.0,,13168.0,,2961,,49,,1377.0,,145.0,
25011041000,42.6203334,-72.6132243,3400,,343.0,,3239,,538,,254.0,,67639.0,,20500.0,,1481,,0,,723.0,,389.0,
25011041100,42.6179249,-72.5730183,3632,,410.0,,3584,,156,,101.0,,87813.0,,17548.0,,1499,,0,,1151.0,,248.0,
25011041200,42.6019242,-72.5980584,3056,,304.0,,2956,,351,,127.0,,58860.0,,7588.0,,1564,,0,,1273.0,,97.0,
25011041301,42.5932692,-72.6035882,2867,,438.0,,2817,,673,,358.0,,50000.0,,4704.0,,1257,,0,,1127.0,,158.0,
25011041302,42.5869631,-72.5996903,2179,,328.0,,2179,,460,,140.0,,36495.0,,6280.0,,862,,12,,1119.0,,72.0,
25011041400,42.5819387,-72.61251,2528,,264.0,,2251,,486,,274.0,,36952.0,,9548.0,,1017,,33,,848.0,,219.0,
25011041501,42.5260026,-72.7568737,3566,,205.0,,3543,,238,,98.0,,85545.0,,4361.0,,1771,,3,,991.0,,291.0,
25011041502,42.5933756,-72.726928,3477,,299.0,,3468,,426,,132.0,,80464.0,,3709.0,,1603,,0,,1072.0,,90.0,
25013800101,42.1502189,-72.503471,4155,,574.0,,4155,,347,,230.0,,62718.0,,12784.0,,1858,,42,,1205.0,,163.0,
25013800102,42.1556209,-72.4999908,4829,,744.0,,4822,,1109,,351.0,,54052.0,,11179.0,,1959,,172,,1277.0,,124.0,
25013800201,42.1411661,-72.5605022,5972,,899.0,,5972,,977,,401.0,,69857.0,,5086.0,,2933,,0,,1358.0,,237.0,
25013800202,42.1487442,-72.533746,1567,,335.0,,1558,,262,,111.0,,77279.0,,10831.0,,764,,21,,974.0,,580.0,
25013800300,42.1369423,-72.5754808,4676,,596.0,,4643,,682,,260.0,,59861.0,,12896.0,,1920,,26,,1074.0,,326.0,
25013800400,42.1270086,-72.5857131,6085,,1109.0,,5983,,1131,,534.0,,60425.0,,9999.0,,2301,,177,,1348.0,,53.0,
25013800500,42.1232518,-72.5989734,3753,,671.0,,3655,,467,,262.0,,64235.0,,15748.0,,1572,,91,,1400.0,,238.0,
25013800600,42.1201085,-72.6083159,2392,,483.0,,2333,,1094,,399.0,,28019.0,,3276.0,,659,,53,,1063.0,,200.0,
25013800700,42.1177328,-72.618003,4014,,560.0,,4014,,2021,,565.0,,18540.0,,5777.0,,1001,,23,,430.0,,402.0,
25013800800,42.1102115,-72.6037069,2011,,437.0,,2011,,1003,,445.0,,20781.0,,3724.0,,429,,42,,525.0,,144.0,
25013800900,42.1152828,-72.5903571,4200,,786.0,,4200,,1730,,373.0,,15539.0,,4075.0,,1282,,0,,506.0,,304.0,
25013801101,42.1035585,-72.5941975,1636,,215.0,,1636,,964,,240.0,,15717.0,,1820.0,,530,,39,,665.0,,345.0,
25013801102,42.0979447,-72.5852848,1213,,448.0,,1213,,299,,115.0,,58214.0,,17234.0,,668,,101,,1496.0,,134.0,
25013801200,42.1087779,-72.5838586,2364,,468.0,,2240,,1289,,438.0,,19435.0,,7600.0,,775,,131,,982.0,,116.0,
25013801300,42.1156974,-72.5716141,5340,,738.0,,5328,,1694,,580.0,,37208.0,,11100.0,,1676,,92,,734.0,,510.0,
25013801401,42.1275811,-72.5539586,3836,,375.0,,3503,,1397,,431.0,,39588.0,,8284.0,,1436,,45,,999.0,,256.0,
25013801402,42.1250324,-72.5447039,2564,,405.0,,2541,,378,,181.0,,58527.0,,21891.0,,1112,,6,,972.0,,562.0,
25013801501,42.121718,-72.5333379,5394,,725.0,,5282,,462,,234.0,,62228.0,,17517.0,,2412,,21,,1210.0,,455.0,
25013801502,42.1337936,-72.5266524,3582,,653.0,,3573,,951,,482.0,,34881.0,,20548.0,,1268,,80,,988.0,,150.0,
25013801503,42.1394672,-72.5014403,4291,,703.0,,4156,,802,,392.0,,59327.0,,13449.0,,1764,,0,,1352.0,,189.0,
25013801601,42.1111077,-72.5201249,4870,,975.0,,3897,,349,,195.0,,65000.0,,32695.0,,2038,,17,,1385.0,,292.0,
25013801602,42.1241992,-72.5078687,4734,,470.0,,4590,,521,,230.0,,75637.0,,29036.0,,2200,,10,,682.0,,273.0,
25013801603,42.1267663,-72.4881183,3931,,399.0,,3931,,400,,218.0,,96011.0,,8679.0,,2041,,11,,917.0,,870.0,
25013801604,42.1022055,-72.4895603,4150,,863.0,,4096,,239,,178.0,,101357.0,,13959.0,,2042,,0,,1476.0,,421.0,
25013801605,42.0958097,-72.5037021,4876,,734.0,,4712,,1373,,467.0,,71929.0,,9598.0,,2124,,59,,709.0,,450.0,
25013801700,42.1093016,-72.5530472,7468,,946.0,,5143,,1014,,390.0,,47977.0,,10476.0,,2483,,71,,1261.0,,127.0,
25013801800,42.1055652,-72.5654791,4223,,683.0,,3947,,1497,,813.0,,42384.0,,10407.0,,1465,,32,,1136.0,,267.0,
25013801901,42.0950982,-72.5714194,3802,,986.0,,3755,,1739,,929.0,,34288.0,,17458.0,,1211,,150,,855.0,,54.0,
25013801902,42.1025279,-72.5759436,3161,,548.0,,3125,,1232,,449.0,,22319.0,,3918.0,,877,,130,,1085.0,,87.0,
25013802000,42.0920203,-72.5811535,2603,,454.0,,2603,,1322,,411.0,,23750.0,,4501.0,,691,,29,,850.0,,90.0,
25013802101,42.0793013,-72.5687935,6963,,1041.0,,6938,,2531,,856.0,,60463.0,,16506.0,,3107,,206,,1343.0,,167.0,
25013802200,42.0907242,-72.5652523,3137,,717.0,,3094,,1359,,514.0,,42262.0,,17524.0,,1579,,191,,1417.0,,205.0,
25013802300,42.0919724,-72.5559081,6794,,1197.0,,6793,,1812,,899.0,,40162.0,,6854.0,,2846,,156,,1141.0,,126.0,
25013802400,42.1020493,-72.5406623,3783,,499.0,,3777,,368,,199.0,,83991.0,,14819.0,,1866,,42,,1789.0,,528.0,
25013802500,42.0898451,-72.5279649,6985,,705.0,,6985,,751,,446.0,,81626.0,,9497.0,,3867,,0,,1406.0,,264.0,
25013802601,42.081299,-72.5466413,7567,,1046.0,,7567,,2162,,971.0,,63734.0,,21794.0,,3389,,101,,1330.0,,143.0,
25013802602,42.0704803,-72.5445884,1830,,147.0,,1807,,54,,31.0,,70278.0,,12832.0,,902,,10,,1667.0,,154.0,
25013810100,42.1820762,-72.2759715,6467,,459.0,,6380,,593,,211.0,,80000.0,,7819.0,,3211,,0,,854.0,,83.0,
25013810200,42.1943268,-72.3288884,2742,,386.0,,2742,,328,,205.0,,68571.0,,7198.0,,1297,,18,,1318.0,,274.0,
25013810300,42.1715436,-72.3784722,3163,,422.0,,3163,,131,,76.0,,88750.0,,13208.0,,1818,,0,,1137.0,,75.0,
25013810403,42.1594473,-72.4854113,4611,,476.0,,4611,,524,,260.0,,56635.0,,9657.0,,2434,,0,,1199.0,,109.0,
25013810404,42.1647684,-72.4488758,3458,,434.0,,3458,,217,,112.0,,88882.0,,24252.0,,1757,,0,,1373.0,,190.0,
25013810412,42.1765547,-72.4921333,5526,,492.0,,5477,,326,,163.0,,73350.0,,13012.0,,2664,,9,,1163.0,,349.0,
25013810414,42.1971683,-72.4510238,7251,,628.0,,6672,,646,,371.0,,91510.0,,13509.0,,3565,,0,,1398.0,,241.0,
25013810601,42.1652432,-72.5820513,4156,,639.0,,4126,,683,,280.0,,67847.0,,12753.0,,1841,,0,,1226.0,,287.0,
25013810602,42.1734298,-72.5412896,2597,,472.0,,2547,,144,,136.0,,96250.0,,28652.0,,1316,,0,,,-666666666,,-222222222
25013810700,42.154223,-72.5668992,6234,,765.0,,6234,,1598,,524.0,,64018.0,,9891.0,,2708,,43,,1174.0,,259.0,
25013810800,42.1481702,-72.5878815,4143,,578.0,,4088,,782,,248.0,,49111.0,,13180.0,,1657,,54,,1038.0,,144.0,
25013810901,42.1427455,-72.611705,2109,,429.0,,2109,,615,,312.0,,41250.0,,12463.0,,1015,,7,,981.0,,97.0,
25013810902,42.136693,-72.6051697,4719,,509.0,,4366,,577,,330.0,,69267.0,,15096.0,,2297,,59,,1082.0,,124.0,
25013811000,42.1598153,-72.6037697,5082,,721.0,,5082,,327,,247.0,,61563.0,,17615.0,,2397,,1,,1186.0,,89.0,
25013811101,42.1839397,-72.6111598,3848,,479.0,,3639,,651,,251.0,,51250.0,,26046.0,,1797,,76,,992.0,,167.0,
25013811102,42.1632587,-72.6209794,7132,,861.0,,7019,,1112,,660.0,,77870.0,,19033.0,,3519,,0,,984.0,,140.0,
25013811200,42.1810868,-72.5893989,4267,,526.0,,4267,,530,,308.0,,71986.0,,13252.0,,2111,,0,,1089.0,,161.0,
25013811301,42.1992427,-72.5830989,5762,,730.0,,5762,,476,,243.0,,73750.0,,6169.0,,3046,,0,,1183.0,,89.0,
25013811302,42.1999856,-72.5463762,5164,,537.0,,5122,,773,,255.0,,64038.0,,15726.0,,2562,,45,,1294.0,,280.0,
25013811400,42.2038574,-72.5959824,2267,,423.0,,2218,,646,,204.0,,33897.0,,8037.0,,688,,10,,569.0,,150.0,
25013811500,42.1961341,-72.6058386,2054,,382.0,,2054,,1455,,391.0,,21418.0,,3616.0,,349,,75,,873.0,,243.0,
25013811600,42.2009865,-72.6127522,3398,,537.0,,3398,,1296,,450.0,,35592.0,,20557.0,,846,,106,,871.0,,136.0,
25013811700,42.2097753,-72.6050354,1894,,440.0,,1869,,572,,214.0,,23202.0,,12796.0,,571,,0,,806.0,,350.0,
25013811800,42.2124034,-72.6207388,3938,,448.0,,3926,,855,,390.0,,52816.0,,9824.0,,1801,,0,,1053.0,,81.0,
25013811900,42.2477995,-72.6321075,3408,,481.0,,3407,,57,,32.0,,101581.0,,10313.0,,1742,,0,,1269.0,,156.0,
25013812001,42.2077361,-72.6252293,3143,,429.0,,3055,,573,,212.0,,57924.0,,6744.0,,1565,,0,,938.0,,169.0,
25013812002,42.2148066,-72.6499761,4721,,646.0,,4502,,1044,,338.0,,49517.0,,6791.0,,1866,,55,,1246.0,,182.0,
25013812101,42.1951906,-72.6620143,5207,,690.0,,5033,,345,,202.0,,100230.0,,24948.0,,2795,,74,,1774.0,,119.0,
25013812103,42.1840899,-72.6274091,3758,,550.0,,3403,,999,,280.0,,51017.0,,4846.0,,1342,,0,,1045.0,,506.0,
25013812104,42.1930004,-72.6296984,4161,,434.0,,4125,,932,,395.0,,52438.0,,16575.0,,1965,,92,,1088.0,,105.0,
25013812201,42.1210667,-72.6264629,4871,,909.0,,4868,,555,,228.0,,55067.0,,7133.0,,2279,,0,,1260.0,,105.0,
25013812202,42.1484719,-72.6379448,3885,,444.0,,3841,,607,,270.0,,51667.0,,7333.0,,2277,,0,,963.0,,60.0,
25013812300,42.0969696,-72.6140171,5202,,894.0,,5171,,1118,,521.0,,39011.0,,6586.0,,2262,,5,,1151.0,,139.0,
25013812401,42.1357527,-72.6696042,6646,,778.0,,6646,,196,,148.0,,122598.0,,11281.0,,3956,,0,,1185.0,,137.0,
25013812403,42.1067532,-72.6452188,3892,,473.0,,3878,,336,,155.0,,59648.0,,9468.0,,1852,,10,,1085.0,,139.0,
25013812404,42.1196929,-72.6505736,4139,,794.0,,4139,,169,,124.0,,110605.0,,10608.0,,2064,,10,,1116.0,,976.0,
25013812500,42.1476434,-72.705304,7639,,914.0,,7536,,754,,433.0,,95531.0,,18400.0,,3584,,0,,1186.0,,270.0,
25013812600,42.0970829,-72.7313595,6345,,696.0,,6296,,165,,137.0,,99766.0,,16255.0,,3206,,61,,1406.0,,315.0,
25013812701,42.1202969,-72.7564179,4180,,595.0,,4103,,482,,163.0,,54725.0,,4005.0,,1867,,5,,1182.0,,96.0,
25013812702,42.1208544,-72.7407347,5364,,829.0,,5121,,1584,,717.0,,53173.0,,25607.0,,2333,,258,,962.0,,32.0,
25013812800,42.1620353,-72.7739783,7463,,758.0,,7403,,826,,426.0,,88307.0,,6394.0,,3715,,52,,1113.0,,129.0,
25013812901,42.1174206,-72.7753644,2841,,313.0,,2841,,170,,118.0,,84250.0,,24074.0,,1501,,11,,1111.0,,279.0,
25013812902,42.1188875,-72.805223,4736,,635.0,,4736,,194,,84.0,,114176.0,,14349.0,,2464,,0,,1504.0,,532.0,
25013812903,42.1303848,-72.791467,2105,,62.0,,40,,0,,14.0,,,-666666666,,-222222222,326,,0,,,-666666666,,-222222222
25013813001,42.1920235,-72.9640756,2962,,249.0,,2959,,120,,60.0,,90341.0,,4944.0,,1560,,0,,1115.0,,154.0,
25013813002,42.13118,-72.8850695,3817,,257.0,,3799,,233,,118.0,,106300.0,,9359.0,,2006,,4,,967.0,,242.0,
25013813101,42.0535733,-72.7439247,5582,,306.0,,5568,,398,,206.0,,114688.0,,37766.0,,3142,,0,,1352.0,,47.0,
25013813102,42.0561303,-72.7955234,3640,,302.0,,3606,,165,,104.0,,104375.0,,20614.0,,1922,,2,,,-666666666,,-222222222
25013813204,42.094024,-72.6858005,3334,,523.0,,3334,,51,,33.0,,113516.0,,46024.0,,1696,,0,,,-666666666,,-222222222
25013813205,42.0514394,-72.6647232,7371,,775.0,,7206,,629,,237.0,,90808.0,,12578.0,,3748,,105,,1054.0,,308.0,
25013813206,42.0709221,-72.6599096,4167,,868.0,,4167,,329,,172.0,,95262.0,,24179.0,,2329,,14,,1133.0,,97.0,
25013813207,42.0828702,-72.633896,4781,,445.0,,4717,,429,,227.0,,72258.0,,9298.0,,2617,,0,,1325.0,,112.0,
25013813208,42.0557275,-72.6070253,3391,,540.0,,3391,,277,,154.0,,83351.0,,15181.0,,1700,,16,,1574.0,,277.0,
25013813209,42.0827531,-72.6116514,5466,,482.0,,5104,,219,,108.0,,61835.0,,9787.0,,2529,,0,,1071.0,,274.0,
25013813301,42.0465551,-72.5864315,7083,,604.0,,6794,,276,,189.0,,142252.0,,11129.0,,3328,,0,,2762.0,,1003.0,
25013813303,42.053633,-72.5484348,4594,,367.0,,4367,,212,,159.0,,185565.0,,38990.0,,1780,,0,,423.0,,132.0,
25013813304,42.0416997,-72.563477,4047,,527.0,,4047,,109,,114.0,,144358.0,,19177.0,,1750,,0,,3131.0,,2752.0,
25013813401,42.0739761,-72.5264794,5695,,629.0,,5589,,79,,66.0,,96076.0,,14170.0,,2713,,7,,1793.0,,203.0,
25013813403,42.083507,-72.4926853,3973,,467.0,,3971,,158,,79.0,,99569.0,,14861.0,,2012,,0,,,-666666666,,-222222222
25013813404,42.0490058,-72.4916994,6700,,679.0,,6430,,230,,150.0,,133333.0,,42807.0,,3096,,76,,,-666666666,,-222222222
25013813500,42.0711876,-72.4177176,4937,,22.0,,4889,,96,,59.0,,110703.0,,17570.0,,2456,,0,,,-666666666,,-222222222
25013813601,42.1402831,-72.440947,8019,,652.0,,7774,,582,,280.0,,103218.0,,7708.0,,4046,,50,,992.0,,275.0,
25013813602,42.1123929,-72.4301115,6532,,651.0,,6488,,33,,36.0,,158430.0,,13252.0,,3623,,12,,,-666666666,,-222222222
25013813701,42.0813224,-72.2937323,3510,,325.0,,3488,,658,,378.0,,93533.0,,20622.0,,1579,,0,,498.0,,487.0,
25013813702,42.0879681,-72.3431695,4616,,325.0,,4562,,322,,180.0,,82111.0,,10991.0,,2340,,45,,1102.0,,51.0,
25013813801,42.0618485,-72.2055086,4503,,249.0,,4472,,221,,61.0,,90523.0,,8130.0,,2261,,8,,1348.0,,268.0,
25013813802,42.1281757,-72.2053516,3694,,15.0,,3680,,216,,103.0,,101477.0,,27520.0,,1820,,0,,786.0,,225.0,
25015820101,42.2746248,-72.2911058,6676,,401.0,,6621,,367,,204.0,,93274.0,,11406.0,,3355,,12,,1142.0,,103.0,
25015820102,42.2530911,-72.227419,3336,,405.0,,3336,,610,,248.0,,41796.0,,10124.0,,1321,,0,,1009.0,,117.0,
25015820205,42.3162144,-72.3945726,7710,,585.0,,7685,,630,,344.0,,117610.0,,23256.0,,4206,,29,,1382.0,,247.0,
25015820206,42.260072,-72.4122869,3763,,548.0,,3763,,423,,207.0,,106685.0,,32618.0,,1932,,0,,1278.0,,1020.0,
25015820207,42.2976756,-72.4371953,5225,,591.0,,5214,,428,,206.0,,82404.0,,14218.0,,2740,,105,,1243.0,,244.0,
25015820300,42.4122164,-72.5188277,6406,,610.0,,6241,,1952,,413.0,,60972.0,,5639.0,,3233,,698,,1642.0,,142.0,
25015820400,42.3888737,-72.526061,12355,,183.0,,65,,9,,10.0,,,-666666666,,-222222222,2940,,99,,2667.0,,525.0,
25015820500,42.372071,-72.5205553,6308,,721.0,,5658,,1881,,656.0,,48628.0,,20010.0,,3114,,155,,1349.0,,355.0,
25015820600,42.3712298,-72.5103072,1637,,42.0,,31,,6,,9.0,,,-666666666,,-222222222,555,,13,,1568.0,,277.0,
25015820700,42.3707855,-72.4876835,3319,,420.0,,3319,,675,,229.0,,79410.0,,25966.0,,1768,,98,,1494.0,,397.0,
25015820801,42.3291019,-72.5088056,4850,,555.0,,4763,,317,,189.0,,94149.0,,7784.0,,2479,,112,,1917.0,,340.0,
25015820802,42.3238724,-72.5313144,597,,12.0,,0,,0,,14.0,,,-666666666,,-222222222,231,,0,,,-666666666,,-222222222
25015820900,42.2449487,-72.5001426,6088,,18.0,,6068,,281,,158.0,,110188.0,,26967.0,,3574,,0,,,-666666666,,-222222222
25015821000,42.2315905,-72.562781,4036,,430.0,,3940,,219,,124.0,,96806.0,,20864.0,,1964,,0,,1347.0,,702.0,
25015821101,42.2290052,-72.59401,6824,,482.0,,6806,,567,,253.0,,92308.0,,28946.0,,3890,,17,,1173.0,,136.0,
25015821200,42.2548202,-72.5700066,2059,,52.0,,75,,4,,6.0,,170781.0,,44020.0,,800,,0,,,-666666666,,-222222222
25015821300,42.2769358,-72.58155,4491,,421.0,,4315,,313,,174.0,,88839.0,,21589.0,,2093,,0,,1414.0,,89.0,
25015821400,42.3564911,-72.5686319,5299,,16.0,,5182,,161,,109.0,,117580.0,,10937.0,,2699,,99,,1682.0,,430.0,
25015821500,42.3894016,-72.6168064,3324,,25.0,,3308,,261,,135.0,,100381.0,,24567.0,,1920,,38,,1212.0,,493.0,
25015821601,42.3534343,-72.6496638,3628,,400.0,,3472,,319,,147.0,,80799.0,,12096.0,,1724,,20,,1540.0,,286.0,
25015821602,42.3317459,-72.6616768,3570,,375.0,,3482,,501,,138.0,,61538.0,,30610.0,,1933,,42,,1019.0,,304.0,
25015821700,42.3379276,-72.7109887,3724,,396.0,,3427,,210,,121.0,,92303.0,,20957.0,,1480,,35,,1484.0,,509.0,
25015821901,42.322794,-72.641351,3104,,278.0,,2698,,238,,140.0,,80313.0,,27806.0,,1627,,24,,1554.0,,161.0,
25015821903,42.311181,-72.6421677,4123,,471.0,,3863,,842,,356.0,,62863.0,,21083.0,,2223,,136,,1399.0,,142.0,
25015821904,42.3248199,-72.627173,3145,,521.0,,3127,,330,,139.0,,88917.0,,19209.0,,1951,,131,,1580.0,,156.0,
25015822000,42.3184204,-72.6390676,2205,,83.0,,205,,23,,22.0,,93889.0,,32340.0,,789,,0,,1516.0,,602.0,
25015822200,42.3090776,-72.6677331,5141,,543.0,,5104,,709,,388.0,,97375.0,,26246.0,,2554,,30,,1318.0,,152.0,
25015822300,42.2726519,-72.648225,5375,,506.0,,5332,,405,,201.0,,69418.0,,10597.0,,2703,,34,,1217.0,,162.0,
25015822401,42.2599645,-72.6937496,5838,,547.0,,5830,,371,,251.0,,96182.0,,10939.0,,2574,,0,,1134.0,,358.0,
25015822402,42.276126,-72.6696138,4890,,577.0,,4890,,646,,358.0,,58376.0,,13860.0,,2873,,32,,1191.0,,129.0,
25015822500,42.2269485,-72.7415876,6212,,17.0,,6212,,205,,130.0,,125534.0,,18542.0,,3421,,0,,741.0,,363.0,
25015822601,42.2817975,-72.8626463,2205,,298.0,,2205,,277,,166.0,,94871.0,,18949.0,,1271,,7,,1278.0,,249.0,
25015822603,42.3140779,-72.7779767,1514,,146.0,,1486,,86,,38.0,,95192.0,,11900.0,,725,,0,,1339.0,,149.0,
25015822607,42.4061255,-72.7887416,4645,,271.0,,4637,,280,,100.0,,102344.0,,7536.0,,2785,,13,,1323.0,,135.0,
25015822700,42.4249367,-72.9501001,2973,,228.0,,2962,,204,,81.0,,88125.0,,7893.0,,1542,,0,,1023.0,,202.0,
25017300100,42.6762927,-71.8325227,3188,,17.0,,3188,,89,,57.0,,110536.0,,3987.0,,1860,,5,,969.0,,397.0,
25017301101,42.6937868,-71.7114162,4057,,351.0,,4020,,294,,135.0,,107604.0,,29398.0,,1966,,69,,1063.0,,144.0,
25017301102,42.6383921,-71.7146381,4995,,352.0,,4967,,357,,206.0,,122942.0,,11072.0,,2609,,16,,1491.0,,394.0,
25017310101,42.6419169,-71.3125098,3805,,455.0,,3520,,658,,249.0,,66377.0,,12484.0,,1850,,47,,1587.0,,221.0,
25017310102,42.6470253,-71.3116465,2750,,584.0,,2750,,971,,513.0,,49531.0,,20348.0,,1471,,66,,1393.0,,112.0,
25017310200,42.653447,-71.296332,6597,,955.0,,6438,,1226,,671.0,,74386.0,,14168.0,,2599,,27,,1799.0,,234.0,
25017310300,42.6599933,-71.3095747,6563,,850.0,,6563,,707,,391.0,,68071.0,,8935.0,,3163,,116,,1636.0,,167.0,
25017310400,42.6541347,-71.3111418,3823,,634.0,,3808,,1128,,551.0,,54038.0,,15761.0,,1453,,14,,1494.0,,275.0,
25017310500,42.6562242,-71.3260812,3703,,501.0,,3565,,713,,317.0,,75410.0,,14888.0,,2388,,92,,1619.0,,370.0,
25017310601,42.6501982,-71.3642535,5688,,664.0,,5409,,270,,147.0,,75872.0,,11042.0,,2831,,0,,1295.0,,281.0,
25017310602,42.6488833,-71.3439844,6189,,943.0,,6036,,583,,425.0,,94042.0,,29246.0,,3325,,34,,1979.0,,368.0,
25017310700,42.643728,-71.3305258,4475,,546.0,,4060,,898,,463.0,,62102.0,,19687.0,,2112,,92,,1779.0,,326.0,
25017311100,42.6424117,-71.320914,2383,,384.0,,2342,,542,,199.0,,75000.0,,24537.0,,1323,,13,,1744.0,,136.0,
25017311200,42.6378282,-71.3245031,3175,,579.0,,3144,,758,,315.0,,49102.0,,21795.0,,1311,,0,,1413.0,,408.0,
25017311300,42.637105,-71.335285,4606,,880.0,,4186,,1166,,684.0,,80316.0,,11153.0,,2028,,11,,1672.0,,138.0,
25017311400,42.6325528,-71.3518611,6334,,991.0,,6269,,772,,299.0,,90244.0,,15455.0,,3938,,113,,1738.0,,40.0,
25017311500,42.6305469,-71.3345653,3245,,579.0,,3232,,390,,279.0,,122887.0,,36839.0,,1859,,42,,1647.0,,215.0,
25017311600,42.62186,-71.3323941,6329,,963.0,,6329,,472,,284.0,,118170.0,,9875.0,,3548,,102,,1860.0,,191.0,
25017311700,42.629929,-71.3250585,4840,,787.0,,4734,,625,,388.0,,102500.0,,13137.0,,2758,,69,,1633.0,,149.0,
25017311800,42.6337272,-71.3186735,3722,,745.0,,3722,,1068,,513.0,,79034.0,,14919.0,,1894,,21,,1458.0,,420.0,
25017311900,42.6376032,-71.3093264,3016,,371.0,,3012,,698,,255.0,,46108.0,,13177.0,,1461,,58,,1129.0,,217.0,
25017312000,42.6349343,-71.3075023,2909,,593.0,,2909,,537,,275.0,,63676.0,,45983.0,,1266,,3,,1645.0,,106.0,
25017312100,42.6296609,-71.3040896,3480,,551.0,,3480,,392,,250.0,,84678.0,,9061.0,,1753,,20,,1738.0,,298.0,
25017312200,42.6214358,-71.3083671,4846,,629.0,,4817,,320,,185.0,,73295.0,,11562.0,,2441,,18,,1691.0,,118.0,
25017312300,42.6248787,-71.2880733,5163,,727.0,,5093,,124,,100.0,,117649.0,,34415.0,,2729,,26,,1755.0,,81.0,
