geoid,latitude,longitude,population,population_source_code,population_moe,population_moe_source_code,poverty_population,poverty_population_source_code,poverty_count,poverty_count_source_code,poverty_count_moe,poverty_count_moe_source_code,median_household_income,median_household_income_source_code,median_income_moe,median_income_moe_source_code,workers,workers_source_code,public_transit_workers,public_transit_workers_source_code,median_gross_rent,median_gross_rent_source_code,median_rent_moe,median_rent_moe_source_code
25005650600,41.6641112,-70.9249808,2432,,442.0,,2432,,605,,298.0,,41903.0,,6590.0,,1192,,195,,1160.0,,76.0,
25005650700,41.6596185,-70.9223281,2527,,479.0,,2490,,983,,377.0,,27519.0,,8741.0,,1150,,39,,1084.0,,76.0,
25005650800,41.6601446,-70.9334321,4073,,592.0,,4061,,1387,,569.0,,40104.0,,16422.0,,1490,,14,,1017.0,,126.0,
25005650900,41.6581443,-70.9413219,2926,,611.0,,2894,,1472,,530.0,,36431.0,,9952.0,,905,,0,,961.0,,262.0,
25005651001,41.6543926,-70.9575134,3150,,369.0,,2985,,232,,93.0,,82692.0,,20907.0,,1457,,14,,,-666666666,,-222222222
25005651002,41.6413178,-70.9524972,4049,,571.0,,3966,,888,,312.0,,87543.0,,9209.0,,2013,,49,,1200.0,,210.0,
25005651100,41.6506256,-70.9351699,5168,,748.0,,5167,,1643,,520.0,,57909.0,,21456.0,,1848,,101,,1142.0,,63.0,
25005651200,41.6539869,-70.9241376,2377,,381.0,,2367,,572,,201.0,,57331.0,,18280.0,,986,,23,,1464.0,,122.0,
25005651300,41.6448487,-70.9228693,2248,,363.0,,2163,,641,,195.0,,36339.0,,14631.0,,870,,5,,1006.0,,89.0,
25005651400,41.6435664,-70.9338519,3349,,483.0,,3183,,763,,286.0,,55673.0,,31903.0,,1400,,60,,1121.0,,122.0,
25005651500,41.6408755,-70.9419702,3092,,431.0,,3092,,375,,220.0,,72708.0,,30956.0,,1385,,61,,947.0,,118.0,
25005651600,41.6339613,-70.9428823,3872,,822.0,,3872,,382,,252.0,,70377.0,,16037.0,,1820,,106,,1181.0,,93.0,
25005651700,41.6349577,-70.9338316,2405,,334.0,,2271,,587,,222.0,,28632.0,,6110.0,,746,,22,,805.0,,184.0,
25005651800,41.635091,-70.9202763,2014,,267.0,,2014,,901,,230.0,,17556.0,,4875.0,,705,,0,,395.0,,83.0,
25005651900,41.6219893,-70.9161108,2115,,346.0,,2115,,459,,177.0,,30000.0,,11567.0,,867,,89,,981.0,,130.0,
25005652000,41.6266977,-70.9278159,2963,,433.0,,2879,,521,,213.0,,51441.0,,3025.0,,1464,,35,,1067.0,,81.0,
25005652100,41.6276711,-70.933949,3143,,404.0,,3132,,116,,77.0,,71686.0,,15632.0,,1600,,0,,1184.0,,152.0,
25005652200,41.6259685,-70.9450634,2963,,355.0,,2845,,233,,173.0,,75284.0,,9174.0,,1418,,17,,1273.0,,114.0,
25005652300,41.6201088,-70.9387232,2519,,718.0,,2519,,248,,140.0,,44696.0,,19865.0,,946,,13,,1002.0,,217.0,
25005652400,41.61574,-70.9310007,2768,,460.0,,2767,,503,,296.0,,42203.0,,10287.0,,1103,,0,,914.0,,98.0,
25005652500,41.6173463,-70.9245281,3223,,557.0,,3216,,634,,446.0,,53671.0,,11403.0,,1482,,23,,1084.0,,72.0,
25005652600,41.6177242,-70.9157351,3359,,705.0,,3359,,865,,363.0,,41094.0,,22527.0,,1031,,19,,1222.0,,131.0,
25005652700,41.6122427,-70.9136542,3507,,653.0,,3507,,677,,204.0,,37261.0,,8482.0,,1295,,71,,1076.0,,131.0,
25005652800,41.6007668,-70.9077134,3171,,428.0,,3171,,124,,86.0,,85960.0,,13433.0,,1552,,0,,1214.0,,107.0,
25005653101,41.6483643,-71.0119767,6730,,649.0,,6730,,506,,238.0,,76324.0,,14198.0,,3052,,22,,826.0,,541.0,
25005653102,41.6888597,-71.0097419,4965,,500.0,,4254,,40,,38.0,,136709.0,,25956.0,,2322,,0,,1643.0,,110.0,
25005653203,41.6143399,-70.9532851,4973,,598.0,,4873,,307,,200.0,,71830.0,,14633.0,,2353,,4,,1211.0,,125.0,
25005653204,41.6085381,-70.9864357,3063,,455.0,,3018,,197,,116.0,,128618.0,,32370.0,,1744,,17,,1461.0,,181.0,
25005653301,41.5905247,-70.9709828,5115,,568.0,,5099,,352,,180.0,,121413.0,,23988.0,,2684,,0,,1491.0,,327.0,
25005653304,41.5521483,-70.9904852,3268,,392.0,,3268,,275,,276.0,,124875.0,,40309.0,,1421,,17,,1665.0,,243.0,
25005654100,41.7095988,-70.8981109,7269,,380.0,,7269,,366,,287.0,,103393.0,,21480.0,,3891,,33,,1523.0,,892.0,
25005654200,41.6894615,-70.9117047,3294,,382.0,,3294,,171,,115.0,,78514.0,,17233.0,,1568,,10,,1067.0,,187.0,
25005655100,41.6520223,-70.8699752,4111,,519.0,,3766,,135,,77.0,,110603.0,,16616.0,,1874,,17,,1237.0,,1053.0,
25005655200,41.6541146,-70.9111854,4490,,477.0,,4417,,520,,236.0,,66042.0,,33633.0,,2293,,11,,797.0,,293.0,
25005655300,41.6422758,-70.8979049,3429,,410.0,,3319,,204,,109.0,,72215.0,,11098.0,,1669,,15,,1195.0,,169.0,
25005655400,41.6039168,-70.8549207,3848,,345.0,,3848,,312,,174.0,,102083.0,,18385.0,,1891,,12,,1662.0,,225.0,
25005985500,41.595703,-71.0126345,4507,,182.0,,1384,,38,,35.0,,116000.0,,24461.0,,1739,,13,,1688.0,,152.0,
25005985600,42.0753133,-71.1001842,5279,,412.0,,3573,,449,,356.0,,128889.0,,15461.0,,2317,,70,,1737.0,,280.0,
25005990000,41.5196744,-70.9383452,0,,14.0,,0,,0,,14.0,,,-666666666,,-222222222,0,,0,,,-666666666,,-222222222
25007200100,41.4586451,-70.6125215,4860,,21.0,,4803,,269,,203.0,,70724.0,,12743.0,,2929,,113,,1340.0,,90.0,
25007200200,41.441713,-70.576143,5370,,27.0,,5241,,306,,273.0,,117927.0,,26238.0,,2502,,0,,,-666666666,,-222222222
25007200300,41.377655,-70.52208,5212,,38.0,,5176,,303,,229.0,,89710.0,,40263.0,,2629,,0,,1717.0,,481.0,
25007200400,41.4195463,-70.6500469,5309,,17.0,,5266,,224,,146.0,,169526.0,,25654.0,,2436,,50,,1961.0,,328.0,
25007990000,41.470384,-70.8474733,0,,14.0,,0,,0,,14.0,,,-666666666,,-222222222,0,,0,,,-666666666,,-222222222
25009201100,42.4282342,-70.9260711,3328,,35.0,,3281,,222,,120.0,,111004.0,,4447.0,,1845,,63,,1790.0,,126.0,
25009202101,42.4758943,-70.9085318,2340,,252.0,,2335,,97,,62.0,,127639.0,,22420.0,,1235,,131,,1869.0,,292.0,
25009202103,42.4829995,-70.9199593,1520,,345.0,,1520,,327,,359.0,,121250.0,,59882.0,,713,,31,,2158.0,,297.0,
25009202104,42.4782977,-70.9133968,5165,,641.0,,5046,,410,,187.0,,82692.0,,36630.0,,2716,,278,,2309.0,,354.0,
25009202200,42.4695768,-70.8975175,6254,,676.0,,6228,,220,,126.0,,194135.0,,53795.0,,3398,,558,,2246.0,,166.0,
25009203100,42.4871332,-70.8724094,7148,,628.0,,7047,,176,,151.0,,221125.0,,25449.0,,3865,,209,,2541.0,,1598.0,
25009203200,42.5037792,-70.8329189,4521,,486.0,,4521,,178,,116.0,,177031.0,,32888.0,,2280,,69,,1852.0,,254.0,
25009203301,42.5069805,-70.8642414,4340,,536.0,,4340,,208,,135.0,,130261.0,,13975.0,,2038,,91,,1628.0,,269.0,
25009203302,42.5169126,-70.848511,4325,,523.0,,4325,,197,,143.0,,151675.0,,46489.0,,2027,,207,,1784.0,,495.0,
25009204101,42.5053726,-70.8879672,4780,,482.0,,4365,,512,,217.0,,98453.0,,12810.0,,2681,,127,,1758.0,,200.0,
25009204102,42.4944085,-70.9046773,4903,,450.0,,4012,,532,,239.0,,92813.0,,30837.0,,2568,,92,,1401.0,,210.0,
25009204200,42.5148898,-70.8966153,4905,,700.0,,4905,,723,,453.0,,86845.0,,24462.0,,3253,,84,,1865.0,,132.0,
25009204300,42.5167766,-70.8869311,4088,,568.0,,4061,,1371,,487.0,,52250.0,,22407.0,,2031,,83,,1668.0,,143.0,
25009204400,42.5251979,-70.812878,3432,,473.0,,3418,,428,,281.0,,84041.0,,14520.0,,1921,,159,,1671.0,,460.0,
25009204500,42.5298009,-70.891306,3333,,461.0,,3333,,285,,143.0,,111402.0,,19550.0,,2137,,196,,2443.0,,471.0,
25009204600,42.5330202,-70.9046651,5073,,619.0,,5073,,421,,245.0,,93657.0,,21986.0,,3231,,390,,2147.0,,268.0,
25009204701,42.5004225,-70.9233663,7080,,778.0,,7080,,926,,600.0,,72138.0,,22786.0,,3576,,266,,1231.0,,248.0,
25009204702,42.5106743,-70.9207154,6577,,645.0,,6577,,672,,547.0,,98299.0,,25188.0,,3854,,184,,2201.0,,99.0,
25009205100,42.4874689,-70.9422927,5853,,708.0,,5824,,392,,332.0,,90671.0,,8246.0,,2803,,59,,1876.0,,193.0,
25009205200,42.479893,-70.9531078,6100,,865.0,,6083,,469,,359.0,,103375.0,,19771.0,,3121,,288,,2009.0,,518.0,
25009205300,42.4902618,-70.9623405,4372,,542.0,,4372,,321,,312.0,,104938.0,,56053.0,,2424,,54,,1574.0,,664.0,
25009205400,42.4928513,-70.9925246,5309,,659.0,,5309,,367,,361.0,,120823.0,,9507.0,,2807,,32,,2080.0,,323.0,
25009205500,42.4751392,-70.9611517,4951,,658.0,,4936,,213,,128.0,,71594.0,,8027.0,,2611,,224,,1645.0,,151.0,
25009205600,42.4690494,-70.9853846,4310,,530.0,,4283,,831,,414.0,,74194.0,,19362.0,,2264,,266,,1732.0,,225.0,
25009205700,42.4640518,-70.9789107,5185,,686.0,,5166,,167,,131.0,,102665.0,,11189.0,,3261,,110,,1747.0,,142.0,
25009205800,42.4590809,-70.9745759,3521,,774.0,,3521,,597,,482.0,,70867.0,,16058.0,,1538,,189,,1789.0,,170.0,
25009205900,42.4684753,-70.9686721,4788,,875.0,,4763,,650,,325.0,,95388.0,,22548.0,,2258,,139,,2195.0,,396.0,
25009206000,42.465686,-70.9623675,3300,,661.0,,3205,,311,,189.0,,49293.0,,29617.0,,1877,,96,,1594.0,,169.0,
25009206100,42.4656928,-70.9547242,4211,,856.0,,4211,,970,,360.0,,62464.0,,28543.0,,1876,,80,,1554.0,,173.0,
25009206200,42.4697139,-70.9485446,6074,,1007.0,,6025,,846,,418.0,,70952.0,,31758.0,,2960,,169,,1518.0,,323.0,
25009206300,42.4739913,-70.9412388,4683,,1131.0,,4683,,280,,221.0,,88214.0,,13507.0,,2463,,24,,1589.0,,708.0,
25009206400,42.4778026,-70.9328547,7082,,831.0,,6946,,436,,279.0,,98542.0,,29222.0,,3837,,665,,1921.0,,229.0,
25009206500,42.4711611,-70.9318681,3362,,782.0,,3298,,925,,708.0,,41906.0,,16893.0,,1451,,159,,1497.0,,255.0,
25009206600,42.4676352,-70.9274994,5721,,776.0,,5721,,575,,328.0,,85429.0,,10260.0,,2777,,128,,1780.0,,203.0,
25009206700,42.4621327,-70.9346749,4101,,474.0,,4069,,725,,258.0,,70172.0,,20005.0,,2180,,243,,1731.0,,119.0,
25009206800,42.4665227,-70.9436734,4092,,886.0,,4080,,1490,,520.0,,35313.0,,14962.0,,1407,,143,,1498.0,,879.0,
25009206900,42.4602021,-70.9404962,5007,,775.0,,4919,,1789,,585.0,,22158.0,,8113.0,,2027,,111,,1215.0,,423.0,
25009207000,42.4599011,-70.9509215,2045,,324.0,,2045,,515,,193.0,,26899.0,,10070.0,,735,,4,,482.0,,195.0,
25009207100,42.4595497,-70.9654723,4160,,843.0,,4152,,293,,214.0,,112273.0,,48443.0,,1769,,192,,2039.0,,202.0,
25009207200,42.453791,-70.9627199,2678,,439.0,,2644,,566,,187.0,,45385.0,,25776.0,,1191,,272,,611.0,,131.0,
25009208101,42.4507226,-70.9989164,6054,,564.0,,5971,,522,,286.0,,100893.0,,30019.0,,3178,,221,,1890.0,,192.0,
25009208102,42.4416715,-70.993221,3094,,433.0,,3033,,218,,142.0,,113938.0,,32736.0,,1764,,64,,2236.0,,392.0,
25009208200,42.4575109,-71.014604,5315,,682.0,,5315,,427,,296.0,,97847.0,,39460.0,,2914,,41,,,-666666666,,-222222222
25009208301,42.4709849,-71.0186894,2885,,433.0,,2690,,148,,90.0,,84725.0,,14865.0,,1148,,107,,543.0,,169.0,
25009208302,42.4850384,-71.0040806,5133,,571.0,,5093,,220,,124.0,,101261.0,,6730.0,,2798,,19,,1941.0,,1813.0,
25009208401,42.4876121,-71.0307634,3360,,874.0,,3360,,164,,123.0,,114706.0,,30380.0,,1641,,47,,3284.0,,145.0,
25009208402,42.4662513,-71.0359714,2758,,409.0,,2758,,103,,100.0,,130420.0,,25265.0,,1604,,22,,2396.0,,476.0,
25009209100,42.517606,-71.0219925,7340,,522.0,,7340,,611,,457.0,,144476.0,,48538.0,,3225,,43,,2023.0,,985.0,
25009209200,42.547307,-71.0537665,5624,,528.0,,5624,,176,,205.0,,186094.0,,22962.0,,3010,,48,,2638.0,,563.0,
25009210100,42.5586984,-71.0106634,6797,,751.0,,6789,,462,,260.0,,139195.0,,16796.0,,3867,,0,,,-666666666,,-222222222
25009210200,42.5375245,-71.003354,5519,,760.0,,5424,,182,,91.0,,130790.0,,22552.0,,2729,,43,,,-666666666,,-222222222
25009210301,42.5464571,-70.9655834,4955,,525.0,,4833,,237,,128.0,,69946.0,,23516.0,,1560,,0,,3285.0,,213.0,
25009210302,42.53431,-70.9694427,5069,,722.0,,4821,,220,,161.0,,113256.0,,14514.0,,2487,,59,,2234.0,,171.0,
25009210401,42.5376937,-70.932528,3647,,441.0,,3647,,333,,247.0,,73966.0,,26220.0,,1879,,37,,1941.0,,309.0,
25009210402,42.5233403,-70.9664826,4057,,629.0,,4036,,376,,219.0,,101777.0,,16014.0,,2108,,0,,1604.0,,706.0,
25009210500,42.5121182,-70.9570739,7022,,729.0,,6974,,226,,202.0,,141761.0,,44118.0,,3940,,77,,2238.0,,50.0,
25009210600,42.5095323,-70.9413256,4571,,724.0,,4571,,268,,128.0,,93618.0,,15347.0,,2135,,47,,1707.0,,540.0,
25009210700,42.5202968,-70.9263775,4418,,590.0,,4418,,419,,227.0,,61320.0,,16384.0,,2184,,77,,1571.0,,203.0,
25009210800,42.5281201,-70.9248258,4078,,641.0,,4041,,414,,284.0,,68952.0,,9581.0,,2432,,229,,1281.0,,175.0,
25009210900,42.5354936,-70.9197836,4047,,636.0,,3963,,345,,185.0,,78363.0,,12341.0,,1785,,118,,1327.0,,227.0,
25009211100,42.5540813,-70.9190587,4110,,513.0,,3830,,342,,198.0,,106161.0,,22935.0,,1943,,27,,1968.0,,260.0,
25009211201,42.5582575,-70.9362099,2796,,733.0,,2796,,100,,75.0,,128864.0,,10876.0,,1736,,16,,1680.0,,155.0,
25009211202,42.5651965,-70.9433558,3714,,479.0,,3702,,341,,221.0,,99375.0,,16770.0,,2174,,48,,1714.0,,164.0,
25009211300,42.5851105,-70.9328714,7163,,729.0,,6974,,179,,120.0,,127726.0,,13651.0,,3756,,107,,2182.0,,967.0,
25009211401,42.5771863,-70.9817163,4105,,411.0,,4062,,326,,144.0,,104943.0,,17134.0,,2201,,48,,2530.0,,164.0,
25009211402,42.5776492,-70.9566523,6036,,674.0,,5996,,142,,89.0,,127462.0,,23319.0,,3474,,150,,1840.0,,1484.0,
25009212101,42.6136944,-71.0052311,4798,,406.0,,3822,,159,,94.0,,176068.0,,32583.0,,2171,,0,,1895.0,,322.0,
25009212102,42.6007185,-71.0308226,4929,,409.0,,4929,,133,,98.0,,155027.0,,21815.0,,2832,,0,,1379.0,,114.0,
25009213100,42.6831075,-71.0271876,8155,,24.0,,8155,,181,,163.0,,192605.0,,29410.0,,3973,,56,,736.0,,161.0,
25009214100,42.641387,-70.9433833,6535,,21.0,,6436,,483,,347.0,,176698.0,,24085.0,,3259,,146,,1003.0,,560.0,
25009215101,42.6179432,-70.8360834,4605,,294.0,,4412,,308,,245.0,,123674.0,,22430.0,,2206,,83,,1534.0,,765.0,
25009215102,42.6332661,-70.8812824,2966,,294.0,,2966,,145,,107.0,,145116.0,,31653.0,,1603,,89,,2164.0,,807.0,
25009216100,42.6006684,-70.8832599,4930,,38.0,,3685,,144,,101.0,,187652.0,,40132.0,,2572,,169,,,-666666666,,-222222222
25009217101,42.5763528,-70.8643,4530,,784.0,,4306,,815,,788.0,,137153.0,,41157.0,,2274,,214,,1238.0,,712.0,
25009217102,42.5848388,-70.8957263,3038,,492.0,,2871,,96,,72.0,,91396.0,,8787.0,,1751,,86,,1930.0,,182.0,
25009217201,42.5620689,-70.899491,4179,,458.0,,4179,,179,,93.0,,119196.0,,18137.0,,2408,,125,,1975.0,,239.0,
25009217202,42.5496229,-70.8984776,3514,,362.0,,3504,,84,,56.0,,135000.0,,31440.0,,1812,,76,,,-666666666,,-222222222
25009217300,42.5633966,-70.8848884,4929,,561.0,,4929,,855,,444.0,,92261.0,,22655.0,,2469,,367,,1561.0,,454.0,
25009217401,42.5488441,-70.8813148,2588,,414.0,,2567,,443,,172.0,,67926.0,,34075.0,,1346,,55,,1709.0,,554.0,
25009217402,42.5423286,-70.8831274,3527,,504.0,,3527,,329,,132.0,,84141.0,,10389.0,,2332,,234,,1808.0,,83.0,
25009217500,42.5505703,-70.8675812,6646,,692.0,,6269,,424,,335.0,,117917.0,,21312.0,,3724,,117,,1546.0,,447.0,
25009217601,42.5710673,-70.8481649,4172,,340.0,,3925,,375,,159.0,,121944.0,,19893.0,,1922,,209,,576.0,,31.0,
25009217602,42.5543276,-70.8236609,5285,,792.0,,2834,,270,,149.0,,229938.0,,96344.0,,2767,,140,,1640.0,,665.0,
25009218100,42.5766364,-70.7671544,5368,,41.0,,5368,,151,,102.0,,197875.0,,34348.0,,2485,,230,,1872.0,,341.0,
25009220101,42.6406993,-70.6202498,3763,,346.0,,3725,,90,,66.0,,93571.0,,16258.0,,1832,,49,,2020.0,,342.0,
25009220102,42.6672238,-70.6307805,3214,,347.0,,3208,,157,,91.0,,92898.0,,8050.0,,1426,,19,,1726.0,,113.0,
25009221100,42.6592229,-70.6536898,3928,,444.0,,3893,,233,,136.0,,90335.0,,11662.0,,1754,,82,,1494.0,,238.0,
25009221300,42.6064939,-70.640044,4602,,496.0,,4602,,213,,157.0,,116154.0,,22298.0,,2464,,30,,1098.0,,495.0,
25009221400,42.6215076,-70.6571946,4004,,446.0,,4004,,878,,586.0,,70707.0,,21614.0,,2171,,67,,1389.0,,83.0,
25009221500,42.6130794,-70.6621115,2948,,416.0,,2941,,658,,286.0,,53654.0,,12376.0,,1429,,9,,1338.0,,143.0,
25009221600,42.6232675,-70.6723908,2778,,443.0,,2778,,427,,231.0,,59205.0,,29243.0,,1463,,73,,1306.0,,425.0,
25009221700,42.6158246,-70.6739846,2702,,481.0,,2702,,254,,175.0,,75795.0,,22165.0,,1176,,53,,1621.0,,143.0,
25009221800,42.6288499,-70.6858747,1893,,261.0,,1725,,108,,66.0,,116458.0,,29361.0,,819,,7,,1518.0,,579.0,
25009221901,42.6016627,-70.7028958,3467,,478.0,,3467,,134,,81.0,,118472.0,,19938.0,,1776,,25,,1615.0,,230.0,
25009221902,42.6328453,-70.7140276,3540,,391.0,,3540,,252,,86.0,,99813.0,,24184.0,,1951,,27,,1640.0,,174.0,
25009222100,42.6404513,-70.7711646,3680,,17.0,,3621,,217,,141.0,,152371.0,,23331.0,,2130,,9,,1828.0,,181.0,
25009223100,42.7059618,-70.8132771,4110,,453.0,,4064,,295,,100.0,,132182.0,,25457.0,,1935,,42,,1321.0,,264.0,
25009223200,42.6757304,-70.8220067,3903,,377.0,,3903,,216,,136.0,,90694.0,,15032.0,,2273,,51,,1504.0,,212.0,
25009223300,42.6725193,-70.8908183,5807,,487.0,,5807,,391,,248.0,,146144.0,,22129.0,,3285,,142,,1684.0,,173.0,
25009250100,42.7054006,-71.1581972,4085,,497.0,,4027,,1142,,311.0,,32629.0,,11455.0,,1573,,48,,1109.0,,223.0,
25009250200,42.7062117,-71.1839672,6906,,1220.0,,6855,,811,,505.0,,88403.0,,34283.0,,3152,,33,,1734.0,,121.0,
25009250300,42.7122643,-71.1779023,2684,,494.0,,2684,,710,,246.0,,57260.0,,10569.0,,1292,,78,,1570.0,,143.0,
25009250400,42.7170924,-71.1743747,4411,,696.0,,4411,,754,,284.0,,53074.0,,4815.0,,1630,,47,,1526.0,,389.0,
25009250500,42.7169313,-71.1693673,4475,,724.0,,4450,,902,,682.0,,60132.0,,13992.0,,2276,,90,,1639.0,,166.0,
25009250600,42.7200992,-71.1626479,5937,,803.0,,5910,,420,,230.0,,54925.0,,10713.0,,2812,,48,,1690.0,,111.0,
25009250700,42.7151498,-71.1530988,5379,,711.0,,5379,,784,,391.0,,58471.0,,6155.0,,2384,,71,,1829.0,,146.0,
25009250800,42.7152352,-71.1434934,8521,,892.0,,8208,,1277,,675.0,,73442.0,,11579.0,,3886,,196,,1671.0,,216.0,
25009250900,42.7119763,-71.1545889,2271,,478.0,,2249,,789,,414.0,,38316.0,,12482.0,,725,,8,,1382.0,,132.0,
25009251000,42.7112825,-71.1590246,1750,,281.0,,1750,,554,,190.0,,39327.0,,16512.0,,657,,0,,1345.0,,197.0,
25009251100,42.7128878,-71.1694073,2812,,451.0,,2625,,531,,219.0,,22746.0,,3684.0,,934,,11,,728.0,,320.0,
25009251200,42.7091504,-71.1672343,1486,,234.0,,1467,,342,,183.0,,28910.0,,10071.0,,650,,142,,1143.0,,207.0,
25009251300,42.7008297,-71.1716455,3580,,777.0,,3565,,912,,339.0,,41098.0,,9377.0,,1362,,92,,1539.0,,153.0,
25009251400,42.698648,-71.1801339,5556,,882.0,,5479,,2009,,834.0,,52115.0,,20441.0,,2218,,78,,1367.0,,148.0,
25009251500,42.6905116,-71.1763565,7575,,857.0,,7525,,1299,,642.0,,61042.0,,10078.0,,4034,,235,,1544.0,,173.0,
25009251600,42.700021,-71.1513911,6989,,983.0,,6989,,996,,456.0,,66166.0,,12315.0,,3783,,195,,1948.0,,193.0,
25009251700,42.6894433,-71.1449129,5708,,741.0,,5664,,1002,,628.0,,87459.0,,29391.0,,3082,,65,,1717.0,,277.0,
25009251800,42.684165,-71.1676247,8172,,1006.0,,8043,,647,,538.0,,76297.0,,9747.0,,4779,,42,,1694.0,,88.0,
25009252101,42.7032347,-71.1995921,3769,,550.0,,3730,,381,,218.0,,77270.0,,20569.0,,2043,,63,,1596.0,,245.0,
25009252102,42.7017632,-71.2344101,4647,,764.0,,4647,,46,,37.0,,147935.0,,21680.0,,2488,,32,,1895.0,,939.0,
25009252201,42.7191764,-71.2167241,3421,,510.0,,3415,,207,,236.0,,109650.0,,20086.0,,1799,,49,,1643.0,,935.0,
25009252202,42.7307959,-71.2318234,3374,,506.0,,3348,,80,,61.0,,111204.0,,35962.0,,1850,,28,,1648.0,,258.0,
25009252300,42.727479,-71.1946132,8126,,1186.0,,7923,,1056,,383.0,,62569.0,,27920.0,,3533,,44,,606.0,,305.0,
25009252400,42.7224295,-71.1787065,4649,,836.0,,4649,,871,,341.0,,79286.0,,20625.0,,2378,,27,,1678.0,,94.0,
25009252501,42.7248389,-71.1557412,5053,,728.0,,4975,,534,,263.0,,93648.0,,9909.0,,2448,,34,,2148.0,,205.0,
25009252502,42.7354765,-71.1654351,4823,,524.0,,4730,,494,,217.0,,96706.0,,12128.0,,2486,,0,,1795.0,,169.0,
25009252601,42.7377776,-71.1317615,7028,,773.0,,7009,,429,,262.0,,96317.0,,22419.0,,3459,,0,,1386.0,,281.0,
25009252602,42.7614694,-71.1580017,4907,,534.0,,4907,,139,,99.0,,121706.0,,14495.0,,3127,,0,,2250.0,,199.0,
25009252603,42.7526021,-71.1697545,3246,,432.0,,3246,,59,,63.0,,157961.0,,66543.0,,1745,,12,,1788.0,,266.0,
25009253100,42.6980029,-71.1307172,6402,,827.0,,6331,,469,,280.0,,101304.0,,35448.0,,3490,,96,,1755.0,,145.0,
25009253201,42.7177732,-71.1245474,3210,,721.0,,3165,,168,,105.0,,113854.0,,18180.0,,1885,,11,,2267.0,,221.0,
25009253202,42.6824583,-71.1275749,7504,,907.0,,6828,,1439,,653.0,,87222.0,,32440.0,,3736,,161,,2244.0,,421.0,
25009253203,42.7088778,-71.0917023,4253,,378.0,,4216,,148,,79.0,,159469.0,,27571.0,,2022,,0,,3501.0,,,-333333333
25009253204,42.643024,-71.0821579,5590,,405.0,,5476,,73,,88.0,,166429.0,,28445.0,,2795,,81,,2547.0,,630.0,
25009253205,42.6641416,-71.0526824,4065,,388.0,,4065,,28,,38.0,,238750.0,,40622.0,,2041,,58,,,-666666666,,-222222222
25009254100,42.6703478,-71.1521911,6081,,562.0,,6075,,253,,131.0,,135993.0,,15924.0,,3168,,91,,1306.0,,437.0,
25009254200,42.6576917,-71.1345104,5242,,617.0,,4059,,444,,190.0,,119648.0,,39715.0,,2572,,42,,1582.0,,259.0,
25009254301,42.627981,-71.1464585,4359,,373.0,,4200,,108,,124.0,,232292.0,,48510.0,,2197,,81,,,-666666666,,-222222222
25009254302,42.618104,-71.1070918,4820,,439.0,,4820,,176,,121.0,,184063.0,,29781.0,,2748,,80,,1383.0,,682.0,
25009254401,42.6581235,-71.1786937,3710,,375.0,,3710,,111,,124.0,,176957.0,,19496.0,,1857,,31,,2696.0,,113.0,
25009254402,42.6687191,-71.2088367,8222,,653.0,,8222,,114,,82.0,,160364.0,,23103.0,,4321,,106,,2279.0,,239.0,
25009254403,42.6359797,-71.1706817,4031,,437.0,,3970,,36,,36.0,,232083.0,,63245.0,,1974,,72,,2035.0,,386.0,
25009260100,42.7781441,-71.0822135,5594,,875.0,,5563,,1904,,589.0,,44372.0,,12036.0,,2164,,58,,1628.0,,112.0,
25009260200,42.7785615,-71.073303,3645,,494.0,,3505,,579,,245.0,,52653.0,,5288.0,,1396,,13,,1514.0,,138.0,
25009260301,42.7771665,-71.04636,4654,,485.0,,4611,,407,,196.0,,102946.0,,20939.0,,2651,,41,,1382.0,,284.0,
25009260302,42.797895,-71.0401101,3467,,482.0,,3354,,49,,77.0,,151375.0,,25071.0,,1928,,0,,1721.0,,419.0,
25009260401,42.803535,-71.1138,4231,,458.0,,4220,,448,,276.0,,114327.0,,22883.0,,2542,,11,,1644.0,,160.0,
25009260402,42.7942928,-71.1464295,7122,,838.0,,7113,,353,,240.0,,105526.0,,13672.0,,3749,,83,,1643.0,,165.0,
25009260500,42.7968904,-71.0792133,3819,,621.0,,3603,,261,,182.0,,112750.0,,23021.0,,1879,,32,,2008.0,,393.0,
25009260600,42.7928945,-71.0913629,3983,,572.0,,3913,,557,,321.0,,83477.0,,23738.0,,2185,,56,,1748.0,,142.0,
25009260700,42.7860955,-71.1013288,5347,,618.0,,5227,,749,,363.0,,72981.0,,10605.0,,2492,,9,,1650.0,,141.0,
25009260800,42.7737495,-71.0922315,5547,,822.0,,5539,,755,,276.0,,63750.0,,31105.0,,2751,,129,,1593.0,,142.0,
25009260900,42.7732274,-71.1073695,5341,,878.0,,5323,,415,,217.0,,79643.0,,9171.0,,2663,,31,,,-666666666,,-222222222
25009261000,42.7666364,-71.083463,4296,,571.0,,4263,,205,,88.0,,94722.0,,19366.0,,2500,,83,,1440.0,,166.0,
25009261101,42.7527656,-71.0653711,5352,,916.0,,5267,,136,,97.0,,125841.0,,13473.0,,2914,,0,,2119.0,,691.0,
25009261102,42.7520146,-71.1068199,4989,,489.0,,4989,,244,,190.0,,115062.0,,11838.0,,2991,,46,,1961.0,,223.0,
25009262100,42.8386028,-71.011997,6707,,22.0,,6676,,553,,482.0,,116477.0,,24919.0,,3661,,0,,1236.0,,670.0,
