GEO_ID|B08301_E001|B08301_M001|B08301_E002|B08301_M002|B08301_E003|B08301_M003|B08301_E004|B08301_M004|B08301_E005|B08301_M005|B08301_E006|B08301_M006|B08301_E007|B08301_M007|B08301_E008|B08301_M008|B08301_E009|B08301_M009|B08301_E010|B08301_M010|B08301_E011|B08301_M011|B08301_E012|B08301_M012|B08301_E013|B08301_M013|B08301_E014|B08301_M014|B08301_E015|B08301_M015|B08301_E016|B08301_M016|B08301_E017|B08301_M017|B08301_E018|B08301_M018|B08301_E019|B08301_M019|B08301_E020|B08301_M020|B08301_E021|B08301_M021
1400000US25001010100|2054|230|897|248|765|232|132|111|86|98|46|74|0|14|0|14|0|14|35|33|10|16|25|29|0|14|0|14|0|14|0|14|0|14|180|102|248|129|51|42|643|176
1400000US25001010206|2000|261|1508|241|1400|230|108|97|108|97|0|14|0|14|0|14|0|14|19|28|0|14|19|28|0|14|0|14|0|14|0|14|0|14|0|14|94|69|0|14|379|159
1400000US25001010208|777|296|434|232|433|232|1|3|1|3|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|1|2|51|55|291|188
1400000US25001010304|1114|263|874|250|836|246|38|50|8|14|30|47|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|10|15|230|127
1400000US25001010306|1222|274|912|240|887|236|25|28|12|19|13|20|0|14|0|14|0|14|34|39|19|31|15|23|0|14|0|14|0|14|0|14|0|14|84|131|0|14|18|29|174|66
1400000US25001010400|1347|266|1117|256|992|248|125|60|74|54|51|50|0|14|0|14|0|14|8|16|0|14|0|14|0|14|8|16|0|14|0|14|0|14|0|14|16|19|0|14|206|92
1400000US25001010500|1257|261|823|194|781|187|42|51|28|34|14|21|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|28|28|19|26|387|125
1400000US25001010600|1295|235|868|208|861|208|7|11|7|11|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|9|13|0|14|418|197
1400000US25001010700|1341|235|983|202|900|193|83|64|83|64|0|14|0|14|0|14|0|14|71|93|0|14|71|93|0|14|0|14|0|14|0|14|0|14|0|14|45|37|13|20|229|100
1400000US25001010800|2017|366|1590|336|1534|342|56|61|14|23|28|45|14|21|0|14|0|14|65|66|0|14|35|53|0|14|0|14|30|50|0|14|0|14|22|34|20|32|62|62|258|116
1400000US25001010900|2313|368|1849|373|1814|373|35|42|35|42|0|19|0|19|0|19|0|19|14|24|14|24|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|53|76|397|174
1400000US25001011002|1913|379|1413|297|1217|248|196|124|196|124|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|9|15|30|37|3|9|0|14|458|180
1400000US25001011100|2898|544|2500|493|2472|488|28|44|28|44|0|19|0|19|0|19|0|19|10|18|0|19|0|19|10|18|0|19|0|19|0|19|0|19|0|19|17|27|68|82|303|192
1400000US25001011200|1773|352|1330|347|1286|345|44|33|10|18|24|21|10|14|0|14|0|14|11|18|11|18|0|14|0|14|0|14|0|14|0|14|0|14|0|14|37|39|26|39|369|123
1400000US25001011300|1110|253|702|225|676|223|26|22|18|19|0|14|8|13|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|13|20|0|14|10|11|0|14|385|220
1400000US25001011400|1488|270|1380|290|1311|276|69|70|33|33|0|14|0|14|36|56|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|21|29|87|79
1400000US25001011500|2321|410|2036|350|1607|292|429|181|149|89|198|115|11|19|71|72|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|285|143
1400000US25001011600|1291|338|1090|311|991|305|99|62|99|62|0|14|0|14|0|14|0|14|15|27|15|27|0|14|0|14|0|14|0|14|0|14|0|14|0|14|96|98|0|14|90|68
1400000US25001011700|787|135|645|122|593|128|52|60|28|53|11|16|0|14|13|15|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|39|42|0|14|103|37
1400000US25001011801|926|189|746|161|662|157|84|112|84|112|0|14|0|14|0|14|0|14|11|16|11|16|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|169|75
1400000US25001011802|2383|308|1904|273|1779|264|125|74|114|67|11|17|0|14|0|14|0|14|7|15|7|15|0|14|0|14|0|14|0|14|0|14|0|14|0|14|93|69|10|18|369|143
1400000US25001012001|3017|510|2684|497|2394|435|290|294|290|294|0|19|0|19|0|19|0|19|37|41|22|36|15|22|0|19|0|19|0|19|0|19|0|19|84|120|0|19|66|99|146|102
1400000US25001012002|1284|215|1123|216|1046|217|77|56|59|51|18|22|0|14|0|14|0|14|68|54|68|54|0|14|0|14|0|14|0|14|0|14|0|14|0|14|13|21|32|50|48|41
1400000US25001012101|2631|454|2390|439|2291|443|99|106|34|42|65|98|0|19|0|19|0|19|38|58|38|58|0|19|0|19|0|19|0|19|0|19|0|19|15|23|19|29|23|37|146|90
1400000US25001012102|1251|294|1100|263|989|248|111|95|111|95|0|14|0|14|0|14|0|14|36|55|36|55|0|14|0|14|0|14|0|14|0|14|2|10|0|14|22|26|26|29|65|62
1400000US25001012200|2621|479|2266|459|2159|461|107|64|50|50|27|35|30|39|0|19|0|19|60|77|14|22|0|19|0|19|0|19|46|73|0|19|0|19|0|19|0|19|0|19|295|124
1400000US25001012502|1716|280|1361|253|1181|257|180|135|169|135|11|18|0|14|0|14|0|14|38|37|38|37|0|14|0|14|0|14|0|14|52|76|0|14|51|54|42|67|0|14|172|120
1400000US25001012601|1387|312|940|251|863|246|77|66|77|66|0|14|0|14|0|14|0|14|94|84|94|84|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|28|46|325|151
1400000US25001012602|3098|625|2793|595|2530|576|263|184|162|151|48|89|35|49|0|19|18|30|65|94|0|19|0|19|0|19|0|19|65|94|44|57|0|19|16|27|53|63|0|19|127|108
1400000US25001012700|2770|531|2455|517|2093|402|362|221|192|170|170|134|0|19|0|19|0|19|17|27|0|19|0|19|17|27|0|19|0|19|0|19|0|19|44|57|32|39|0|19|222|97
1400000US25001012800|2095|368|1908|352|1770|342|138|81|65|50|17|17|42|46|0|14|14|17|23|27|23|27|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|9|14|155|69
1400000US25001012900|2404|276|2048|281|1737|290|311|205|173|110|19|22|119|121|0|14|0|14|7|11|7|11|0|14|0|14|0|14|0|14|0|14|0|14|23|35|53|76|20|22|253|103
1400000US25001013002|1448|313|1183|297|1117|289|66|45|58|47|8|12|0|14|0|14|0|14|19|22|19|22|0|14|0|14|0|14|0|14|0|14|0|14|0|14|36|51|18|19|192|97
1400000US25001013100|3050|467|2738|475|2648|504|90|101|90|101|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|12|19|0|19|0|19|8|14|50|60|242|111
1400000US25001013200|2797|742|1955|596|1703|448|252|196|197|191|55|51|0|19|0|19|0|19|49|45|47|44|0|19|2|10|0|19|0|19|0|19|0|19|0|19|25|35|0|19|768|509
1400000US25001013300|1294|277|1009|222|904|178|105|88|105|88|0|14|0|14|0|14|0|14|9|14|0|14|9|14|0|14|0|14|0|14|0|14|0|14|0|14|6|10|0|14|270|160
1400000US25001013400|1746|222|1420|222|1279|222|141|94|122|90|19|31|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|27|50|0|14|44|44|255|110
1400000US25001013500|4453|669|3366|502|3161|517|205|125|169|110|36|48|0|19|0|19|0|19|52|54|52|54|0|19|0|19|0|19|0|19|0|19|0|19|0|19|104|141|211|280|720|202
1400000US25001013600|2983|421|2711|424|2533|407|178|101|178|101|0|19|0|19|0|19|0|19|60|94|60|94|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|212|106
1400000US25001013700|2253|372|1651|285|1502|250|149|79|127|73|22|36|0|14|0|14|0|14|33|37|0|14|0|14|0|14|0|14|33|37|0|14|11|16|0|14|58|40|37|60|463|206
1400000US25001013800|3219|420|2750|409|2546|422|204|174|153|141|0|19|28|46|23|42|0|19|0|19|0|19|0|19|0|19|0|19|0|19|19|31|0|19|0|19|16|20|39|65|395|151
1400000US25001013900|2640|522|2366|548|2180|573|186|141|119|120|36|57|0|19|31|51|0|19|17|26|0|19|0|19|0|19|0|19|17|26|0|19|0|19|0|19|65|102|0|19|192|168
1400000US25001014002|2035|356|1624|323|1498|259|126|140|126|140|0|14|0|14|0|14|0|14|21|23|12|18|0|14|0|14|0|14|9|15|0|14|0|14|0|14|0|14|0|14|390|166
1400000US25001014100|375|114|355|114|349|114|6|10|6|10|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|6|14|0|14|14|17
1400000US25001014300|1583|321|937|226|898|217|39|42|39|42|0|14|0|14|0|14|0|14|21|32|0|14|21|32|0|14|0|14|0|14|0|14|0|14|0|14|67|80|20|35|538|209
1400000US25001014402|3694|421|3106|381|2716|346|390|210|319|171|71|77|0|19|0|19|0|19|52|63|0|19|14|22|0|19|0|19|38|60|0|19|0|19|0|19|76|81|0|19|460|174
1400000US25001014500|2991|477|2362|398|2155|372|207|148|134|102|73|108|0|19|0|19|0|19|25|46|25|46|0|19|0|19|0|19|0|19|0|19|0|19|0|19|17|30|18|29|569|258
1400000US25001014600|2332|466|1970|445|1870|445|100|71|83|66|9|15|8|13|0|14|0|14|8|14|0|14|0|14|0|14|0|14|8|14|0|14|0|14|12|19|17|26|50|35|275|120
1400000US25001014700|1826|384|1508|375|1322|358|186|124|123|106|19|22|44|43|0|14|0|14|20|33|0|14|0|14|0|14|0|14|20|33|0|14|0|14|0|14|0|14|0|14|298|90
1400000US25001014800|1253|230|830|185|690|151|140|108|122|98|18|30|0|14|0|14|0|14|58|45|10|16|30|35|0|14|0|14|18|20|0|14|0|14|28|42|67|49|0|14|270|128
1400000US25001014900|1502|242|968|197|863|185|105|51|105|51|0|14|0|14|0|14|0|14|40|37|12|18|0|14|20|30|0|14|8|12|0|14|8|13|89|75|85|58|22|26|290|117
1400000US25001015001|2620|369|2277|361|2112|335|165|97|129|84|36|39|0|14|0|14|0|14|32|25|16|17|0|14|12|18|0|14|4|9|2|4|0|14|0|14|18|21|12|19|279|121
1400000US25001015002|1507|347|1239|324|1155|315|84|64|32|35|25|30|0|14|27|38|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|19|30|33|63|216|106
1400000US25001015100|1960|332|1625|226|1558|232|67|58|29|36|38|47|0|14|0|14|0|14|15|24|15|24|0|14|0|14|0|14|0|14|0|14|0|14|0|14|37|35|0|14|283|206
1400000US25001015200|1262|283|941|233|902|230|39|32|39|32|0|14|0|14|0|14|0|14|11|17|0|14|0|14|0|14|0|14|11|17|0|14|0|14|0|14|6|9|0|14|304|157
1400000US25001015300|2315|439|1999|441|1832|379|167|195|167|195|0|14|0|14|0|14|0|14|42|70|42|70|0|14|0|14|0|14|0|14|0|14|18|27|0|14|171|129|0|14|85|140
1400000US25001990000|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14
1400000US25003900100|1297|351|1153|353|996|316|157|104|124|100|33|41|0|14|0|14|0|14|19|30|19|30|0|14|0|14|0|14|0|14|0|14|0|14|0|14|99|92|0|14|26|33
1400000US25003900200|2204|395|1829|393|1600|417|229|109|229|109|0|14|0|14|0|14|0|14|100|92|100|92|0|14|0|14|0|14|0|14|52|55|0|14|0|14|147|99|0|14|76|107
1400000US25003900300|1504|288|1376|291|1084|269|292|150|292|150|0|14|0|14|0|14|0|14|48|79|48|79|0|14|0|14|0|14|0|14|0|14|0|14|0|14|11|24|0|14|69|65
1400000US25003900400|2262|468|1884|412|1757|421|127|100|92|91|0|14|0|14|35|52|0|14|52|65|52|65|0|14|0|14|0|14|0|14|0|14|0|14|0|14|34|56|0|14|292|173
1400000US25003900500|1592|247|1375|259|1318|254|57|53|31|37|9|14|17|25|0|14|0|14|11|19|11|19|0|14|0|14|0|14|0|14|0|14|0|14|0|14|60|67|10|16|136|99
1400000US25003900600|1350|250|1116|233|888|186|228|120|210|117|0|14|0|14|18|32|0|14|60|61|60|61|0|14|0|14|0|14|0|14|11|17|0|14|0|14|117|84|0|14|46|35
1400000US25003900700|1561|291|1422|289|1199|306|223|130|111|80|12|20|100|94|0|14|0|14|20|36|20|36|0|14|0|14|0|14|0|14|0|14|0|14|0|14|30|23|0|14|89|65
1400000US25003900800|2823|344|2259|361|2178|346|81|82|64|65|0|19|17|26|0|19|0|19|10|17|10|17|0|19|0|19|0|19|0|19|0|19|0|19|11|19|10|15|130|178|403|228
1400000US25003900900|2550|475|2083|537|1700|470|383|161|208|123|81|79|62|64|5|18|27|29|25|30|12|20|0|19|0|19|13|23|0|19|0|19|0|19|0|19|53|56|108|128|281|151
1400000US25003901100|1617|185|1448|182|1338|179|110|73|88|67|13|20|9|14|0|14|0|14|30|38|30|38|0|14|0|14|0|14|0|14|0|14|0|14|0|14|44|45|0|14|95|71
1400000US25003911100|1613|171|1476|195|1264|217|212|140|199|140|0|14|0|14|13|19|0|14|10|17|10|17|0|14|0|14|0|14|0|14|0|14|0|14|0|14|40|67|0|14|87|46
1400000US25003912100|2739|292|2386|285|2058|288|328|169|328|169|0|19|0|19|0|19|0|19|66|92|66|92|0|19|0|19|0|19|0|19|0|19|0|19|0|19|23|39|0|19|264|130
1400000US25003913100|2091|424|1547|334|1463|313|84|95|84|95|0|19|0|19|0|19|0|19|43|50|16|28|17|27|10|19|0|19|0|19|0|19|0|19|27|43|48|65|0|19|426|217
1400000US25003914100|2860|300|2262|329|1989|319|273|238|224|221|49|81|0|19|0|19|0|19|28|46|0|19|28|46|0|19|0|19|0|19|0|19|0|19|0|19|66|63|0|19|504|213
1400000US25003920101|2286|247|1049|211|950|221|99|73|61|60|0|14|16|28|0|14|22|31|17|28|0|14|17|28|0|14|0|14|0|14|0|14|0|14|17|22|697|178|39|40|467|142
1400000US25003920102|1175|161|316|110|288|107|28|24|28|24|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|18|23|435|132|0|14|406|121
1400000US25003921300|1959|381|1323|320|1165|284|158|168|158|168|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|6|11|394|133|0|14|236|144
1400000US25003921400|591|243|467|209|388|171|79|112|79|112|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|6|9|34|34|0|14|84|90
1400000US25003921500|1222|268|1134|278|994|254|140|94|122|88|14|24|0|14|0|14|4|8|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|53|57|1|7|34|36
1400000US25003922100|981|201|884|196|756|201|128|96|88|83|0|14|0|14|40|48|0|14|8|11|8|11|0|14|0|14|0|14|0|14|0|14|0|14|0|14|18|26|13|20|58|41
1400000US25003922200|1684|245|1498|229|1421|225|77|52|45|45|17|26|0|14|15|24|0|14|7|12|7|12|0|14|0|14|0|14|0|14|0|14|0|14|0|14|21|32|0|14|158|87
1400000US25003922300|822|116|787|112|700|115|87|67|85|67|2|5|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|35|24
1400000US25003923100|1476|198|1312|204|1189|232|123|84|123|84|0|14|0|14|0|14|0|14|80|74|77|73|3|7|0|14|0|14|0|14|0|14|0|14|0|14|1|4|0|14|83|68
1400000US25003924100|798|185|403|134|395|132|8|11|8|11|0|14|0|14|0|14|0|14|21|32|21|32|0|14|0|14|0|14|0|14|0|14|0|14|0|14|25|26|0|14|349|135
1400000US25003925101|1062|253|899|236|876|236|23|25|17|20|3|5|0|14|3|5|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|163|111
1400000US25003925102|2814|371|1735|318|1539|293|196|127|155|124|41|48|0|19|0|19|0|19|33|50|3|18|30|48|0|19|0|19|0|19|0|19|0|19|0|19|393|213|0|19|653|236
1400000US25003926100|2096|234|1780|293|1614|298|166|117|166|117|0|14|0|14|0|14|0|14|53|56|0|14|40|51|13|23|0|14|0|14|0|14|0|14|0|14|89|71|6|15|168|99
1400000US25003931100|917|124|857|123|760|113|97|47|89|46|5|7|0|14|0|14|3|4|1|3|0|14|0|14|1|3|0|14|0|14|0|14|0|14|0|14|8|8|0|14|51|23
1400000US25003931300|697|80|653|81|607|74|46|21|46|21|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|3|5|3|4|5|5|3|4|30|14
1400000US25003931400|884|111|734|99|650|73|84|61|71|59|13|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|9|11|2|3|139|37
1400000US25003932200|1248|157|1055|139|1006|141|49|24|34|20|15|15|0|14|0|14|0|14|19|16|15|14|4|6|0|14|0|14|0|14|0|14|0|14|9|12|25|27|0|14|140|53
1400000US25003932300|902|158|791|141|780|141|11|13|8|12|3|6|0|14|0|14|0|14|13|22|13|22|0|14|0|14|0|14|0|14|0|14|0|14|0|14|23|26|0|14|75|41
1400000US25003933200|733|140|537|123|527|122|10|8|9|8|0|14|1|4|0|14|0|14|13|9|11|10|0|14|2|5|0|14|0|14|0|14|0|14|0|14|56|49|3|5|124|39
1400000US25003933300|802|132|462|126|399|109|63|39|42|29|21|19|0|14|0|14|0|14|39|34|14|18|25|29|0|14|0|14|0|14|0|14|0|14|8|10|7|8|0|14|286|77
1400000US25003933400|1336|190|1011|180|966|179|45|23|36|21|9|13|0|14|0|14|0|14|21|27|0|14|21|27|0|14|0|14|0|14|0|14|0|14|0|14|25|20|4|6|275|95
1400000US25003934200|645|116|450|118|419|120|31|25|25|23|6|11|0|14|0|14|0|14|10|14|0|14|6|8|4|6|0|14|0|14|0|14|0|14|0|14|27|35|0|14|158|57
1400000US25003934300|924|204|661|157|572|150|89|43|64|34|12|19|0|14|0|14|13|18|19|9|3|6|4|5|12|8|0|14|0|14|0|14|0|14|5|6|9|8|2|4|228|69
1400000US25003935100|1218|141|1018|138|948|136|70|24|51|20|7|6|12|15|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|5|4|3|4|24|14|8|11|160|38
1400000US25003935200|2379|423|2075|393|1948|390|127|104|127|104|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|19|33|0|14|285|155
1400000US25003935300|1522|270|1334|243|1270|228|64|67|64|67|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|16|25|0|14|0|14|15|27|0|14|157|97
1400000US25005600100|2010|272|1659|280|1581|273|78|58|41|37|0|14|25|41|0|14|12|17|59|42|0|14|33|37|26|23|0|14|0|14|0|14|0|14|3|6|16|25|22|27|251|136
1400000US25005600202|3011|343|2487|358|2402|353|85|87|75|92|10|16|0|14|0|14|0|14|40|31|0|14|9|14|31|34|0|14|0|14|0|14|0|14|0|14|32|38|0|14|452|173
1400000US25005600203|3367|460|2433|335|2244|322|189|133|148|113|41|69|0|19|0|19|0|19|120|81|6|15|0|19|98|74|16|25|0|19|0|19|0|19|0|19|0|19|0|19|814|340
1400000US25005600204|2256|258|1737|248|1640|235|97|64|89|68|0|14|8|12|0|14|0|14|32|39|0|14|0|14|32|39|0|14|0|14|0|14|0|14|0|14|8|12|13|18|466|121
1400000US25005610100|2992|534|2285|479|2213|475|72|78|60|75|0|19|0|19|12|20|0|19|80|54|0|19|0|19|80|54|0|19|0|19|0|19|0|19|0|19|169|121|0|19|458|234
1400000US25005610202|3188|460|2310|414|2230|407|80|50|80|50|0|19|0|19|0|19|0|19|210|104|0|19|20|23|190|101|0|19|0|19|0|19|0|19|0|19|0|19|37|36|631|169
1400000US25005610203|3826|418|2839|387|2700|363|139|104|139|104|0|19|0|19|0|19|0|19|221|106|0|19|13|20|208|104|0|19|0|19|19|30|0|19|58|75|0|19|0|19|689|218
1400000US25005610204|3186|471|2325|434|2143|413|182|188|155|181|13|22|0|19|14|23|0|19|195|116|0|19|29|47|166|107|0|19|0|19|0|19|0|19|0|19|1|4|18|31|647|263
1400000US25005611101|2598|330|1926|308|1877|301|49|43|49|43|0|19|0|19|0|19|0|19|85|55|28|31|0|19|51|38|6|10|0|19|0|19|0|19|0|19|7|12|19|22|561|176
1400000US25005611102|2432|305|1563|240|1443|226|120|63|85|59|0|19|10|18|25|38|0|19|25|28|7|18|0|19|18|21|0|19|0|19|0|19|0|19|0|19|304|102|61|90|479|144
1400000US25005611201|1662|228|1299|244|1219|252|80|59|80|59|0|14|0|14|0|14|0|14|6|19|0|14|0|14|6|19|0|14|0|14|0|14|0|14|0|14|10|16|121|134|226|160
1400000US25005611202|3263|344|2680|342|2561|330|119|100|119|100|0|19|0|19|0|19|0|19|107|95|13|20|22|36|72|77|0|19|0|19|0|19|0|19|0|19|16|26|15|27|445|147
1400000US25005612100|2390|264|2050|284|1977|279|73|63|48|57|25|24|0|14|0|14|0|14|71|67|0|14|0|14|71|67|0|14|0|14|20|32|0|14|14|20|13|19|0|14|222|111
1400000US25005612201|2092|350|1715|231|1588|217|127|89|102|78|0|14|25|40|0|14|0|14|208|212|0|14|187|208|21|36|0|14|0|14|17|27|0|14|0|14|11|18|0|14|141|142
1400000US25005612202|3383|390|2750|347|2716|339|34|54|34|54|0|19|0|19|0|19|0|19|100|105|0|19|18|30|82|100|0|19|0|19|0|19|0|19|0|19|0|19|46|51|487|202
1400000US25005613100|3654|647|3459|632|3038|662|421|197|352|175|27|44|13|23|0|19|29|47|45|45|14|25|0|19|31|38|0|19|0|19|0|19|0|19|40|61|0|19|38|45|72|72
1400000US25005613300|4036|452|3541|458|3347|453|194|111|88|73|59|87|0|19|10|21|37|57|57|57|0|19|0|19|57|57|0|19|0|19|0|19|0|19|0|19|20|29|47|44|371|201
1400000US25005613400|2104|377|1917|402|1775|422|142|79|142|79|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|7|11|0|14|0|14|0|14|7|11|173|103
1400000US25005613600|1895|319|1690|309|1506|284|184|119|184|119|0|14|0|14|0|14|0|14|10|17|10|17|0|14|0|14|0|14|0|14|0|14|0|14|0|14|34|48|107|111|54|44
1400000US25005613700|2588|453|2257|345|1904|351|353|198|254|174|60|84|38|50|1|3|0|14|25|31|8|14|1|4|16|19|0|14|0|14|0|14|0|14|0|14|96|146|18|20|192|99
1400000US25005613800|1904|513|1625|473|1403|427|222|164|222|164|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|42|43|71|91|38|61|128|81
1400000US25005613901|1555|414|1395|399|1274|386|121|78|116|76|5|9|0|14|0|14|0|14|19|19|13|17|6|11|0|14|0|14|0|14|0|14|0|14|4|12|11|15|27|28|99|78
1400000US25005613902|2524|531|2197|515|1962|466|235|161|207|126|0|19|0|19|0|19|28|52|15|21|3|6|12|20|0|19|0|19|0|19|0|19|0|19|0|19|61|81|0|19|251|157
1400000US25005614000|2037|378|1791|336|1281|263|510|222|434|215|14|24|4|9|0|19|58|66|7|34|0|19|7|34|0|19|0|19|0|19|0|19|0|19|0|19|189|147|6|11|44|37
1400000US25005614101|3975|503|3596|462|3208|463|388|223|337|215|23|38|28|46|0|19|0|19|19|30|0|19|0|19|19|30|0|19|0|19|0|19|0|19|33|55|0|19|0|19|327|215
1400000US25005614102|3658|561|3366|516|3184|525|182|63|171|61|0|19|11|17|0|19|0|19|8|16|0|19|0|19|8|16|0|19|0|19|0|19|0|19|0|19|17|29|7|11|260|161
1400000US25005615100|4431|315|3981|321|3610|372|371|254|371|254|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|61|72|27|41|362|177
1400000US25005616100|3722|384|3329|340|3138|335|191|98|153|89|0|19|0|19|0|19|38|45|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|18|30|0|19|375|214
1400000US25005617101|2520|244|2415|244|2243|243|172|90|144|81|10|19|18|25|0|14|0|14|10|17|0|14|0|14|10|17|0|14|0|14|0|14|0|14|0|14|0|14|0|14|95|55
1400000US25005617102|2313|264|2083|250|1960|249|123|85|78|76|45|45|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|0|14|9|14|65|91|0|14|156|90
1400000US25005630101|2235|327|2061|289|1865|278|196|116|196|116|0|14|0|14|0|14|0|14|5|12|5|12|0|14|0|14|0|14|0|14|0|14|0|14|0|14|23|24|41|43|105|88
1400000US25005630102|2999|516|2266|410|2158|385|108|105|89|97|0|14|19|30|0|14|0|14|43|51|0|14|0|14|43|51|0|14|0|14|16|27|0|14|0|14|0|14|109|107|565|349
1400000US25005630201|1641|275|1411|292|1316|325|95|63|82|54|0|14|13|22|0|14|0|14|48|55|16|25|0|14|32|50|0|14|0|14|0|14|0|14|0|14|8|15|18|32|156|73
1400000US25005630202|2712|333|2171|324|2144|327|27|31|15|25|0|19|12|19|0|19|0|19|121|68|16|24|0|19|105|61|0|19|0|19|0|19|0|19|0|19|13|20|0|19|407|141
1400000US25005630301|2964|308|2341|339|2236|348|105|79|78|64|0|19|0|19|27|55|0|19|39|44|0|19|29|36|10|17|0|19|0|19|0|19|0|19|0|19|15|24|15|23|554|160
1400000US25005630302|1763|232|1567|224|1315|223|252|103|252|103|0|14|0|14|0|14|0|14|56|57|0|14|0|14|56|57|0|14|0|14|0|14|0|14|0|14|0|14|0|14|140|95
1400000US25005630400|2661|392|2024|355|1892|335|132|135|59|91|20|31|0|19|53|82|0|19|106|81|38|61|0|19|68|57|0|19|0|19|0|19|0|19|0|19|90|88|41|64|400|165
1400000US25005631101|1652|260|1375|265|1293|256|82|67|67|61|15|24|0|14|0|14|0|14|78|75|0|14|0|14|78|75|0|14|0|14|0|14|0|14|0|14|27|44|42|50|130|78
1400000US25005631102|2398|500|2040|470|1860|452|180|102|141|79|39|50|0|14|0|14|0|14|16|27|0|14|16|27|0|14|0|14|0|14|0|14|0|14|0|14|16|28|0|14|326|140
1400000US25005631200|3770|497|3004|431|2936|434|68|71|58|69|10|16|0|19|0|19|0|19|90|73|12|21|13|21|65|69|0|19|0|19|0|19|0|19|0|19|18|29|0|19|658|245
1400000US25005631300|3267|550|2666|506|2383|468|283|134|192|96|91|104|0|19|0|19|0|19|63|70|0|19|0|19|63|70|0|19|0|19|0|19|0|19|78|111|0|19|35|40|425|203
1400000US25005631400|1785|303|1325|263|1054|231|271|152|150|119|66|87|55|72|0|14|0|14|128|106|52|83|0|14|76|66|0|14|0|14|0|14|0|14|0|14|90|73|91|109|151|86
1400000US25005631500|1716|293|1607|293|1460|291|147|71|79|56|68|42|0|14|0|14|0|14|5|9|0|14|0|14|5|9|0|14|0|14|0|14|0|14|0|14|0|14|8|12|96|62
1400000US25005631600|1800|365|1503|322|1178|253|325|172|157|95|23|35|145|138|0|14|0|14|77|77|9|15|0|14|68|75|0|14|0|14|0|14|0|14|51|45|9|15|54|72|106|82
1400000US25005631700|3644|406|2699|323|2602|323|97|65|53|47|44|44|0|19|0|19|0|19|96|66|0|19|0|19|96|66|0|19|0|19|0|19|0|19|0|19|34|40|0|19|815|233
1400000US25005631800|4046|365|3314|356|3173|344|141|99|88|81|53|72|0|19|0|19|0|19|77|78|12|21|15|25|50|63|0|19|0|19|0|19|0|19|0|19|98|44|36|44|521|250
