month,hour,station_id,station_name,latitude,longitude,observed_days,pickups,returns
2021-02,0,JC003,City Hall,40.7177325,-74.043845,2,2,0
2021-02,0,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,6,4,3
2021-02,0,JC006,Warren St,40.7211236,-74.03805095,1,1,0
2021-02,0,JC008,Newport Pkwy,40.7287448,-74.0321082,5,0,6
2021-02,0,JC009,Hamilton Park,40.727595966,-74.044247311,3,1,2
2021-02,0,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,3,1,2
2021-02,0,JC019,Hilltop,40.7311689,-74.0575736,1,0,1
2021-02,0,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,1,0,1
2021-02,0,JC023,Brunswick St,40.7241765,-74.0506564,1,1,0
2021-02,0,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,2,1,4
2021-02,0,JC032,Newark Ave,40.72152515,-74.046304543,1,1,2
2021-02,0,JC052,Liberty Light Rail,40.7112423,-74.0557013,2,2,3
2021-02,0,JC055,McGinley Square,40.7253399253558,-74.06762212514877,2,0,2
2021-02,0,JC056,Sip Ave,40.73089709786179,-74.06391263008118,6,5,1
2021-02,0,JC063,Jackson Square,40.71113,-74.0789,1,0,1
2021-02,0,JC065,Dey St,40.737711,-74.066921,2,0,2
2021-02,0,JC066,Newport PATH,40.7272235,-74.0337589,6,6,0
2021-02,0,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,1,1,0
2021-02,0,JC076,Dixon Mills,40.721630142638354,-74.04996782541275,2,0,2
2021-02,0,JC078,Lafayette Park,40.71346382669195,-74.06285852193832,1,0,1
2021-02,0,JC080,Leonard Gordon Park,40.74590996631558,-74.0572714805603,2,0,2
2021-02,0,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,2,0,2
2021-02,0,JC082,Manila & 1st,40.721650724879986,-74.04288411140442,1,2,0
2021-02,0,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,1,1,0
2021-02,0,JC094,Glenwood Ave,40.72755146730012,-74.07106071710587,1,0,1
2021-02,0,JC095,Bergen Ave,40.722103786686034,-74.07145500183105,1,0,1
2021-02,0,JC098,Washington St,40.7242941,-74.0354826,2,1,1
2021-02,0,JC099,Montgomery St,40.71942,-74.05099,1,0,1
2021-02,0,JC103,Journal Square,40.73367,-74.0625,1,1,0
2021-02,0,JC104,Harborside,40.7192517,-74.034234,1,0,1
2021-02,1,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,5,5,2
2021-02,1,JC006,Warren St,40.7211236,-74.03805095,1,1,0
2021-02,1,JC008,Newport Pkwy,40.7287448,-74.0321082,2,0,2
2021-02,1,JC009,Hamilton Park,40.727595966,-74.044247311,1,1,0
2021-02,1,JC019,Hilltop,40.7311689,-74.0575736,1,1,0
2021-02,1,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,1,0,1
2021-02,1,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,1,1,0
2021-02,1,JC034,Christ Hospital,40.734785818,-74.050443636,3,1,2
2021-02,1,JC038,Essex Light Rail,40.7127742,-74.0364857,3,0,3
2021-02,1,JC052,Liberty Light Rail,40.7112423,-74.0557013,2,1,1
2021-02,1,JC055,McGinley Square,40.7253399253558,-74.06762212514877,2,0,2
2021-02,1,JC056,Sip Ave,40.73089709786179,-74.06391263008118,6,6,1
2021-02,1,JC057,Riverview Park,40.7443187,-74.0439909,1,1,0
2021-02,1,JC066,Newport PATH,40.7272235,-74.0337589,2,1,1
2021-02,1,JC072,Morris Canal,40.7124188237569,-74.03852552175522,1,0,1
2021-02,1,JC076,Dixon Mills,40.721630142638354,-74.04996782541275,1,0,1
2021-02,1,JC077,Astor Place,40.71928220070702,-74.07126188278198,1,0,1
2021-02,1,JC080,Leonard Gordon Park,40.74590996631558,-74.0572714805603,1,0,1
2021-02,1,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,1,0,1
2021-02,1,JC094,Glenwood Ave,40.72755146730012,-74.07106071710587,1,1,0
2021-02,1,JC098,Washington St,40.7242941,-74.0354826,2,1,1
2021-02,1,JC103,Journal Square,40.73367,-74.0625,1,2,1
2021-02,1,JC106,Columbus Dr at Exchange Pl,40.71687,-74.03281,2,2,0
2021-02,10,JC002,Paulus Hook,40.7141454,-74.0335519,3,4,2
2021-02,10,JC003,City Hall,40.7177325,-74.043845,10,6,14
2021-02,10,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,14,10,17
2021-02,10,JC006,Warren St,40.7211236,-74.03805095,8,6,5
2021-02,10,JC008,Newport Pkwy,40.7287448,-74.0321082,8,8,4
2021-02,10,JC009,Hamilton Park,40.727595966,-74.044247311,14,11,13
2021-02,10,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,7,6,7
2021-02,10,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,12,16,5
2021-02,10,JC014,Columbus Drive,40.71835519823214,-74.03891444206238,5,3,4
2021-02,10,JC018,5 Corners Library,40.734961020009514,-74.0595030784607,1,1,0
2021-02,10,JC019,Hilltop,40.7311689,-74.0575736,3,3,1
2021-02,10,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,12,12,1
2021-02,10,JC023,Brunswick St,40.7241765,-74.0506564,9,3,8
2021-02,10,JC024,Pershing Field,40.742677141,-74.051788633,4,1,3
2021-02,10,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,5,4,3
2021-02,10,JC032,Newark Ave,40.72152515,-74.046304543,9,7,9
2021-02,10,JC034,Christ Hospital,40.734785818,-74.050443636,2,2,1
2021-02,10,JC035,Van Vorst Park,40.71848892,-74.047726625,5,2,5
2021-02,10,JC038,Essex Light Rail,40.7127742,-74.0364857,6,5,3
2021-02,10,JC051,Union St,40.7182113,-74.0836394,3,3,1
2021-02,10,JC052,Liberty Light Rail,40.7112423,-74.0557013,7,7,2
2021-02,10,JC053,Lincoln Park,40.7246050998869,-74.07840594649315,1,1,0
2021-02,10,JC055,McGinley Square,40.7253399253558,-74.06762212514877,11,17,1
2021-02,10,JC056,Sip Ave,40.73089709786179,-74.06391263008118,15,2,19
2021-02,10,JC065,Dey St,40.737711,-74.066921,1,0,1
2021-02,10,JC066,Newport PATH,40.7272235,-74.0337589,13,7,11
2021-02,10,JC072,Morris Canal,40.7124188237569,-74.03852552175522,6,4,3
2021-02,10,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,5,1,8
2021-02,10,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,5,5,4
2021-02,10,JC076,Dixon Mills,40.721630142638354,-74.04996782541275,3,3,2
2021-02,10,JC077,Astor Place,40.71928220070702,-74.07126188278198,5,5,1
2021-02,10,JC078,Lafayette Park,40.71346382669195,-74.06285852193832,2,3,0
2021-02,10,JC080,Leonard Gordon Park,40.74590996631558,-74.0572714805603,3,4,1
2021-02,10,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,2,2,3
2021-02,10,JC082,Manila & 1st,40.721650724879986,-74.04288411140442,10,5,7
2021-02,10,JC084,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,1,0,1
2021-02,10,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,5,5,1
2021-02,10,JC094,Glenwood Ave,40.72755146730012,-74.07106071710587,2,1,1
2021-02,10,JC096,York St,40.71649,-74.04105,1,1,0
2021-02,10,JC098,Washington St,40.7242941,-74.0354826,9,7,7
2021-02,10,JC099,Montgomery St,40.71942,-74.05099,3,1,3
2021-02,10,JC102,Grand St,40.71517767732029,-74.03768330812454,8,9,2
2021-02,10,JC103,Journal Square,40.73367,-74.0625,4,3,4
2021-02,10,JC104,Harborside,40.7192517,-74.034234,10,13,5
2021-02,10,JC105,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,4,1,3
2021-02,10,JC106,Columbus Dr at Exchange Pl,40.71687,-74.03281,9,2,15
2021-02,11,JC002,Paulus Hook,40.7141454,-74.0335519,3,1,3
2021-02,11,JC003,City Hall,40.7177325,-74.043845,13,9,12
2021-02,11,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,15,5,19
2021-02,11,JC006,Warren St,40.7211236,-74.03805095,11,11,8
2021-02,11,JC008,Newport Pkwy,40.7287448,-74.0321082,12,13,11
2021-02,11,JC009,Hamilton Park,40.727595966,-74.044247311,13,12,16
2021-02,11,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,11,10,7
2021-02,11,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,17,12,22
2021-02,11,JC014,Columbus Drive,40.71835519823214,-74.03891444206238,14,11,12
2021-02,11,JC018,5 Corners Library,40.734961020009514,-74.0595030784607,2,0,2
2021-02,11,JC019,Hilltop,40.7311689,-74.0575736,6,6,2
2021-02,11,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,6,8,3
2021-02,11,JC022,Oakland Ave,40.7376037,-74.0524783,4,3,1
2021-02,11,JC023,Brunswick St,40.7241765,-74.0506564,9,9,2
2021-02,11,JC024,Pershing Field,40.742677141,-74.051788633,2,2,2
2021-02,11,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,3,2,2
2021-02,11,JC032,Newark Ave,40.72152515,-74.046304543,11,9,14
2021-02,11,JC034,Christ Hospital,40.734785818,-74.050443636,4,3,4
2021-02,11,JC035,Van Vorst Park,40.71848892,-74.047726625,8,7,4
2021-02,11,JC038,Essex Light Rail,40.7127742,-74.0364857,6,8,2
2021-02,11,JC052,Liberty Light Rail,40.7112423,-74.0557013,6,6,3
2021-02,11,JC053,Lincoln Park,40.7246050998869,-74.07840594649315,6,6,5
2021-02,11,JC055,McGinley Square,40.7253399253558,-74.06762212514877,5,5,0
2021-02,11,JC056,Sip Ave,40.73089709786179,-74.06391263008118,9,5,11
2021-02,11,JC057,Riverview Park,40.7443187,-74.0439909,1,1,0
2021-02,11,JC059,Heights Elevator,40.748715945380226,-74.04044330120087,2,1,1
2021-02,11,JC065,Dey St,40.737711,-74.066921,2,1,1
2021-02,11,JC066,Newport PATH,40.7272235,-74.0337589,11,7,12
2021-02,11,JC072,Morris Canal,40.7124188237569,-74.03852552175522,5,2,3
2021-02,11,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,3,4,2
2021-02,11,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,7,6,3
2021-02,11,JC076,Dixon Mills,40.721630142638354,-74.04996782541275,7,5,3
2021-02,11,JC077,Astor Place,40.71928220070702,-74.07126188278198,5,4,4
2021-02,11,JC078,Lafayette Park,40.71346382669195,-74.06285852193832,3,4,2
2021-02,11,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,6,5,4
2021-02,11,JC082,Manila & 1st,40.721650724879986,-74.04288411140442,6,4,5
2021-02,11,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,8,9,1
2021-02,11,JC094,Glenwood Ave,40.72755146730012,-74.07106071710587,4,3,1
2021-02,11,JC095,Bergen Ave,40.722103786686034,-74.07145500183105,1,1,0
2021-02,11,JC096,York St,40.71649,-74.04105,4,3,1
2021-02,11,JC098,Washington St,40.7242941,-74.0354826,5,1,5
2021-02,11,JC099,Montgomery St,40.71942,-74.05099,5,1,5
2021-02,11,JC102,Grand St,40.71517767732029,-74.03768330812454,9,4,8
2021-02,11,JC103,Journal Square,40.73367,-74.0625,4,4,1
2021-02,11,JC104,Harborside,40.7192517,-74.034234,14,17,7
2021-02,11,JC105,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,1,1,0
2021-02,11,JC106,Columbus Dr at Exchange Pl,40.71687,-74.03281,12,9,14
2021-02,12,JC002,Paulus Hook,40.7141454,-74.0335519,7,5,5
2021-02,12,JC003,City Hall,40.7177325,-74.043845,7,10,7
2021-02,12,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,13,13,20
2021-02,12,JC006,Warren St,40.7211236,-74.03805095,10,8,7
2021-02,12,JC008,Newport Pkwy,40.7287448,-74.0321082,20,22,37
2021-02,12,JC009,Hamilton Park,40.727595966,-74.044247311,14,14,11
2021-02,12,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,13,11,9
2021-02,12,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,14,12,21
2021-02,12,JC014,Columbus Drive,40.71835519823214,-74.03891444206238,15,14,10
2021-02,12,JC018,5 Corners Library,40.734961020009514,-74.0595030784607,3,2,2
2021-02,12,JC019,Hilltop,40.7311689,-74.0575736,3,1,2
2021-02,12,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,8,6,2
2021-02,12,JC022,Oakland Ave,40.7376037,-74.0524783,7,4,4
2021-02,12,JC023,Brunswick St,40.7241765,-74.0506564,11,13,6
2021-02,12,JC024,Pershing Field,40.742677141,-74.051788633,6,5,5
2021-02,12,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,3,2,1
2021-02,12,JC032,Newark Ave,40.72152515,-74.046304543,15,14,11
2021-02,12,JC034,Christ Hospital,40.734785818,-74.050443636,1,3,1
2021-02,12,JC035,Van Vorst Park,40.71848892,-74.047726625,6,3,7
2021-02,12,JC038,Essex Light Rail,40.7127742,-74.0364857,1,0,1
2021-02,12,JC051,Union St,40.7182113,-74.0836394,2,1,1
2021-02,12,JC052,Liberty Light Rail,40.7112423,-74.0557013,2,1,1
2021-02,12,JC053,Lincoln Park,40.7246050998869,-74.07840594649315,5,6,2
2021-02,12,JC055,McGinley Square,40.7253399253558,-74.06762212514877,7,4,7
2021-02,12,JC056,Sip Ave,40.73089709786179,-74.06391263008118,8,9,6
2021-02,12,JC057,Riverview Park,40.7443187,-74.0439909,1,1,0
2021-02,12,JC059,Heights Elevator,40.748715945380226,-74.04044330120087,2,3,1
2021-02,12,JC065,Dey St,40.737711,-74.066921,2,0,3
2021-02,12,JC066,Newport PATH,40.7272235,-74.0337589,11,13,9
2021-02,12,JC072,Morris Canal,40.7124188237569,-74.03852552175522,11,8,7
2021-02,12,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,8,10,9
2021-02,12,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,6,2,5
2021-02,12,JC076,Dixon Mills,40.721630142638354,-74.04996782541275,4,2,2
2021-02,12,JC077,Astor Place,40.71928220070702,-74.07126188278198,4,3,2
2021-02,12,JC078,Lafayette Park,40.71346382669195,-74.06285852193832,4,3,2
2021-02,12,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,8,7,4
2021-02,12,JC082,Manila & 1st,40.721650724879986,-74.04288411140442,10,11,10
2021-02,12,JC084,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,4,6,2
2021-02,12,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,3,1,2
2021-02,12,JC094,Glenwood Ave,40.72755146730012,-74.07106071710587,3,4,1
2021-02,12,JC095,Bergen Ave,40.722103786686034,-74.07145500183105,2,2,1
2021-02,12,JC096,York St,40.71649,-74.04105,4,3,3
2021-02,12,JC098,Washington St,40.7242941,-74.0354826,10,4,9
2021-02,12,JC099,Montgomery St,40.71942,-74.05099,6,7,1
2021-02,12,JC102,Grand St,40.71517767732029,-74.03768330812454,9,5,7
2021-02,12,JC103,Journal Square,40.73367,-74.0625,8,6,3
2021-02,12,JC104,Harborside,40.7192517,-74.034234,15,19,10
2021-02,12,JC105,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,1,1,0
2021-02,12,JC106,Columbus Dr at Exchange Pl,40.71687,-74.03281,9,4,8
2021-02,13,JC002,Paulus Hook,40.7141454,-74.0335519,6,4,4
2021-02,13,JC003,City Hall,40.7177325,-74.043845,8,6,5
2021-02,13,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,17,17,24
2021-02,13,JC006,Warren St,40.7211236,-74.03805095,10,11,7
2021-02,13,JC008,Newport Pkwy,40.7287448,-74.0321082,15,24,23
2021-02,13,JC009,Hamilton Park,40.727595966,-74.044247311,20,19,25
2021-02,13,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,9,8,9
2021-02,13,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,15,14,11
2021-02,13,JC014,Columbus Drive,40.71835519823214,-74.03891444206238,12,8,10
2021-02,13,JC018,5 Corners Library,40.734961020009514,-74.0595030784607,1,3,3
2021-02,13,JC019,Hilltop,40.7311689,-74.0575736,1,1,1
2021-02,13,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,4,5,4
2021-02,13,JC022,Oakland Ave,40.7376037,-74.0524783,5,5,1
2021-02,13,JC023,Brunswick St,40.7241765,-74.0506564,11,6,5
2021-02,13,JC024,Pershing Field,40.742677141,-74.051788633,4,2,3
2021-02,13,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,6,3,4
2021-02,13,JC032,Newark Ave,40.72152515,-74.046304543,12,8,10
2021-02,13,JC034,Christ Hospital,40.734785818,-74.050443636,3,3,0
2021-02,13,JC035,Van Vorst Park,40.71848892,-74.047726625,10,10,6
2021-02,13,JC038,Essex Light Rail,40.7127742,-74.0364857,8,5,7
2021-02,13,JC052,Liberty Light Rail,40.7112423,-74.0557013,9,6,12
2021-02,13,JC053,Lincoln Park,40.7246050998869,-74.07840594649315,8,4,7
2021-02,13,JC055,McGinley Square,40.7253399253558,-74.06762212514877,10,9,7
2021-02,13,JC056,Sip Ave,40.73089709786179,-74.06391263008118,12,11,23
2021-02,13,JC057,Riverview Park,40.7443187,-74.0439909,1,1,0
2021-02,13,JC059,Heights Elevator,40.748715945380226,-74.04044330120087,3,2,3
2021-02,13,JC063,Jackson Square,40.71113,-74.0789,2,1,1
2021-02,13,JC066,Newport PATH,40.7272235,-74.0337589,14,15,17
2021-02,13,JC072,Morris Canal,40.7124188237569,-74.03852552175522,10,15,2
2021-02,13,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,9,4,7
2021-02,13,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,2,2,0
2021-02,13,JC076,Dixon Mills,40.721630142638354,-74.04996782541275,6,2,7
2021-02,13,JC077,Astor Place,40.71928220070702,-74.07126188278198,9,14,1
2021-02,13,JC078,Lafayette Park,40.71346382669195,-74.06285852193832,4,3,1
2021-02,13,JC080,Leonard Gordon Park,40.74590996631558,-74.0572714805603,1,1,0
2021-02,13,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,8,4,7
2021-02,13,JC082,Manila & 1st,40.721650724879986,-74.04288411140442,10,5,9
2021-02,13,JC084,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,4,2,2
2021-02,13,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,2,2,0
2021-02,13,JC094,Glenwood Ave,40.72755146730012,-74.07106071710587,5,2,3
2021-02,13,JC095,Bergen Ave,40.722103786686034,-74.07145500183105,4,4,1
2021-02,13,JC096,York St,40.71649,-74.04105,5,3,2
2021-02,13,JC098,Washington St,40.7242941,-74.0354826,8,5,4
2021-02,13,JC099,Montgomery St,40.71942,-74.05099,6,6,2
2021-02,13,JC102,Grand St,40.71517767732029,-74.03768330812454,14,9,14
2021-02,13,JC103,Journal Square,40.73367,-74.0625,4,4,1
2021-02,13,JC104,Harborside,40.7192517,-74.034234,14,12,7
2021-02,13,JC105,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,5,5,2
2021-02,13,JC106,Columbus Dr at Exchange Pl,40.71687,-74.03281,13,7,16
2021-02,14,JC002,Paulus Hook,40.7141454,-74.0335519,2,1,2
2021-02,14,JC003,City Hall,40.7177325,-74.043845,15,11,14
2021-02,14,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,18,19,27
2021-02,14,JC006,Warren St,40.7211236,-74.03805095,12,14,9
2021-02,14,JC008,Newport Pkwy,40.7287448,-74.0321082,14,16,16
2021-02,14,JC009,Hamilton Park,40.727595966,-74.044247311,18,31,15
2021-02,14,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,10,5,14
2021-02,14,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,17,17,10
2021-02,14,JC014,Columbus Drive,40.71835519823214,-74.03891444206238,11,7,9
2021-02,14,JC018,5 Corners Library,40.734961020009514,-74.0595030784607,2,0,2
2021-02,14,JC019,Hilltop,40.7311689,-74.0575736,6,6,3
2021-02,14,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,5,4,3
2021-02,14,JC022,Oakland Ave,40.7376037,-74.0524783,2,3,1
2021-02,14,JC023,Brunswick St,40.7241765,-74.0506564,8,2,7
2021-02,14,JC024,Pershing Field,40.742677141,-74.051788633,5,2,6
2021-02,14,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,10,8,6
2021-02,14,JC032,Newark Ave,40.72152515,-74.046304543,15,9,14
2021-02,14,JC034,Christ Hospital,40.734785818,-74.050443636,4,3,1
2021-02,14,JC035,Van Vorst Park,40.71848892,-74.047726625,11,8,6
2021-02,14,JC038,Essex Light Rail,40.7127742,-74.0364857,9,10,4
2021-02,14,JC052,Liberty Light Rail,40.7112423,-74.0557013,8,12,5
2021-02,14,JC053,Lincoln Park,40.7246050998869,-74.07840594649315,7,6,2
2021-02,14,JC055,McGinley Square,40.7253399253558,-74.06762212514877,12,12,7
2021-02,14,JC056,Sip Ave,40.73089709786179,-74.06391263008118,17,9,20
2021-02,14,JC057,Riverview Park,40.7443187,-74.0439909,2,3,2
2021-02,14,JC059,Heights Elevator,40.748715945380226,-74.04044330120087,1,0,1
2021-02,14,JC063,Jackson Square,40.71113,-74.0789,3,3,3
2021-02,14,JC065,Dey St,40.737711,-74.066921,2,4,3
2021-02,14,JC066,Newport PATH,40.7272235,-74.0337589,17,20,18
2021-02,14,JC072,Morris Canal,40.7124188237569,-74.03852552175522,9,6,7
2021-02,14,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,9,9,7
2021-02,14,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,5,4,4
2021-02,14,JC076,Dixon Mills,40.721630142638354,-74.04996782541275,3,4,0
2021-02,14,JC077,Astor Place,40.71928220070702,-74.07126188278198,13,10,7
2021-02,14,JC078,Lafayette Park,40.71346382669195,-74.06285852193832,7,4,6
2021-02,14,JC080,Leonard Gordon Park,40.74590996631558,-74.0572714805603,4,4,2
2021-02,14,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,6,5,2
2021-02,14,JC082,Manila & 1st,40.721650724879986,-74.04288411140442,6,4,6
2021-02,14,JC084,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,6,6,1
2021-02,14,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,7,6,1
2021-02,14,JC094,Glenwood Ave,40.72755146730012,-74.07106071710587,2,3,0
2021-02,14,JC095,Bergen Ave,40.722103786686034,-74.07145500183105,5,4,4
2021-02,14,JC096,York St,40.71649,-74.04105,8,5,8
2021-02,14,JC098,Washington St,40.7242941,-74.0354826,14,10,12
2021-02,14,JC099,Montgomery St,40.71942,-74.05099,11,12,7
2021-02,14,JC102,Grand St,40.71517767732029,-74.03768330812454,13,4,20
2021-02,14,JC103,Journal Square,40.73367,-74.0625,8,3,5
2021-02,14,JC104,Harborside,40.7192517,-74.034234,12,7,7
2021-02,14,JC105,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,8,3,8
2021-02,14,JC106,Columbus Dr at Exchange Pl,40.71687,-74.03281,13,10,11
2021-02,15,4953.04,South St & Gouverneur Ln,40.70355377,-74.00670227,1,0,1
2021-02,15,JC002,Paulus Hook,40.7141454,-74.0335519,9,9,5
2021-02,15,JC003,City Hall,40.7177325,-74.043845,11,8,11
2021-02,15,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,15,27,20
2021-02,15,JC006,Warren St,40.7211236,-74.03805095,12,10,9
2021-02,15,JC008,Newport Pkwy,40.7287448,-74.0321082,13,18,20
2021-02,15,JC009,Hamilton Park,40.727595966,-74.044247311,17,22,20
2021-02,15,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,15,17,14
2021-02,15,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,20,21,20
2021-02,15,JC014,Columbus Drive,40.71835519823214,-74.03891444206238,8,7,4
2021-02,15,JC018,5 Corners Library,40.734961020009514,-74.0595030784607,7,5,4
2021-02,15,JC019,Hilltop,40.7311689,-74.0575736,6,5,1
2021-02,15,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,10,7,7
2021-02,15,JC022,Oakland Ave,40.7376037,-74.0524783,4,3,2
2021-02,15,JC023,Brunswick St,40.7241765,-74.0506564,10,4,9
2021-02,15,JC024,Pershing Field,40.742677141,-74.051788633,11,10,6
2021-02,15,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,6,6,2
2021-02,15,JC032,Newark Ave,40.72152515,-74.046304543,9,5,9
2021-02,15,JC034,Christ Hospital,40.734785818,-74.050443636,6,6,3
2021-02,15,JC035,Van Vorst Park,40.71848892,-74.047726625,11,6,10
2021-02,15,JC038,Essex Light Rail,40.7127742,-74.0364857,7,4,7
2021-02,15,JC051,Union St,40.7182113,-74.0836394,1,0,1
2021-02,15,JC052,Liberty Light Rail,40.7112423,-74.0557013,14,16,11
2021-02,15,JC053,Lincoln Park,40.7246050998869,-74.07840594649315,7,5,2
2021-02,15,JC055,McGinley Square,40.7253399253558,-74.06762212514877,12,7,9
2021-02,15,JC056,Sip Ave,40.73089709786179,-74.06391263008118,14,28,8
2021-02,15,JC057,Riverview Park,40.7443187,-74.0439909,3,3,2
2021-02,15,JC059,Heights Elevator,40.748715945380226,-74.04044330120087,1,0,1
2021-02,15,JC063,Jackson Square,40.71113,-74.0789,1,1,1
2021-02,15,JC065,Dey St,40.737711,-74.066921,2,2,1
2021-02,15,JC066,Newport PATH,40.7272235,-74.0337589,21,23,20
2021-02,15,JC072,Morris Canal,40.7124188237569,-74.03852552175522,11,6,9
2021-02,15,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,7,8,3
2021-02,15,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,7,3,5
2021-02,15,JC076,Dixon Mills,40.721630142638354,-74.04996782541275,4,2,3
2021-02,15,JC077,Astor Place,40.71928220070702,-74.07126188278198,7,4,3
2021-02,15,JC078,Lafayette Park,40.71346382669195,-74.06285852193832,7,2,8
2021-02,15,JC080,Leonard Gordon Park,40.74590996631558,-74.0572714805603,1,0,1
2021-02,15,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,9,9,4
2021-02,15,JC082,Manila & 1st,40.721650724879986,-74.04288411140442,10,8,6
2021-02,15,JC084,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,7,9,3
2021-02,15,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,8,6,8
2021-02,15,JC094,Glenwood Ave,40.72755146730012,-74.07106071710587,4,3,3
2021-02,15,JC095,Bergen Ave,40.722103786686034,-74.07145500183105,1,1,0
2021-02,15,JC096,York St,40.71649,-74.04105,7,3,4
2021-02,15,JC098,Washington St,40.7242941,-74.0354826,7,4,7
2021-02,15,JC099,Montgomery St,40.71942,-74.05099,7,5,8
2021-02,15,JC102,Grand St,40.71517767732029,-74.03768330812454,8,8,5
2021-02,15,JC103,Journal Square,40.73367,-74.0625,6,4,6
2021-02,15,JC104,Harborside,40.7192517,-74.034234,15,10,16
2021-02,15,JC105,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,8,5,5
2021-02,15,JC106,Columbus Dr at Exchange Pl,40.71687,-74.03281,15,20,10
2021-02,16,JC002,Paulus Hook,40.7141454,-74.0335519,15,20,6
2021-02,16,JC003,City Hall,40.7177325,-74.043845,13,12,13
2021-02,16,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,17,20,25
2021-02,16,JC006,Warren St,40.7211236,-74.03805095,16,19,19
2021-02,16,JC008,Newport Pkwy,40.7287448,-74.0321082,14,18,19
