person_id,cohort,weight,age,age_band,education_band,worker_class,puma,sex,race,hispanic_origin,employed
2019-2019HU0926918-02,2019,161,19,18-34,high_school_some_college,missing,00103,2,2,01,0
2019-2019HU0927200-01,2019,62,59,50-64,high_school_some_college,missing,00102,1,1,01,0
2019-2019HU0928067-01,2019,141,48,35-49,associate_bachelor,missing,00101,2,1,03,0
2019-2019HU0929142-01,2019,38,40,35-49,high_school_some_college,1,00102,1,2,05,1
2019-2019HU0929142-02,2019,39,41,35-49,high_school_some_college,1,00102,2,2,05,1
2019-2019HU0929203-01,2019,65,29,18-34,associate_bachelor,4,00104,2,1,01,1
2019-2019HU0929372-01,2019,48,63,50-64,high_school_some_college,2,00201,2,1,01,1
2019-2019HU0929372-02,2019,50,63,50-64,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0930137-01,2019,72,53,50-64,high_school_some_college,7,00300,2,1,01,1
2019-2019HU0930137-02,2019,99,54,50-64,high_school_some_college,7,00300,1,1,01,1
2019-2019HU0930137-03,2019,125,25,18-34,associate_bachelor,1,00300,2,1,01,1
2019-2019HU0931049-01,2019,101,59,50-64,high_school_some_college,7,00104,2,1,03,1
2019-2019HU0931423-01,2019,68,47,35-49,associate_bachelor,1,00400,1,1,01,1
2019-2019HU0931710-01,2019,110,30,18-34,high_school_some_college,1,00400,2,1,01,1
2019-2019HU0931710-02,2019,107,28,18-34,high_school_some_college,1,00400,1,1,01,1
2019-2019HU0931874-01,2019,43,42,35-49,associate_bachelor,5,00300,1,1,01,1
2019-2019HU0931874-02,2019,36,40,35-49,high_school_some_college,missing,00300,2,1,01,0
2019-2019HU0932674-01,2019,69,44,35-49,graduate,1,00102,1,1,01,1
2019-2019HU0933023-01,2019,152,33,18-34,high_school_some_college,2,00103,2,9,01,0
2019-2019HU0933172-01,2019,44,62,50-64,associate_bachelor,7,00400,1,1,01,0
2019-2019HU0933496-01,2019,134,36,35-49,high_school_some_college,3,00103,2,1,05,1
2019-2019HU0933496-02,2019,116,38,35-49,below_high_school,1,00103,1,9,05,1
2019-2019HU0933890-01,2019,87,52,50-64,graduate,2,00103,1,1,01,1
2019-2019HU0933890-02,2019,62,46,35-49,graduate,3,00103,2,2,01,1
2019-2019HU0934379-01,2019,56,48,35-49,high_school_some_college,2,00102,2,1,01,1
2019-2019HU0934379-02,2019,72,49,35-49,below_high_school,1,00102,1,1,01,1
2019-2019HU0934379-03,2019,55,24,18-34,high_school_some_college,1,00102,2,1,01,1
2019-2019HU0934379-04,2019,90,20,18-34,high_school_some_college,1,00102,1,1,01,1
2019-2019HU0935131-01,2019,58,55,50-64,associate_bachelor,1,00103,1,1,01,1
2019-2019HU0935131-02,2019,109,55,50-64,high_school_some_college,1,00103,1,1,01,1
2019-2019HU0935223-01,2019,46,58,50-64,graduate,1,00201,2,1,01,0
2019-2019HU0935223-02,2019,50,62,50-64,graduate,1,00201,1,1,01,1
2019-2019HU0935823-01,2019,64,60,50-64,associate_bachelor,4,00201,1,1,01,1
2019-2019HU0936168-01,2019,49,59,50-64,below_high_school,1,00103,1,8,24,0
2019-2019HU0938707-01,2019,48,32,18-34,associate_bachelor,1,00300,1,1,01,1
2019-2019HU0938707-02,2019,41,30,18-34,graduate,1,00300,2,1,01,1
2019-2019HU0938773-01,2019,171,61,50-64,associate_bachelor,1,00102,2,1,01,0
2019-2019HU0938773-03,2019,293,40,35-49,high_school_some_college,missing,00102,1,1,01,0
2019-2019HU0938900-01,2019,61,58,50-64,associate_bachelor,5,00300,1,1,01,1
2019-2019HU0938900-02,2019,66,54,50-64,high_school_some_college,1,00300,2,1,01,1
2019-2019HU0938900-03,2019,102,25,18-34,high_school_some_college,1,00300,1,1,01,1
2019-2019HU0939499-01,2019,49,60,50-64,associate_bachelor,1,00201,1,1,01,1
2019-2019HU0940521-01,2019,76,37,35-49,high_school_some_college,1,00104,2,1,01,1
2019-2019HU0940521-02,2019,68,39,35-49,high_school_some_college,1,00104,1,1,01,1
2019-2019HU0941165-01,2019,75,39,35-49,high_school_some_college,1,00400,2,1,01,0
2019-2019HU0941570-02,2019,102,64,50-64,associate_bachelor,2,00400,2,1,01,1
2019-2019HU0941570-03,2019,198,29,18-34,associate_bachelor,1,00400,2,1,01,1
2019-2019HU0942768-01,2019,29,56,50-64,associate_bachelor,1,00102,2,1,01,1
2019-2019HU0943934-01,2019,112,64,50-64,high_school_some_college,1,00101,1,1,01,0
2019-2019HU0943983-02,2019,362,48,35-49,high_school_some_college,3,00102,2,1,01,1
2019-2019HU0944824-02,2019,109,64,50-64,associate_bachelor,1,00104,2,1,01,1
2019-2019HU0945282-01,2019,61,39,35-49,high_school_some_college,2,00101,1,1,01,1
2019-2019HU0945282-02,2019,64,39,35-49,high_school_some_college,1,00101,2,1,01,1
2019-2019HU0945523-01,2019,54,40,35-49,associate_bachelor,1,00201,1,1,01,1
2019-2019HU0945523-02,2019,64,42,35-49,associate_bachelor,missing,00201,2,1,01,0
2019-2019HU0945902-01,2019,52,44,35-49,associate_bachelor,1,00300,2,1,01,1
2019-2019HU0945902-02,2019,44,45,35-49,graduate,3,00300,1,1,01,1
2019-2019HU0945902-03,2019,198,18,18-34,below_high_school,1,00300,1,1,01,1
2019-2019HU0947258-01,2019,76,56,50-64,associate_bachelor,1,00201,1,1,01,1
2019-2019HU0947258-02,2019,77,64,50-64,graduate,2,00201,1,1,01,1
2019-2019HU0947896-01,2019,66,37,35-49,associate_bachelor,5,00300,1,1,01,1
2019-2019HU0947896-02,2019,62,41,35-49,graduate,1,00300,2,1,01,1
2019-2019HU0948054-01,2019,75,32,18-34,associate_bachelor,1,00103,1,1,01,0
2019-2019HU0948195-01,2019,106,64,50-64,high_school_some_college,1,00201,2,1,01,0
2019-2019HU0948235-01,2019,36,48,35-49,high_school_some_college,1,00201,2,1,01,1
2019-2019HU0948235-02,2019,37,50,50-64,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0948235-03,2019,34,25,18-34,associate_bachelor,1,00201,2,1,01,1
2019-2019HU0948235-04,2019,40,20,18-34,associate_bachelor,1,00201,2,1,01,1
2019-2019HU0948588-01,2019,57,50,50-64,associate_bachelor,1,00102,1,1,01,1
2019-2019HU0948588-02,2019,70,49,35-49,associate_bachelor,1,00102,2,1,01,1
2019-2019HU0948902-01,2019,52,37,35-49,associate_bachelor,missing,00400,2,1,01,0
2019-2019HU0948902-02,2019,49,38,35-49,associate_bachelor,2,00400,1,1,01,1
2019-2019HU0948954-01,2019,322,56,50-64,high_school_some_college,1,00201,2,1,01,1
2019-2019HU0948954-02,2019,335,57,50-64,high_school_some_college,2,00201,1,1,01,1
2019-2019HU0949300-01,2019,49,59,50-64,associate_bachelor,1,00101,2,1,01,0
2019-2019HU0949300-02,2019,51,64,50-64,below_high_school,1,00101,1,1,01,0
2019-2019HU0949340-01,2019,61,62,50-64,high_school_some_college,1,00104,1,1,01,1
2019-2019HU0949340-02,2019,51,63,50-64,associate_bachelor,1,00104,2,1,01,1
2019-2019HU0950211-01,2019,60,43,35-49,high_school_some_college,1,00101,1,1,01,1
2019-2019HU0950211-02,2019,69,48,35-49,associate_bachelor,3,00101,1,9,01,1
2019-2019HU0950723-01,2019,65,46,35-49,high_school_some_college,1,00400,1,1,01,1
2019-2019HU0951197-01,2019,51,61,50-64,associate_bachelor,1,00101,2,1,01,1
2019-2019HU0951197-02,2019,84,28,18-34,associate_bachelor,3,00101,2,1,01,1
2019-2019HU0951795-01,2019,111,45,35-49,associate_bachelor,2,00300,1,1,01,1
2019-2019HU0951795-02,2019,103,53,50-64,graduate,3,00300,2,1,01,1
2019-2019HU0951795-03,2019,106,18,18-34,below_high_school,1,00300,1,1,01,1
2019-2019HU0952075-01,2019,113,44,35-49,graduate,2,00102,2,1,01,1
2019-2019HU0952110-01,2019,54,38,35-49,associate_bachelor,1,00102,2,1,01,1
2019-2019HU0952607-01,2019,44,47,35-49,associate_bachelor,2,00300,1,1,01,1
2019-2019HU0952965-01,2019,282,38,35-49,associate_bachelor,2,00102,1,2,01,1
2019-2019HU0952965-02,2019,199,32,18-34,associate_bachelor,1,00102,2,1,01,1
2019-2019HU0953130-01,2019,51,62,50-64,high_school_some_college,1,00104,1,6,01,1
2019-2019HU0953130-02,2019,64,60,50-64,high_school_some_college,6,00104,2,6,01,1
2019-2019HU0953130-03,2019,41,20,18-34,high_school_some_college,missing,00104,1,6,01,0
2019-2019HU0953318-01,2019,179,37,35-49,high_school_some_college,1,00300,2,8,01,1
2019-2019HU0953318-02,2019,93,43,35-49,high_school_some_college,1,00300,1,2,01,1
2019-2019HU0953318-03,2019,124,22,18-34,associate_bachelor,1,00300,2,8,01,1
2019-2019HU0954742-02,2019,303,47,35-49,high_school_some_college,1,00102,1,1,01,1
2019-2019HU0954816-01,2019,197,59,50-64,associate_bachelor,5,00300,1,6,01,1
2019-2019HU0954816-02,2019,199,58,50-64,graduate,missing,00300,2,6,01,0
2019-2019HU0955474-01,2019,123,37,35-49,high_school_some_college,1,00104,1,7,01,1
2019-2019HU0955649-01,2019,81,57,50-64,associate_bachelor,missing,00300,1,1,01,0
2019-2019HU0955649-02,2019,74,61,50-64,associate_bachelor,missing,00300,2,1,01,0
2019-2019HU0957294-01,2019,92,48,35-49,below_high_school,1,00102,2,8,05,1
2019-2019HU0957294-02,2019,96,51,50-64,below_high_school,1,00102,1,8,05,1
2019-2019HU0958434-01,2019,284,44,35-49,high_school_some_college,6,00103,2,2,01,1
2019-2019HU0958805-01,2019,498,34,18-34,high_school_some_college,1,00103,1,1,07,1
2019-2019HU0959245-02,2019,181,26,18-34,associate_bachelor,1,00103,1,1,01,1
2019-2019HU0959603-01,2019,125,34,18-34,associate_bachelor,3,00102,2,1,01,1
2019-2019HU0959603-02,2019,171,38,35-49,high_school_some_college,1,00102,1,2,03,0
2019-2019HU0960092-01,2019,122,61,50-64,below_high_school,1,00104,1,1,01,1
2019-2019HU0960092-02,2019,102,57,50-64,below_high_school,6,00104,2,1,01,1
2019-2019HU0960092-03,2019,200,36,35-49,associate_bachelor,1,00104,1,1,01,1
2019-2019HU0960092-04,2019,181,29,18-34,associate_bachelor,1,00104,1,1,01,1
2019-2019HU0960247-03,2019,126,51,50-64,below_high_school,1,00102,1,1,16,1
2019-2019HU0960564-01,2019,277,49,35-49,below_high_school,1,00103,2,2,05,1
2019-2019HU0960564-02,2019,1106,30,18-34,high_school_some_college,1,00103,1,2,05,1
2019-2019HU0960564-03,2019,1182,26,18-34,high_school_some_college,1,00103,1,2,05,1
2019-2019HU0960564-04,2019,960,26,18-34,high_school_some_college,1,00103,2,2,05,1
2019-2019HU0960564-05,2019,351,22,18-34,high_school_some_college,1,00103,2,2,05,1
2019-2019HU0960612-01,2019,308,64,50-64,below_high_school,1,00104,2,1,01,1
2019-2019HU0961033-01,2019,89,60,50-64,graduate,1,00201,1,1,01,1
2019-2019HU0961033-02,2019,93,50,50-64,associate_bachelor,missing,00201,2,1,01,0
2019-2019HU0961033-03,2019,140,19,18-34,high_school_some_college,1,00201,1,1,01,0
2019-2019HU0961511-01,2019,121,51,50-64,associate_bachelor,3,00104,2,1,16,1
2019-2019HU0961511-02,2019,86,63,50-64,graduate,1,00104,1,8,01,1
2019-2019HU0962228-01,2019,48,51,50-64,graduate,3,00400,2,1,01,1
2019-2019HU0962228-02,2019,55,47,35-49,associate_bachelor,1,00400,1,1,01,1
2019-2019HU0962244-01,2019,54,56,50-64,associate_bachelor,2,00101,2,1,01,1
2019-2019HU0962244-02,2019,56,62,50-64,graduate,3,00101,1,1,01,1
2019-2019HU0962244-03,2019,96,27,18-34,associate_bachelor,1,00101,1,1,01,1
2019-2019HU0962244-04,2019,68,24,18-34,associate_bachelor,3,00101,2,1,01,1
2019-2019HU0962507-01,2019,49,51,50-64,graduate,2,00102,1,1,01,1
2019-2019HU0962507-02,2019,64,50,50-64,graduate,6,00102,2,1,01,1
2019-2019HU0964232-01,2019,51,61,50-64,below_high_school,missing,00101,2,1,01,0
2019-2019HU0964232-02,2019,62,24,18-34,high_school_some_college,1,00101,1,1,01,1
2019-2019HU0964354-01,2019,76,33,18-34,graduate,1,00103,1,6,01,1
2019-2019HU0964354-02,2019,128,33,18-34,graduate,1,00103,2,6,01,1
2019-2019HU0964362-01,2019,113,28,18-34,associate_bachelor,1,00101,1,1,01,1
2019-2019HU0965238-01,2019,106,57,50-64,associate_bachelor,1,00101,2,1,01,1
2019-2019HU0965238-02,2019,149,47,35-49,associate_bachelor,1,00101,1,1,01,1
2019-2019HU0965238-03,2019,130,24,18-34,high_school_some_college,1,00101,2,1,01,1
2019-2019HU0965571-01,2019,57,39,35-49,graduate,7,00300,2,1,01,1
2019-2019HU0965571-02,2019,65,39,35-49,graduate,5,00300,1,1,01,1
2019-2019HU0965685-02,2019,47,60,50-64,associate_bachelor,1,00201,2,1,01,0
2019-2019HU0965685-03,2019,98,33,18-34,associate_bachelor,missing,00201,1,1,01,0
2019-2019HU0965814-01,2019,209,58,50-64,high_school_some_college,2,00103,2,9,07,1
2019-2019HU0965814-02,2019,176,64,50-64,high_school_some_college,missing,00103,1,1,03,0
2019-2019HU0966119-01,2019,66,36,35-49,associate_bachelor,2,00103,2,1,01,1
2019-2019HU0966119-02,2019,35,24,18-34,associate_bachelor,1,00103,1,1,01,1
2019-2019HU0966275-02,2019,48,60,50-64,high_school_some_college,1,00300,1,1,01,1
2019-2019HU0967134-01,2019,37,61,50-64,graduate,6,00300,1,1,01,1
2019-2019HU0967134-02,2019,34,56,50-64,high_school_some_college,2,00300,2,1,01,1
2019-2019HU0967134-03,2019,57,18,18-34,below_high_school,1,00300,2,1,01,1
2019-2019HU0967173-01,2019,74,45,35-49,high_school_some_college,1,00104,1,1,01,1
2019-2019HU0967173-02,2019,76,42,35-49,high_school_some_college,1,00104,2,1,01,0
2019-2019HU0967480-01,2019,59,60,50-64,high_school_some_college,3,00101,2,1,01,1
2019-2019HU0967600-01,2019,71,60,50-64,high_school_some_college,missing,00104,1,1,01,0
2019-2019HU0967600-02,2019,58,63,50-64,below_high_school,1,00104,2,1,01,1
2019-2019HU0967600-03,2019,100,28,18-34,associate_bachelor,2,00104,2,1,01,1
2019-2019HU0969960-01,2019,238,63,50-64,high_school_some_college,missing,00102,2,8,03,0
2019-2019HU0969960-02,2019,365,60,50-64,high_school_some_college,missing,00102,1,8,03,0
2019-2019HU0970429-01,2019,142,62,50-64,associate_bachelor,missing,00300,2,1,01,0
2019-2019HU0970846-01,2019,65,36,35-49,associate_bachelor,1,00201,2,1,01,1
2019-2019HU0971208-01,2019,89,61,50-64,below_high_school,1,00102,2,1,01,0
2019-2019HU0972660-01,2019,70,35,35-49,associate_bachelor,2,00103,1,1,01,1
2019-2019HU0972797-01,2019,57,56,50-64,associate_bachelor,1,00102,2,1,01,1
2019-2019HU0972797-02,2019,73,23,18-34,below_high_school,1,00102,2,1,01,1
2019-2019HU0972797-03,2019,74,20,18-34,high_school_some_college,1,00102,2,1,01,1
2019-2019HU0972810-01,2019,44,58,50-64,below_high_school,1,00300,1,1,01,0
2019-2019HU0972810-02,2019,40,61,50-64,below_high_school,missing,00300,2,1,01,0
2019-2019HU0974515-01,2019,49,61,50-64,associate_bachelor,2,00102,2,1,01,1
2019-2019HU0974515-02,2019,56,61,50-64,associate_bachelor,4,00102,1,1,01,1
2019-2019HU0974570-01,2019,104,61,50-64,graduate,1,00103,2,1,01,1
2019-2019HU0974571-01,2019,78,63,50-64,high_school_some_college,1,00101,2,1,01,0
2019-2019HU0975985-01,2019,139,49,35-49,high_school_some_college,2,00101,2,1,01,1
2019-2019HU0977148-01,2019,63,54,50-64,associate_bachelor,1,00101,1,1,01,1
2019-2019HU0977148-02,2019,56,57,50-64,high_school_some_college,1,00101,2,1,01,1
2019-2019HU0978592-01,2019,112,57,50-64,high_school_some_college,1,00102,2,1,01,1
2019-2019HU0979107-03,2019,31,41,35-49,associate_bachelor,1,00201,1,1,01,0
2019-2019HU0979263-01,2019,177,36,35-49,high_school_some_college,missing,00103,2,1,01,0
2019-2019HU0979544-01,2019,73,48,35-49,high_school_some_college,1,00102,2,1,03,1
2019-2019HU0979869-02,2019,38,57,50-64,associate_bachelor,7,00201,2,1,01,1
2019-2019HU0979869-03,2019,46,36,35-49,associate_bachelor,7,00201,2,1,01,0
2019-2019HU0979869-04,2019,37,35,35-49,associate_bachelor,1,00201,1,1,01,1
2019-2019HU0980762-01,2019,71,59,50-64,graduate,1,00104,2,1,01,1
2019-2019HU0980801-01,2019,132,37,35-49,graduate,2,00104,2,1,01,1
2019-2019HU0980801-02,2019,117,38,35-49,associate_bachelor,6,00104,1,1,01,1
2019-2019HU0981852-01,2019,75,32,18-34,high_school_some_college,1,00400,1,1,03,1
2019-2019HU0982629-01,2019,119,43,35-49,graduate,2,00101,1,1,01,1
2019-2019HU0982629-02,2019,124,42,35-49,graduate,1,00101,2,1,01,1
2019-2019HU0983759-01,2019,75,49,35-49,associate_bachelor,1,00400,1,1,01,1
2019-2019HU0983759-02,2019,64,56,50-64,associate_bachelor,1,00400,2,1,01,1
2019-2019HU0984850-01,2019,54,44,35-49,associate_bachelor,1,00101,2,1,01,1
2019-2019HU0985486-01,2019,508,62,50-64,below_high_school,missing,00103,2,1,03,0
2019-2019HU0985575-01,2019,89,39,35-49,associate_bachelor,1,00201,1,1,01,1
2019-2019HU0985575-02,2019,176,37,35-49,associate_bachelor,1,00201,2,6,01,1
2019-2019HU0985899-01,2019,68,35,35-49,associate_bachelor,1,00102,2,1,01,1
2019-2019HU0986047-01,2019,83,56,50-64,associate_bachelor,1,00104,2,1,01,1
2019-2019HU0986047-02,2019,96,57,50-64,below_high_school,1,00104,1,1,01,1
2019-2019HU0986047-03,2019,135,26,18-34,associate_bachelor,1,00104,2,1,01,1
2019-2019HU0986190-03,2019,69,28,18-34,high_school_some_college,1,00103,2,9,01,1
2019-2019HU0987127-01,2019,71,50,50-64,high_school_some_college,6,00300,1,1,01,1
2019-2019HU0987127-02,2019,77,19,18-34,high_school_some_college,1,00300,2,1,01,1
2019-2019HU0987135-01,2019,45,31,18-34,high_school_some_college,3,00300,2,1,01,0
2019-2019HU0987353-01,2019,78,60,50-64,associate_bachelor,2,00103,2,1,01,1
2019-2019HU0987353-02,2019,70,58,50-64,graduate,2,00103,1,1,01,1
2019-2019HU0987359-01,2019,116,36,35-49,associate_bachelor,1,00103,2,2,05,1
2019-2019HU0987591-01,2019,120,26,18-34,high_school_some_college,missing,00103,2,8,07,0
2019-2019HU0989364-01,2019,70,46,35-49,graduate,1,00201,2,1,13,1
2019-2019HU0989364-02,2019,36,18,18-34,below_high_school,1,00201,1,1,13,0
2019-2019HU0990515-01,2019,122,58,50-64,associate_bachelor,1,00103,1,6,01,0
2019-2019HU0990515-02,2019,226,31,18-34,graduate,1,00103,1,1,01,1
2019-2019HU0991530-01,2019,37,63,50-64,associate_bachelor,4,00201,2,1,01,0
2019-2019HU0991807-01,2019,58,35,35-49,associate_bachelor,1,00300,2,1,01,1
2019-2019HU0991807-02,2019,58,33,18-34,associate_bachelor,1,00300,1,1,01,1
2019-2019HU0991883-01,2019,84,33,18-34,graduate,4,00101,2,1,01,1
2019-2019HU0991883-02,2019,90,35,35-49,high_school_some_college,1,00101,1,1,01,1
2019-2019HU0992063-01,2019,76,58,50-64,associate_bachelor,7,00300,2,1,01,1
2019-2019HU0992619-01,2019,413,42,35-49,high_school_some_college,missing,00104,2,2,01,0
2019-2019HU0993315-01,2019,456,49,35-49,high_school_some_college,missing,00103,1,1,01,0
2019-2019HU0993377-01,2019,48,62,50-64,associate_bachelor,1,00400,1,1,01,1
2019-2019HU0994089-01,2019,56,64,50-64,graduate,6,00300,2,1,01,0
2019-2019HU0994089-02,2019,64,59,50-64,graduate,4,00300,1,1,01,1
2019-2019HU0994230-01,2019,49,28,18-34,high_school_some_college,missing,00201,1,1,01,0
2019-2019HU0994499-01,2019,68,48,35-49,high_school_some_college,1,00201,2,1,01,1
2019-2019HU0994499-02,2019,90,49,35-49,below_high_school,1,00201,1,1,01,1
2019-2019HU0996784-01,2019,50,28,18-34,graduate,1,00102,2,1,01,1
2019-2019HU0996784-02,2019,56,31,18-34,graduate,1,00102,1,1,01,1
2019-2019HU0996857-01,2019,59,52,50-64,associate_bachelor,1,00201,2,1,01,1
2019-2019HU0997167-01,2019,60,35,35-49,graduate,1,00103,2,1,01,1
2019-2019HU0997167-02,2019,58,33,18-34,graduate,2,00103,1,1,01,1
2019-2019HU0997222-01,2019,85,63,50-64,high_school_some_college,1,00101,2,1,01,1
2019-2019HU0997442-02,2019,68,53,50-64,high_school_some_college,3,00300,2,1,01,1
2019-2019HU0998590-01,2019,60,31,18-34,graduate,6,00300,2,1,01,1
2019-2019HU0998590-02,2019,64,28,18-34,associate_bachelor,1,00300,1,1,01,1
2019-2019HU0998675-01,2019,61,40,35-49,graduate,1,00103,2,1,01,1
2019-2019HU0998694-01,2019,127,64,50-64,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0998694-02,2019,121,61,50-64,high_school_some_college,2,00201,2,1,01,1
2019-2019HU1000137-02,2019,105,64,50-64,below_high_school,missing,00101,2,6,01,0
2019-2019HU1000350-01,2019,78,56,50-64,associate_bachelor,2,00300,2,1,01,1
2019-2019HU1000350-02,2019,78,56,50-64,high_school_some_college,1,00300,1,1,01,1
2019-2019HU1000350-03,2019,127,22,18-34,associate_bachelor,1,00300,2,1,01,0
2019-2019HU1000668-01,2019,208,63,50-64,high_school_some_college,missing,00103,1,1,03,0
2019-2019HU1000668-02,2019,237,55,50-64,associate_bachelor,1,00103,2,1,03,1
2019-2019HU1001696-01,2019,128,53,50-64,associate_bachelor,2,00102,1,1,01,1
2019-2019HU1001696-02,2019,170,50,50-64,below_high_school,missing,00102,2,1,01,0
2019-2019HU1002224-03,2019,157,40,35-49,high_school_some_college,1,00104,1,1,01,1
2019-2019HU1002224-04,2019,156,37,35-49,high_school_some_college,1,00104,1,1,01,1
2019-2019HU1002519-01,2019,99,59,50-64,associate_bachelor,1,00101,1,1,01,1
2019-2019HU1002519-02,2019,91,58,50-64,associate_bachelor,1,00101,2,1,01,1
2019-2019HU1003096-01,2019,44,57,50-64,high_school_some_college,missing,00201,1,1,01,0
2019-2019HU1003096-02,2019,45,52,50-64,graduate,3,00201,2,1,01,1
2019-2019HU1003096-03,2019,52,20,18-34,high_school_some_college,1,00201,1,1,01,1
2019-2019HU1003681-01,2019,90,40,35-49,high_school_some_college,1,00102,2,6,01,1
2019-2019HU1003681-02,2019,150,37,35-49,high_school_some_college,7,00102,1,8,05,1
2019-2019HU1003681-03,2019,130,38,35-49,high_school_some_college,1,00102,2,6,01,1
2019-2019HU1003681-04,2019,63,26,18-34,associate_bachelor,1,00102,1,6,01,0
2019-2019HU1003681-05,2019,63,26,18-34,high_school_some_college,1,00102,1,6,01,0
2019-2019HU1003681-06,2019,50,24,18-34,high_school_some_college,1,00102,1,6,01,0
2019-2019HU1003681-08,2019,63,27,18-34,associate_bachelor,1,00102,1,6,01,1
2019-2019HU1003681-09,2019,50,19,18-34,high_school_some_college,1,00102,1,6,01,0
2019-2019HU1004432-01,2019,67,59,50-64,associate_bachelor,1,00102,1,6,01,1
2019-2019HU1005088-01,2019,361,32,18-34,high_school_some_college,missing,00400,2,1,01,0
2019-2019HU1005088-02,2019,335,35,35-49,below_high_school,1,00400,1,1,01,1
2019-2019HU1005096-01,2019,56,62,50-64,high_school_some_college,1,00400,1,1,01,1
2019-2019HU1005648-01,2019,46,56,50-64,associate_bachelor,missing,00102,2,1,01,0
2019-2019HU1005648-02,2019,50,53,50-64,high_school_some_college,2,00102,1,1,01,0
2019-2019HU1005863-01,2019,122,40,35-49,associate_bachelor,2,00102,2,1,01,1
2019-2019HU1006198-01,2019,161,46,35-49,associate_bachelor,2,00103,2,1,01,1
2019-2019HU1006198-02,2019,699,25,18-34,associate_bachelor,1,00103,1,1,14,1
2019-2019HU1006207-01,2019,48,61,50-64,graduate,2,00300,2,1,01,1
2019-2019HU1006207-02,2019,55,63,50-64,graduate,3,00300,1,1,01,1
2019-2019HU1008257-01,2019,161,40,35-49,high_school_some_college,1,00102,2,1,01,1
2019-2019HU1008257-02,2019,236,43,35-49,below_high_school,1,00102,1,1,02,1
2019-2019HU1008257-03,2019,420,21,18-34,high_school_some_college,1,00102,1,1,02,1
2019-2019HU1008348-01,2019,80,54,50-64,graduate,5,00101,1,1,01,1
2019-2019HU1008719-01,2019,53,44,35-49,associate_bachelor,1,00400,1,1,01,1
2019-2019HU1008719-02,2019,59,49,35-49,associate_bachelor,1,00400,2,1,01,1
2019-2019HU1009061-01,2019,22,55,50-64,associate_bachelor,1,00400,1,1,01,1
2019-2019HU1009061-02,2019,22,53,50-64,associate_bachelor,6,00400,2,1,01,1
2019-2019HU1010425-01,2019,65,40,35-49,high_school_some_college,6,00101,2,1,01,1
2019-2019HU1010425-02,2019,59,41,35-49,high_school_some_college,1,00101,1,1,01,1
2019-2019HU1011373-01,2019,87,59,50-64,graduate,1,00400,1,1,01,1
2019-2019HU1011373-02,2019,93,58,50-64,graduate,1,00400,2,1,01,0
2019-2019HU1011412-01,2019,167,30,18-34,graduate,1,00201,1,1,01,1
2019-2019HU1011412-02,2019,113,30,18-34,graduate,1,00201,2,1,01,1
2019-2019HU1011965-01,2019,282,44,35-49,below_high_school,1,00102,1,8,07,1
2019-2019HU1012272-01,2019,49,35,35-49,high_school_some_college,1,00201,2,1,01,1
2019-2019HU1012272-02,2019,40,38,35-49,high_school_some_college,1,00201,1,1,01,1
2019-2019HU1012361-01,2019,73,62,50-64,graduate,1,00300,2,1,01,1
2019-2019HU1012382-01,2019,52,62,50-64,high_school_some_college,2,00400,1,1,01,1
2019-2019HU1012382-02,2019,53,62,50-64,high_school_some_college,2,00400,2,1,01,0
2019-2019HU1013799-01,2019,110,52,50-64,below_high_school,1,00102,2,1,01,1
2019-2019HU1014019-02,2019,50,64,50-64,associate_bachelor,1,00400,2,1,01,1
2019-2019HU1014019-03,2019,66,25,18-34,high_school_some_college,1,00400,1,1,01,1
2019-2019HU1014019-04,2019,68,25,18-34,high_school_some_college,1,00400,1,1,01,1
2019-2019HU1014120-01,2019,42,63,50-64,graduate,1,00102,1,1,01,1
2019-2019HU1014120-02,2019,36,64,50-64,associate_bachelor,3,00102,2,1,01,0
2019-2019HU1014382-01,2019,229,53,50-64,graduate,4,00101,2,1,01,1
2019-2019HU1014382-02,2019,167,56,50-64,high_school_some_college,7,00101,1,1,01,1
2019-2019HU1014382-03,2019,180,18,18-34,below_high_school,9,00101,2,1,01,0
2019-2019HU1014396-01,2019,77,35,35-49,associate_bachelor,7,00103,1,1,01,1
2019-2019HU1014396-02,2019,92,34,18-34,graduate,2,00103,2,1,01,1
2019-2019HU1015381-01,2019,45,24,18-34,associate_bachelor,1,00103,2,1,02,1
2019-2019HU1015381-02,2019,39,20,18-34,high_school_some_college,1,00103,1,1,01,1
2019-2019HU1015640-01,2019,145,60,50-64,graduate,1,00201,1,6,01,1
2019-2019HU1015640-02,2019,144,56,50-64,high_school_some_college,missing,00201,2,6,01,0
2019-2019HU1016068-01,2019,38,57,50-64,graduate,3,00400,2,1,01,1
2019-2019HU1016068-02,2019,92,55,50-64,associate_bachelor,4,00400,1,8,11,1
2019-2019HU1016068-03,2019,124,23,18-34,associate_bachelor,6,00400,2,8,11,0
2019-2019HU1016129-01,2019,107,60,50-64,high_school_some_college,3,00101,2,1,01,1
2019-2019HU1016129-02,2019,196,58,50-64,high_school_some_college,1,00101,1,1,01,1
2019-2019HU1016194-03,2019,150,29,18-34,high_school_some_college,1,00300,1,1,01,1
2019-2019HU1016731-01,2019,173,55,50-64,associate_bachelor,2,00101,2,1,01,1
