person_id,cohort,weight,age,age_band,education_band,worker_class,puma,sex,race,hispanic_origin,employed
2019-2019HU0601892-01,2019,60,59,50-64,associate_bachelor,1,00400,2,1,01,1
2019-2019HU0601892-02,2019,77,26,18-34,high_school_some_college,2,00400,1,1,01,1
2019-2019HU0601892-03,2019,84,23,18-34,associate_bachelor,1,00400,1,1,01,1
2019-2019HU0602138-01,2019,55,63,50-64,associate_bachelor,4,00101,1,1,01,1
2019-2019HU0602138-02,2019,51,62,50-64,associate_bachelor,missing,00101,2,1,01,0
2019-2019HU0603136-01,2019,163,28,18-34,high_school_some_college,1,00102,2,9,03,0
2019-2019HU0603193-01,2019,43,29,18-34,high_school_some_college,2,00104,2,1,01,1
2019-2019HU0603193-02,2019,54,43,35-49,associate_bachelor,2,00104,2,1,01,1
2019-2019HU0603194-01,2019,128,40,35-49,high_school_some_college,6,00102,2,1,01,1
2019-2019HU0603194-02,2019,120,43,35-49,high_school_some_college,1,00102,1,1,01,1
2019-2019HU0603430-01,2019,106,53,50-64,associate_bachelor,2,00103,2,1,01,1
2019-2019HU0604061-01,2019,153,35,35-49,associate_bachelor,1,00104,1,6,01,1
2019-2019HU0604061-02,2019,121,33,18-34,graduate,missing,00104,2,6,01,0
2019-2019HU0604100-01,2019,46,56,50-64,associate_bachelor,1,00104,2,1,01,1
2019-2019HU0604441-01,2019,49,59,50-64,associate_bachelor,1,00201,1,1,01,1
2019-2019HU0604441-02,2019,47,55,50-64,associate_bachelor,1,00201,2,1,01,1
2019-2019HU0604676-01,2019,78,50,50-64,high_school_some_college,1,00101,2,1,01,1
2019-2019HU0604676-02,2019,56,62,50-64,high_school_some_college,7,00101,1,1,01,1
2019-2019HU0604676-03,2019,93,25,18-34,associate_bachelor,7,00101,1,1,01,1
2019-2019HU0604676-04,2019,66,22,18-34,high_school_some_college,1,00101,1,1,01,1
2019-2019HU0604676-05,2019,60,19,18-34,high_school_some_college,missing,00101,2,1,01,0
2019-2019HU0604676-06,2019,108,32,18-34,associate_bachelor,1,00101,1,1,01,1
2019-2019HU0605182-01,2019,67,26,18-34,associate_bachelor,1,00102,1,1,01,1
2019-2019HU0605182-02,2019,56,23,18-34,associate_bachelor,1,00102,2,1,01,1
2019-2019HU0606078-01,2019,57,56,50-64,graduate,1,00102,2,1,01,1
2019-2019HU0606078-02,2019,64,58,50-64,associate_bachelor,1,00102,1,1,01,1
2019-2019HU0606973-01,2019,89,40,35-49,high_school_some_college,1,00102,1,1,01,1
2019-2019HU0606973-02,2019,94,37,35-49,high_school_some_college,2,00102,2,1,01,1
2019-2019HU0607387-01,2019,128,57,50-64,associate_bachelor,missing,00104,1,6,01,0
2019-2019HU0607418-01,2019,41,45,35-49,associate_bachelor,7,00400,1,1,01,1
2019-2019HU0607418-02,2019,35,39,35-49,associate_bachelor,1,00400,2,1,01,1
2019-2019HU0607711-01,2019,61,43,35-49,graduate,1,00104,2,1,01,1
2019-2019HU0608134-01,2019,61,62,50-64,high_school_some_college,missing,00400,2,1,01,0
2019-2019HU0608134-02,2019,72,39,35-49,high_school_some_college,1,00400,1,1,01,1
2019-2019HU0608134-03,2019,76,35,35-49,below_high_school,1,00400,2,1,01,1
2019-2019HU0608640-01,2019,128,37,35-49,graduate,2,00103,2,1,01,1
2019-2019HU0608883-01,2019,89,64,50-64,high_school_some_college,1,00101,1,1,01,0
2019-2019HU0609098-01,2019,58,59,50-64,associate_bachelor,1,00101,2,1,01,1
2019-2019HU0609098-02,2019,62,63,50-64,high_school_some_college,missing,00101,1,1,01,0
2019-2019HU0609329-01,2019,185,42,35-49,graduate,4,00103,1,1,02,1
2019-2019HU0609329-02,2019,122,39,35-49,graduate,1,00103,2,1,01,1
2019-2019HU0609545-01,2019,105,56,50-64,high_school_some_college,1,00101,1,1,01,1
2019-2019HU0609545-02,2019,114,22,18-34,associate_bachelor,1,00101,2,1,01,1
2019-2019HU0609792-02,2019,216,41,35-49,high_school_some_college,1,00101,2,1,01,0
2019-2019HU0609792-05,2019,204,42,35-49,high_school_some_college,5,00101,1,1,01,1
2019-2019HU0609842-01,2019,81,33,18-34,high_school_some_college,1,00201,2,1,01,1
2019-2019HU0609842-02,2019,57,62,50-64,high_school_some_college,2,00201,2,1,01,1
2019-2019HU0610079-01,2019,56,56,50-64,high_school_some_college,missing,00201,1,1,01,0
2019-2019HU0610270-01,2019,113,40,35-49,high_school_some_college,1,00104,2,1,01,1
2019-2019HU0610739-01,2019,58,60,50-64,high_school_some_college,1,00102,1,1,01,1
2019-2019HU0610739-02,2019,51,60,50-64,high_school_some_college,3,00102,2,1,01,1
2019-2019HU0610739-03,2019,67,24,18-34,associate_bachelor,1,00102,2,1,01,1
2019-2019HU0611076-01,2019,105,59,50-64,associate_bachelor,1,00201,2,1,01,1
2019-2019HU0611076-02,2019,109,55,50-64,associate_bachelor,2,00201,1,1,01,1
2019-2019HU0611690-01,2019,53,56,50-64,associate_bachelor,1,00400,1,1,01,1
2019-2019HU0611753-01,2019,57,64,50-64,associate_bachelor,missing,00104,2,1,01,0
2019-2019HU0611951-01,2019,73,44,35-49,high_school_some_college,1,00400,2,1,01,1
2019-2019HU0611951-02,2019,74,53,50-64,high_school_some_college,3,00400,1,1,01,1
2019-2019HU0612165-01,2019,93,57,50-64,associate_bachelor,5,00102,2,1,01,1
2019-2019HU0612165-02,2019,107,58,50-64,associate_bachelor,1,00102,1,1,01,1
2019-2019HU0612165-03,2019,159,25,18-34,associate_bachelor,2,00102,2,1,01,0
2019-2019HU0612719-01,2019,429,38,35-49,high_school_some_college,1,00104,1,6,01,1
2019-2019HU0612719-02,2019,361,38,35-49,high_school_some_college,1,00104,2,6,01,1
2019-2019HU0612719-04,2019,756,24,18-34,high_school_some_college,missing,00104,2,6,01,0
2019-2019HU0612907-01,2019,118,41,35-49,associate_bachelor,1,00104,2,1,01,1
2019-2019HU0614004-01,2019,76,47,35-49,associate_bachelor,6,00102,2,1,01,1
2019-2019HU0614004-02,2019,99,49,35-49,high_school_some_college,1,00102,1,1,01,0
2019-2019HU0614004-03,2019,123,24,18-34,high_school_some_college,1,00102,1,1,01,0
2019-2019HU0614131-01,2019,38,63,50-64,graduate,1,00300,2,1,01,1
2019-2019HU0614803-01,2019,51,55,50-64,associate_bachelor,1,00400,2,1,01,1
2019-2019HU0614902-01,2019,33,59,50-64,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0614902-02,2019,30,59,50-64,high_school_some_college,2,00201,2,1,01,1
2019-2019HU0615523-01,2019,48,55,50-64,associate_bachelor,1,00300,2,1,01,1
2019-2019HU0615523-02,2019,53,59,50-64,high_school_some_college,1,00300,1,1,01,1
2019-2019HU0615523-03,2019,85,23,18-34,associate_bachelor,4,00300,1,1,01,0
2019-2019HU0615523-04,2019,84,21,18-34,high_school_some_college,1,00300,1,1,01,1
2019-2019HU0615564-02,2019,113,64,50-64,high_school_some_college,1,00104,2,1,01,1
2019-2019HU0615867-01,2019,57,32,18-34,associate_bachelor,1,00104,2,1,01,1
2019-2019HU0616356-01,2019,157,37,35-49,graduate,4,00104,2,1,01,1
2019-2019HU0617611-01,2019,93,45,35-49,high_school_some_college,3,00104,1,1,01,1
2019-2019HU0617611-02,2019,91,39,35-49,high_school_some_college,missing,00104,2,1,01,0
2019-2019HU0618466-01,2019,119,33,18-34,associate_bachelor,1,00300,1,1,01,1
2019-2019HU0618466-02,2019,121,36,35-49,associate_bachelor,3,00300,2,1,01,1
2019-2019HU0618475-01,2019,73,58,50-64,high_school_some_college,missing,00102,1,1,01,0
2019-2019HU0618475-02,2019,71,62,50-64,below_high_school,missing,00102,2,8,03,0
2019-2019HU0618984-01,2019,58,53,50-64,high_school_some_college,1,00300,2,1,01,1
2019-2019HU0618984-02,2019,66,47,35-49,high_school_some_college,2,00300,1,1,01,1
2019-2019HU0619368-01,2019,72,39,35-49,graduate,2,00104,1,1,01,1
2019-2019HU0619368-02,2019,171,40,35-49,associate_bachelor,1,00104,2,9,01,1
2019-2019HU0620751-01,2019,231,26,18-34,associate_bachelor,1,00101,1,1,01,1
2019-2019HU0620751-02,2019,397,26,18-34,associate_bachelor,1,00101,1,1,01,1
2019-2019HU0621808-01,2019,68,54,50-64,associate_bachelor,4,00201,1,1,01,1
2019-2019HU0622484-01,2019,117,46,35-49,graduate,1,00400,1,1,01,1
2019-2019HU0622536-01,2019,66,64,50-64,graduate,2,00300,2,1,01,1
2019-2019HU0622542-01,2019,64,36,35-49,associate_bachelor,1,00102,2,6,01,1
2019-2019HU0622934-02,2019,62,61,50-64,high_school_some_college,1,00104,2,1,01,1
2019-2019HU0622934-03,2019,137,34,18-34,high_school_some_college,1,00104,2,1,01,1
2019-2019HU0622934-04,2019,120,34,18-34,high_school_some_college,1,00104,1,1,01,1
2019-2019HU0622996-01,2019,40,22,18-34,high_school_some_college,1,00101,1,1,01,1
2019-2019HU0622996-02,2019,38,20,18-34,associate_bachelor,1,00101,1,1,01,1
2019-2019HU0624115-01,2019,126,26,18-34,high_school_some_college,1,00103,2,1,01,1
2019-2019HU0624115-02,2019,202,26,18-34,associate_bachelor,1,00103,1,1,01,1
2019-2019HU0624132-01,2019,62,41,35-49,associate_bachelor,2,00102,2,1,02,1
2019-2019HU0624132-02,2019,63,48,35-49,high_school_some_college,1,00102,1,1,01,1
2019-2019HU0624132-03,2019,62,22,18-34,high_school_some_college,1,00102,2,1,02,0
2019-2019HU0624133-01,2019,42,56,50-64,associate_bachelor,1,00201,1,1,01,1
2019-2019HU0624133-02,2019,45,51,50-64,high_school_some_college,4,00201,2,1,01,1
2019-2019HU0624133-03,2019,52,22,18-34,high_school_some_college,4,00201,1,1,01,1
2019-2019HU0624133-04,2019,52,20,18-34,below_high_school,4,00201,1,1,01,1
2019-2019HU0624365-01,2019,233,42,35-49,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0624365-02,2019,350,34,18-34,associate_bachelor,5,00201,2,1,01,1
2019-2019HU0625059-01,2019,108,26,18-34,associate_bachelor,1,00101,2,1,01,1
2019-2019HU0625059-02,2019,183,26,18-34,graduate,1,00101,2,1,01,1
2019-2019HU0626147-01,2019,192,55,50-64,associate_bachelor,3,00201,1,1,01,1
2019-2019HU0626147-02,2019,239,23,18-34,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0626147-03,2019,254,20,18-34,high_school_some_college,1,00201,2,1,01,1
2019-2019HU0627098-02,2019,98,63,50-64,graduate,2,00103,1,1,01,1
2019-2019HU0627493-01,2019,124,38,35-49,high_school_some_college,8,00102,2,1,01,0
2019-2019HU0627868-01,2019,56,31,18-34,associate_bachelor,5,00104,2,1,01,1
2019-2019HU0627868-02,2019,49,33,18-34,associate_bachelor,4,00104,1,1,01,1
2019-2019HU0628269-01,2019,54,44,35-49,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0628269-02,2019,66,36,35-49,high_school_some_college,1,00201,2,1,01,1
2019-2019HU0628941-01,2019,71,42,35-49,high_school_some_college,6,00300,2,1,01,1
2019-2019HU0628941-02,2019,78,53,50-64,associate_bachelor,1,00300,1,1,01,1
2019-2019HU0629489-01,2019,141,33,18-34,associate_bachelor,1,00104,1,9,01,1
2019-2019HU0629489-02,2019,72,35,35-49,high_school_some_college,1,00104,2,2,01,1
2019-2019HU0629869-01,2019,249,29,18-34,high_school_some_college,1,00102,2,1,03,1
2019-2019HU0630834-01,2019,18,24,18-34,associate_bachelor,2,00103,2,1,01,1
2019-2019HU0630834-02,2019,43,26,18-34,associate_bachelor,2,00103,1,1,01,0
2019-2019HU0630834-03,2019,33,24,18-34,associate_bachelor,1,00103,2,1,01,0
2019-2019HU0631471-02,2019,58,59,50-64,associate_bachelor,1,00400,2,1,01,1
2019-2019HU0632466-01,2019,27,26,18-34,associate_bachelor,1,00201,1,8,07,1
2019-2019HU0632466-02,2019,30,26,18-34,associate_bachelor,2,00201,2,8,19,1
2019-2019HU0632678-01,2019,40,58,50-64,high_school_some_college,1,00300,1,1,01,1
2019-2019HU0632678-02,2019,98,59,50-64,high_school_some_college,missing,00300,1,1,01,0
2019-2019HU0632736-01,2019,98,40,35-49,associate_bachelor,1,00400,2,1,01,1
2019-2019HU0632736-02,2019,93,43,35-49,associate_bachelor,3,00400,1,1,01,1
2019-2019HU0632862-01,2019,88,61,50-64,high_school_some_college,1,00400,2,1,01,0
2019-2019HU0632862-02,2019,80,60,50-64,high_school_some_college,7,00400,1,1,01,1
2019-2019HU0633030-01,2019,59,54,50-64,high_school_some_college,3,00102,2,1,01,1
2019-2019HU0633030-02,2019,46,56,50-64,below_high_school,1,00102,1,1,01,1
2019-2019HU0633030-03,2019,69,27,18-34,high_school_some_college,5,00102,2,1,01,1
2019-2019HU0634609-01,2019,208,35,35-49,high_school_some_college,7,00300,1,1,02,1
2019-2019HU0634914-01,2019,71,26,18-34,associate_bachelor,1,00103,2,1,01,1
2019-2019HU0635184-01,2019,68,53,50-64,high_school_some_college,2,00201,2,1,01,1
2019-2019HU0635184-02,2019,75,54,50-64,high_school_some_college,2,00201,1,1,01,1
2019-2019HU0635184-03,2019,83,23,18-34,associate_bachelor,2,00201,2,1,01,1
2019-2019HU0635659-01,2019,59,56,50-64,high_school_some_college,6,00400,1,1,01,1
2019-2019HU0635961-01,2019,231,64,50-64,graduate,1,00104,1,2,01,1
2019-2019HU0635961-02,2019,83,64,50-64,associate_bachelor,missing,00104,2,1,01,0
2019-2019HU0636406-01,2019,91,27,18-34,associate_bachelor,1,00101,1,1,01,1
2019-2019HU0636406-02,2019,89,28,18-34,graduate,2,00101,2,1,01,1
2019-2019HU0636546-01,2019,67,58,50-64,associate_bachelor,4,00201,2,1,01,1
2019-2019HU0637016-01,2019,76,37,35-49,associate_bachelor,1,00300,2,1,01,1
2019-2019HU0637016-02,2019,88,35,35-49,associate_bachelor,1,00300,1,1,01,1
2019-2019HU0637127-01,2019,63,54,50-64,associate_bachelor,1,00201,1,1,01,1
2019-2019HU0637127-02,2019,55,50,50-64,graduate,1,00201,2,8,01,1
2019-2019HU0637127-03,2019,82,19,18-34,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0638841-01,2019,188,32,18-34,associate_bachelor,missing,00101,1,1,01,0
2019-2019HU0638841-02,2019,157,28,18-34,high_school_some_college,1,00101,2,1,01,1
2019-2019HU0638908-01,2019,131,34,18-34,high_school_some_college,1,00300,1,1,01,1
2019-2019HU0638908-02,2019,232,36,35-49,graduate,1,00300,1,1,01,1
2019-2019HU0639607-01,2019,59,44,35-49,graduate,3,00201,2,1,01,1
2019-2019HU0639664-01,2019,46,60,50-64,associate_bachelor,1,00102,1,1,01,1
2019-2019HU0639664-02,2019,59,53,50-64,associate_bachelor,2,00102,2,1,01,1
2019-2019HU0639664-03,2019,49,18,18-34,high_school_some_college,1,00102,2,1,01,1
2019-2019HU0640141-01,2019,137,28,18-34,associate_bachelor,5,00102,1,1,01,1
2019-2019HU0640367-01,2019,166,59,50-64,high_school_some_college,1,00400,1,1,01,0
2019-2019HU0640763-01,2019,141,43,35-49,high_school_some_college,1,00101,2,1,16,1
2019-2019HU0640763-02,2019,100,26,18-34,high_school_some_college,1,00101,1,1,01,0
2019-2019HU0640763-03,2019,71,24,18-34,high_school_some_college,missing,00101,1,1,01,0
2019-2019HU0643315-01,2019,47,38,35-49,associate_bachelor,1,00102,1,1,01,1
2019-2019HU0643319-01,2019,124,52,50-64,graduate,1,00400,2,1,01,1
2019-2019HU0643319-02,2019,126,50,50-64,associate_bachelor,1,00400,1,1,01,1
2019-2019HU0643526-01,2019,67,58,50-64,associate_bachelor,1,00300,2,1,02,1
2019-2019HU0644024-01,2019,107,63,50-64,high_school_some_college,1,00104,1,1,01,0
2019-2019HU0644253-01,2019,56,31,18-34,high_school_some_college,1,00300,1,1,01,1
2019-2019HU0644253-02,2019,51,32,18-34,high_school_some_college,1,00300,2,1,01,1
2019-2019HU0644737-01,2019,456,48,35-49,below_high_school,missing,00101,2,1,01,0
2019-2019HU0645088-03,2019,162,55,50-64,high_school_some_college,8,00103,1,1,01,1
2019-2019HU0645469-01,2019,64,63,50-64,associate_bachelor,1,00400,2,1,01,0
2019-2019HU0645791-01,2019,58,60,50-64,high_school_some_college,5,00103,1,1,01,0
2019-2019HU0646401-01,2019,50,36,35-49,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0646401-02,2019,76,30,18-34,high_school_some_college,1,00201,2,1,01,1
2019-2019HU0647047-01,2019,106,60,50-64,graduate,6,00104,1,1,01,1
2019-2019HU0647047-02,2019,90,58,50-64,high_school_some_college,missing,00104,2,1,01,0
2019-2019HU0647607-01,2019,87,55,50-64,associate_bachelor,1,00300,2,1,01,1
2019-2019HU0647607-02,2019,192,32,18-34,associate_bachelor,1,00300,2,1,01,1
2019-2019HU0647704-02,2019,165,62,50-64,below_high_school,missing,00104,2,1,01,0
2019-2019HU0647764-01,2019,48,24,18-34,associate_bachelor,1,00104,2,8,07,1
2019-2019HU0647764-02,2019,27,26,18-34,associate_bachelor,1,00104,1,6,01,1
2019-2019HU0648040-01,2019,54,39,35-49,high_school_some_college,5,00104,1,1,01,1
2019-2019HU0648040-02,2019,59,40,35-49,graduate,3,00104,2,1,01,1
2019-2019HU0648315-01,2019,56,55,50-64,high_school_some_college,1,00201,2,1,01,1
2019-2019HU0648315-02,2019,60,59,50-64,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0648648-01,2019,51,63,50-64,below_high_school,missing,00300,1,1,01,0
2019-2019HU0648648-02,2019,66,62,50-64,below_high_school,missing,00300,2,1,01,0
2019-2019HU0648802-01,2019,56,56,50-64,associate_bachelor,1,00102,2,1,01,1
2019-2019HU0648802-02,2019,64,56,50-64,high_school_some_college,6,00102,1,1,01,0
2019-2019HU0648802-03,2019,126,19,18-34,high_school_some_college,1,00102,1,1,01,1
2019-2019HU0648852-01,2019,68,32,18-34,associate_bachelor,1,00102,1,1,01,1
2019-2019HU0648852-02,2019,71,30,18-34,associate_bachelor,1,00102,2,1,01,1
2019-2019HU0648852-03,2019,90,28,18-34,high_school_some_college,1,00102,1,1,01,1
2019-2019HU0649890-01,2019,58,62,50-64,high_school_some_college,1,00400,2,1,01,0
2019-2019HU0650145-01,2019,95,57,50-64,associate_bachelor,1,00201,1,1,01,1
2019-2019HU0650145-02,2019,101,54,50-64,high_school_some_college,3,00201,2,1,01,1
2019-2019HU0650423-01,2019,60,55,50-64,below_high_school,1,00102,2,2,05,1
2019-2019HU0650423-02,2019,121,29,18-34,high_school_some_college,1,00102,2,2,03,1
2019-2019HU0651412-01,2019,155,39,35-49,high_school_some_college,1,00103,2,8,05,1
2019-2019HU0651412-02,2019,120,47,35-49,below_high_school,3,00103,1,8,05,1
2019-2019HU0653710-01,2019,52,50,50-64,below_high_school,3,00101,1,1,01,0
2019-2019HU0653710-02,2019,69,51,50-64,below_high_school,missing,00101,2,1,01,0
2019-2019HU0653912-01,2019,257,61,50-64,high_school_some_college,1,00201,2,1,01,1
2019-2019HU0653912-02,2019,267,60,50-64,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0653912-03,2019,328,28,18-34,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0653912-04,2019,296,28,18-34,associate_bachelor,1,00201,2,1,01,1
2019-2019HU0653912-05,2019,350,23,18-34,high_school_some_college,1,00201,2,1,01,1
2019-2019HU0653974-01,2019,243,51,50-64,below_high_school,1,00102,2,1,01,1
2019-2019HU0654524-01,2019,94,46,35-49,associate_bachelor,1,00103,2,1,01,1
2019-2019HU0654524-02,2019,110,50,50-64,graduate,1,00103,1,1,01,1
2019-2019HU0655153-01,2019,124,37,35-49,associate_bachelor,1,00101,2,1,01,1
2019-2019HU0655153-02,2019,115,41,35-49,high_school_some_college,missing,00101,1,1,01,0
2019-2019HU0655465-01,2019,216,61,50-64,high_school_some_college,missing,00300,2,1,01,0
2019-2019HU0655966-01,2019,44,63,50-64,high_school_some_college,missing,00400,1,1,01,0
2019-2019HU0656088-01,2019,154,49,35-49,high_school_some_college,1,00201,1,1,01,1
2019-2019HU0656088-02,2019,118,48,35-49,high_school_some_college,1,00201,2,1,01,0
2019-2019HU0656939-01,2019,30,56,50-64,below_high_school,2,00101,2,2,01,0
2019-2019HU0656939-02,2019,70,24,18-34,high_school_some_college,1,00101,1,2,01,0
2019-2019HU0656939-03,2019,68,18,18-34,below_high_school,1,00101,1,2,01,0
2019-2019HU0658162-01,2019,98,35,35-49,associate_bachelor,6,00101,2,1,01,0
2019-2019HU0658162-02,2019,91,35,35-49,graduate,1,00101,1,1,01,1
2019-2019HU0659036-01,2019,292,35,35-49,associate_bachelor,1,00101,2,9,01,1
2019-2019HU0659036-02,2019,421,18,18-34,high_school_some_college,1,00101,1,9,03,1
2019-2019HU0659047-01,2019,98,61,50-64,high_school_some_college,1,00101,2,1,01,0
2019-2019HU0659047-02,2019,103,58,50-64,high_school_some_college,1,00101,1,1,01,0
2019-2019HU0659110-01,2019,55,37,35-49,graduate,1,00103,2,1,01,1
2019-2019HU0659818-01,2019,121,49,35-49,associate_bachelor,7,00201,1,1,01,1
2019-2019HU0659818-02,2019,93,49,35-49,associate_bachelor,2,00201,2,1,01,1
2019-2019HU0659818-03,2019,96,23,18-34,associate_bachelor,1,00201,1,1,01,1
2019-2019HU0660181-01,2019,47,52,50-64,graduate,1,00102,1,1,01,1
2019-2019HU0660181-02,2019,44,55,50-64,high_school_some_college,1,00102,2,1,01,1
2019-2019HU0660181-03,2019,70,27,18-34,high_school_some_college,1,00102,1,1,01,1
2019-2019HU0660181-04,2019,95,23,18-34,high_school_some_college,1,00102,1,1,01,0
2019-2019HU0660181-05,2019,58,21,18-34,associate_bachelor,1,00102,2,1,01,1
2019-2019HU0660542-01,2019,91,37,35-49,associate_bachelor,2,00102,2,1,01,1
2019-2019HU0660542-02,2019,92,33,18-34,associate_bachelor,1,00102,1,1,01,1
2019-2019HU0660928-01,2019,78,49,35-49,high_school_some_college,1,00101,2,1,01,1
2019-2019HU0660928-02,2019,53,49,35-49,high_school_some_college,1,00101,1,2,01,1
2019-2019HU0660928-03,2019,80,22,18-34,below_high_school,2,00101,2,1,01,1
2019-2019HU0661360-01,2019,91,63,50-64,associate_bachelor,2,00102,2,1,01,0
2019-2019HU0661539-01,2019,134,23,18-34,high_school_some_college,1,00103,1,1,01,0
2019-2019HU0661539-02,2019,240,20,18-34,high_school_some_college,1,00103,2,2,01,1
2019-2019HU0661841-01,2019,51,31,18-34,associate_bachelor,1,00101,1,1,01,1
2019-2019HU0661841-02,2019,102,28,18-34,high_school_some_college,1,00101,2,8,11,0
2019-2019HU0662049-01,2019,127,61,50-64,associate_bachelor,7,00201,1,1,01,1
2019-2019HU0662049-02,2019,122,61,50-64,associate_bachelor,2,00201,2,1,01,1
2019-2019HU0662299-01,2019,132,30,18-34,associate_bachelor,4,00102,2,2,01,1
2019-2019HU0662907-01,2019,78,48,35-49,high_school_some_college,1,00103,2,1,01,1
2019-2019HU0663868-01,2019,36,31,18-34,high_school_some_college,1,00103,1,1,01,1
2019-2019HU0664293-01,2019,98,37,35-49,high_school_some_college,1,00102,2,1,01,0
2019-2019HU0664293-02,2019,93,37,35-49,below_high_school,3,00102,1,1,01,1
2019-2019HU0665168-01,2019,39,34,18-34,graduate,1,00101,2,1,01,0
2019-2019HU0665168-02,2019,81,43,35-49,associate_bachelor,1,00101,2,1,23,1
2019-2019HU0665168-04,2019,156,19,18-34,high_school_some_college,1,00101,2,1,23,1
2019-2019HU0665305-01,2019,81,46,35-49,associate_bachelor,2,00102,2,1,01,1
2019-2019HU0665529-02,2019,122,47,35-49,high_school_some_college,missing,00102,1,1,01,0
2019-2019HU0666055-01,2019,95,35,35-49,associate_bachelor,1,00104,2,1,01,1
2019-2019HU0666055-02,2019,86,36,35-49,associate_bachelor,1,00104,1,1,01,1
2019-2019HU0666587-01,2019,83,49,35-49,high_school_some_college,missing,00102,2,1,01,0
2019-2019HU0667404-01,2019,54,29,18-34,associate_bachelor,1,00103,1,1,01,1
2019-2019HU0667404-02,2019,102,27,18-34,graduate,1,00103,1,1,01,1
2019-2019HU0668363-01,2019,478,39,35-49,high_school_some_college,missing,00103,2,2,01,0
2019-2019HU0671483-01,2019,192,49,35-49,high_school_some_college,6,00101,1,1,01,0
2019-2019HU0671676-01,2019,78,43,35-49,graduate,4,00103,1,1,01,1
2019-2019HU0672221-02,2019,79,25,18-34,high_school_some_college,1,00104,1,1,01,1
2019-2019HU0672290-01,2019,152,26,18-34,high_school_some_college,2,00103,2,6,01,0
2019-2019HU0672290-02,2019,104,19,18-34,below_high_school,1,00103,1,6,01,1
2019-2019HU0672416-01,2019,53,41,35-49,associate_bachelor,1,00400,2,1,01,1
2019-2019HU0672416-02,2019,131,42,35-49,associate_bachelor,1,00400,1,1,14,1
2019-2019HU0673404-01,2019,84,54,50-64,high_school_some_college,1,00300,2,1,01,1
2019-2019HU0673404-02,2019,115,57,50-64,high_school_some_college,1,00300,1,1,01,0
2019-2019HU0673745-01,2019,135,62,50-64,associate_bachelor,1,00103,2,1,01,1
2019-2019HU0673853-01,2019,60,52,50-64,high_school_some_college,1,00101,1,1,01,1
2019-2019HU0673853-02,2019,67,36,35-49,high_school_some_college,missing,00101,2,1,01,0
2019-2019HU0673903-01,2019,88,48,35-49,associate_bachelor,3,00300,2,1,01,1
2019-2019HU0674430-01,2019,74,48,35-49,associate_bachelor,4,00300,2,1,01,1
2019-2019HU0674736-01,2019,60,39,35-49,associate_bachelor,1,00400,1,1,01,1
2019-2019HU0674736-02,2019,62,30,18-34,associate_bachelor,6,00400,2,1,01,1
2019-2019HU0674796-01,2019,154,50,50-64,below_high_school,7,00103,2,1,07,1
2019-2019HU0674940-01,2019,84,53,50-64,associate_bachelor,3,00104,2,1,01,1
2019-2019HU0675431-01,2019,91,39,35-49,graduate,1,00400,2,1,01,1
2019-2019HU0675431-02,2019,87,42,35-49,graduate,1,00400,1,1,01,1
2019-2019HU0675690-01,2019,52,50,50-64,associate_bachelor,1,00201,1,1,01,1
2019-2019HU0675690-02,2019,52,49,35-49,graduate,3,00201,2,1,01,1
2019-2019HU0675793-01,2019,193,50,50-64,high_school_some_college,1,00400,1,1,01,1
2019-2019HU0675793-02,2019,205,45,35-49,associate_bachelor,1,00400,1,1,01,1
2019-2019HU0676230-01,2019,47,62,50-64,graduate,2,00102,1,1,01,1
2019-2019HU0676230-02,2019,46,63,50-64,associate_bachelor,4,00102,1,1,01,0
2019-2019HU0676540-01,2019,88,30,18-34,associate_bachelor,1,00400,2,1,01,1
2019-2019HU0676540-02,2019,116,34,18-34,high_school_some_college,1,00400,1,1,01,1
2019-2019HU0676540-03,2019,114,58,50-64,high_school_some_college,1,00400,2,1,01,1
2019-2019HU0676730-01,2019,78,47,35-49,graduate,6,00101,1,1,01,1
2019-2019HU0676730-02,2019,65,48,35-49,associate_bachelor,6,00101,2,1,01,1
2019-2019HU0676805-01,2019,62,37,35-49,graduate,1,00300,1,1,01,1
2019-2019HU0676805-02,2019,60,36,35-49,graduate,4,00300,2,1,01,1
2019-2019HU0677523-02,2019,133,62,50-64,high_school_some_college,2,00103,2,2,01,1
2019-2019HU0677523-03,2019,222,29,18-34,associate_bachelor,2,00103,2,2,01,1
2019-2019HU0677523-04,2019,221,27,18-34,associate_bachelor,1,00103,2,2,01,1
2019-2019HU0677523-05,2019,320,25,18-34,associate_bachelor,3,00103,1,2,01,1
2019-2019HU0677608-01,2019,119,50,50-64,associate_bachelor,2,00400,2,1,01,1
2019-2019HU0677608-02,2019,122,53,50-64,high_school_some_college,7,00400,1,1,01,1
2019-2019HU0677608-03,2019,170,21,18-34,high_school_some_college,1,00400,1,1,01,1
2019-2019HU0678744-01,2019,272,46,35-49,below_high_school,1,00103,2,8,05,0
